"x","y","z","t","class"
1.1,0.4693,-0.2643,2021-12-24 16:32:46,1
-0.0721,-0.2742,0.6656,2021-12-24 16:32:47,1
0.5691,0.2869,-0.3275,2021-12-24 16:32:48,1
-2.3136,1.8548,-0.3,2021-12-24 16:32:49,1
-0.6106,0.1552,-0.9429,2021-12-24 16:32:50,1
-0.4895,-1.0701,0.2846,2021-12-24 16:32:51,1
0.5353,-0.0359,-1.8604,2021-12-24 16:32:52,1
0.1625,0.2704,0.5157,2021-12-24 16:32:53,1
0.1851,0.2455,-0.5161,2021-12-24 16:32:54,1
0.0283,-0.4616,2.1677,2021-12-24 16:32:55,1
-0.7602,-0.397,-0.0276,2021-12-24 16:32:56,1
1.2557,-0.0383,-0.2959,2021-12-24 16:32:57,1
0.1808,-0.7313,-1.2471,2021-12-24 16:32:58,1
-2.1008,0.1123,-3.2941,2021-12-24 16:32:59,1
0.0939,0.1029,0.4075,2021-12-24 16:33:00,1
-0.5599,0.0897,-5.2037,2021-12-24 16:33:01,1
1.2986,-0.1011,0.5246,2021-12-24 16:33:02,1
-0.1058,0.138,1.0509,2021-12-24 16:33:03,1
-0.8233,0.1709,-0.9247,2021-12-24 16:33:04,1
-2.6084,0.0463,-1.2166,2021-12-24 16:33:05,1
-0.2237,-0.2999,2.8803,2021-12-24 16:33:06,1
-0.4544,-0.0547,-0.6963,2021-12-24 16:33:07,1
-0.2427,0.0103,-0.5352,2021-12-24 16:33:08,1
0.6564,0.3067,-0.6976,2021-12-24 16:33:09,1
2.4175,0.4623,4.3925,2021-12-24 16:33:10,1
-0.5263,0.1067,-1.0996,2021-12-24 16:33:11,1
-2.5692,-0.4382,-1.495,2021-12-24 16:33:12,1
-1.975,0.561,-3.8061,2021-12-24 16:33:13,1
-0.7082,1.3585,-4.6954,2021-12-24 16:33:14,1
-1.1516,0.1088,2.4053,2021-12-24 16:33:15,1
-0.6203,-0.4244,0.5784,2021-12-24 16:33:16,1
-2.4059,-0.3287,-2.7126,2021-12-24 16:33:17,1
0.1213,0.9979,-0.5562,2021-12-24 16:33:18,1
0.6689,-0.535,-1.6566,2021-12-24 16:33:19,1
0.268,-0.5329,0.4624,2021-12-24 16:33:20,1
-1.3762,-0.5586,-1.8437,2021-12-24 16:33:21,1
0.5069,-1.1841,1.5309,2021-12-24 16:33:22,1
0.0698000000000001,-0.6413,1.7031,2021-12-24 16:33:23,1
-2.0279,0.4416,-0.0924999999999999,2021-12-24 16:33:24,1
0.4397,0.464,1.4996,2021-12-24 16:33:25,1
2.0703,0.16,2.2781,2021-12-24 16:33:26,1
0.2669,-0.1304,-0.8703,2021-12-24 16:33:27,1
-0.4997,0.9613,0.6105,2021-12-24 16:33:28,1
-1.2192,-0.5608,-2.2393,2021-12-24 16:33:29,1
1.6626,0.3813,2.9428,2021-12-24 16:33:30,1
-0.2005,-0.3861,-1.0091,2021-12-24 16:33:31,1
0.0165,-0.4828,-0.3631,2021-12-24 16:33:32,1
-1.5921,-0.4071,-0.1841,2021-12-24 16:33:33,1
0.5752,-0.0369,0.1582,2021-12-24 16:33:34,1
-0.1487,0.3333,-0.5552,2021-12-24 16:33:35,1
-1.0624,-0.5416,-0.0292,2021-12-24 16:33:36,1
-0.6338,-0.5488,-1.2403,2021-12-24 16:33:37,1
0.5605,0.1596,0.0157,2021-12-24 16:33:38,1
-0.6525,-0.5501,-2.3549,2021-12-24 16:33:39,1
-0.3901,-0.1259,0.9162,2021-12-24 16:33:40,1
0.2854,-1.1183,-2.7177,2021-12-24 16:33:41,1
0.1061,0.0488,0.4052,2021-12-24 16:33:42,1
1.0296,-0.3873,0.8425,2021-12-24 16:33:43,1
0.2321,-0.5886,-0.6689,2021-12-24 16:33:44,1
-0.2975,0.3375,0.4529,2021-12-24 16:33:45,1
-0.094,-0.0299,-0.8709,2021-12-24 16:33:46,1
0.8502,0.1439,-0.2847,2021-12-24 16:33:47,1
3.4599,-0.6388,0.4079,2021-12-24 16:33:48,1
-1.1457,-0.3619,0.2125,2021-12-24 16:33:49,1
-0.2845,0.8136,-0.9222,2021-12-24 16:33:50,1
-3.7952,0.0178,-3.6884,2021-12-24 16:33:51,1
-1.8749,-0.1978,-0.4591,2021-12-24 16:33:52,1
-0.9388,-0.3119,-0.4308,2021-12-24 16:33:53,1
-0.5027,-0.8928,1.512,2021-12-24 16:33:54,1
0.0318,0.1347,1.174,2021-12-24 16:33:55,1
0.2192,-1.17,-1.7461,2021-12-24 16:33:56,1
1.6824,-0.8627,-0.2171,2021-12-24 16:33:57,1
-1.1297,0.1756,1.8375,2021-12-24 16:33:58,1
-0.8145,0.6422,-1.051,2021-12-24 16:33:59,1
3.3996,-1.1518,-1.7183,2021-12-24 16:34:00,1
2.0762,-0.0513,4.4194,2021-12-24 16:34:01,1
1.3305,0.3884,0.9364,2021-12-24 16:34:02,1
-2.1559,-1.0115,-1.7447,2021-12-24 16:34:03,1
0.2967,0.2694,-1.2693,2021-12-24 16:34:04,1
-2.8061,-2.0588,-0.1415,2021-12-24 16:34:05,1
0.1914,-0.6706,1.7759,2021-12-24 16:34:06,1
-1.9746,0.3222,1.5388,2021-12-24 16:34:07,1
-2.0418,-0.3081,0.5496,2021-12-24 16:34:08,1
