"x","y","z","t","class"
2.7502,-8.3248,1.4832,2021-12-18 13:57:40,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:41,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:42,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:43,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:44,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:45,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:46,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:47,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:48,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:49,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:50,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:51,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:52,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:53,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:54,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:55,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:56,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:57,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:58,2
2.7502,-8.3248,1.4832,2021-12-18 13:57:59,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:00,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:01,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:02,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:03,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:04,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:05,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:06,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:07,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:08,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:09,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:10,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:11,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:12,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:13,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:14,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:15,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:16,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:17,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:18,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:19,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:20,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:21,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:22,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:23,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:24,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:25,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:26,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:27,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:28,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:29,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:30,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:31,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:32,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:33,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:34,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:35,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:36,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:37,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:38,2
4.1253,-12.4872,2.2248,2021-12-18 13:58:39,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:40,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:41,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:42,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:43,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:44,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:45,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:46,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:47,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:48,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:49,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:50,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:51,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:52,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:53,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:54,2
1.3751,-4.1624,0.7416,2021-12-18 13:58:55,2
5.5004,-16.6496,2.9664,2021-12-18 13:58:56,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:57,2
2.7502,-8.3248,1.4832,2021-12-18 13:58:58,2
4.1253,-12.4872,2.2248,2021-12-18 13:58:59,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:00,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:01,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:02,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:03,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:04,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:05,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:06,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:07,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:08,2
1.3751,-4.1624,0.7416,2021-12-18 13:59:09,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:10,2
6.8755,-20.812,3.708,2021-12-18 13:59:11,2
1.3751,-4.1624,0.7416,2021-12-18 13:59:12,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:13,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:14,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:15,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:16,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:17,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:18,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:19,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:20,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:21,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:22,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:23,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:24,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:25,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:26,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:27,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:28,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:29,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:30,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:31,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:32,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:33,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:34,2
1.3751,-4.1624,0.7416,2021-12-18 13:59:35,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:36,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:37,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:38,2
4.1253,-12.4872,2.2248,2021-12-18 13:59:39,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:40,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:41,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:42,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:43,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:44,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:45,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:46,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:47,2
5.5004,-16.6496,2.9664,2021-12-18 13:59:48,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:49,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:50,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:51,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:52,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:53,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:54,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:55,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:56,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:57,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:58,2
2.7502,-8.3248,1.4832,2021-12-18 13:59:59,2
4.1253,-12.4872,2.2248,2021-12-18 14:00:00,2
2.7502,-8.3248,1.4832,2021-12-18 14:00:01,2
2.7502,-8.3248,1.4832,2021-12-18 14:00:02,2
2.7502,-8.3248,1.4832,2021-12-18 14:00:03,2
2.7502,-8.3248,1.4832,2021-12-18 14:00:04,2
2.7502,-8.3248,1.4832,2021-12-18 14:00:05,2
2.7502,-8.3248,1.4832,2021-12-18 14:00:06,2
