"","x","y","z","t","class"
"408",2.7502,-8.3248,1.4832,2021-12-18 13:59:26,2
"409",2.7502,-8.3248,1.4832,2021-12-18 13:59:27,2
"410",2.7502,-8.3248,1.4832,2021-12-18 13:59:28,2
"411",2.7502,-8.3248,1.4832,2021-12-18 13:59:29,2
"412",4.1253,-12.4872,2.2248,2021-12-18 13:59:30,2
"413",2.7502,-8.3248,1.4832,2021-12-18 13:59:31,2
"414",2.7502,-8.3248,1.4832,2021-12-18 13:59:32,2
"415",2.7502,-8.3248,1.4832,2021-12-18 13:59:33,2
"416",4.1253,-12.4872,2.2248,2021-12-18 13:59:34,2
"417",1.3751,-4.1624,0.7416,2021-12-18 13:59:35,2
"418",4.1253,-12.4872,2.2248,2021-12-18 13:59:36,2
"419",2.7502,-8.3248,1.4832,2021-12-18 13:59:37,2
"420",2.7502,-8.3248,1.4832,2021-12-18 13:59:38,2
"421",4.1253,-12.4872,2.2248,2021-12-18 13:59:39,2
"422",2.7502,-8.3248,1.4832,2021-12-18 13:59:40,2
"423",2.7502,-8.3248,1.4832,2021-12-18 13:59:41,2
"424",2.7502,-8.3248,1.4832,2021-12-18 13:59:42,2
"425",2.7502,-8.3248,1.4832,2021-12-18 13:59:43,2
"426",2.7502,-8.3248,1.4832,2021-12-18 13:59:44,2
"427",2.7502,-8.3248,1.4832,2021-12-18 13:59:45,2
"428",2.7502,-8.3248,1.4832,2021-12-18 13:59:46,2
"429",2.7502,-8.3248,1.4832,2021-12-18 13:59:47,2
"430",5.5004,-16.6496,2.9664,2021-12-18 13:59:48,2
"431",2.7502,-8.3248,1.4832,2021-12-18 13:59:49,2
"432",2.7502,-8.3248,1.4832,2021-12-18 13:59:50,2
"433",2.7502,-8.3248,1.4832,2021-12-18 13:59:51,2
"434",2.7502,-8.3248,1.4832,2021-12-18 13:59:52,2
"435",2.7502,-8.3248,1.4832,2021-12-18 13:59:53,2
"436",2.7502,-8.3248,1.4832,2021-12-18 13:59:54,2
"437",2.7502,-8.3248,1.4832,2021-12-18 13:59:55,2
"438",2.7502,-8.3248,1.4832,2021-12-18 13:59:56,2
"439",2.7502,-8.3248,1.4832,2021-12-18 13:59:57,2
"440",2.7502,-8.3248,1.4832,2021-12-18 13:59:58,2
"441",2.7502,-8.3248,1.4832,2021-12-18 13:59:59,2
"442",4.1253,-12.4872,2.2248,2021-12-18 14:00:00,2
"443",2.7502,-8.3248,1.4832,2021-12-18 14:00:01,2
"444",2.7502,-8.3248,1.4832,2021-12-18 14:00:02,2
"445",2.7502,-8.3248,1.4832,2021-12-18 14:00:03,2
"446",2.7502,-8.3248,1.4832,2021-12-18 14:00:04,2
"447",2.7502,-8.3248,1.4832,2021-12-18 14:00:05,2
"448",2.7502,-8.3248,1.4832,2021-12-18 14:00:06,2
"449",2.7502,-8.3248,1.4832,2021-12-18 14:00:07,2
"450",2.7502,-8.3248,1.4832,2021-12-18 14:00:08,2
"451",2.7502,-8.3248,1.4832,2021-12-18 14:00:09,2
"452",2.7502,-8.3248,1.4832,2021-12-18 14:00:10,2
"453",2.7502,-8.3248,1.4832,2021-12-18 14:00:11,2
"454",2.7502,-8.3248,1.4832,2021-12-18 14:00:12,2
"455",2.7502,-8.3248,1.4832,2021-12-18 14:00:13,2
"456",2.7502,-8.3248,1.4832,2021-12-18 14:00:14,2
"457",2.7502,-8.3248,1.4832,2021-12-18 14:00:15,2
"458",1.3751,-4.1624,0.7416,2021-12-18 14:00:16,2
"459",4.1253,-12.4872,2.2248,2021-12-18 14:00:17,2
"460",1.3751,-4.1624,0.7416,2021-12-18 14:00:18,2
"461",5.5004,-16.6496,2.9664,2021-12-18 14:00:19,2
"462",2.7502,-8.3248,1.4832,2021-12-18 14:00:20,2
"463",2.7502,-8.3248,1.4832,2021-12-18 14:00:21,2
"464",2.7502,-8.3248,1.4832,2021-12-18 14:00:22,2
"465",2.7502,-8.3248,1.4832,2021-12-18 14:00:23,2
"466",2.7502,-8.3248,1.4832,2021-12-18 14:00:24,2
"467",2.7502,-8.3248,1.4832,2021-12-18 14:00:25,2
"468",2.7502,-8.3248,1.4832,2021-12-18 14:00:26,2
"469",2.7502,-8.3248,1.4832,2021-12-18 14:00:27,2
"470",2.7502,-8.3248,1.4832,2021-12-18 14:00:28,2
"471",2.7502,-8.3248,1.4832,2021-12-18 14:00:29,2
"472",2.7502,-8.3248,1.4832,2021-12-18 14:00:30,2
"473",2.7502,-8.3248,1.4832,2021-12-18 14:00:31,2
"474",2.7502,-8.3248,1.4832,2021-12-18 14:00:32,2
"475",2.7502,-8.3248,1.4832,2021-12-18 14:00:33,2
"476",2.7502,-8.3248,1.4832,2021-12-18 14:00:34,2
"477",2.7502,-8.3248,1.4832,2021-12-18 14:00:35,2
"478",2.7502,-8.3248,1.4832,2021-12-18 14:00:36,2
"479",2.7502,-8.3248,1.4832,2021-12-18 14:00:37,2
"480",4.1253,-12.4872,2.2248,2021-12-18 14:00:38,2
"481",1.3751,-4.1624,0.7416,2021-12-18 14:00:39,2
"482",5.5004,-16.6496,2.9664,2021-12-18 14:00:40,2
"483",4.1253,-12.4872,2.2248,2021-12-18 14:00:41,2
"484",2.7502,-8.3248,1.4832,2021-12-18 14:00:42,2
"485",2.7502,-8.3248,1.4832,2021-12-18 14:00:43,2
"486",2.7502,-8.3248,1.4832,2021-12-18 14:00:44,2
"487",4.1253,-12.4872,2.2248,2021-12-18 14:00:45,2
"488",2.7502,-8.3248,1.4832,2021-12-18 14:00:46,2
"489",2.7502,-8.3248,1.4832,2021-12-18 14:00:47,2
"490",2.7502,-8.3248,1.4832,2021-12-18 14:00:48,2
"491",2.7502,-8.3248,1.4832,2021-12-18 14:00:49,2
"492",2.7502,-8.3248,1.4832,2021-12-18 14:00:50,2
"493",2.7502,-8.3248,1.4832,2021-12-18 14:00:51,2
"494",1.3751,-4.1624,0.7416,2021-12-18 14:00:52,2
"495",2.7502,-8.3248,1.4832,2021-12-18 14:00:53,2
"496",4.1253,-12.4872,2.2248,2021-12-18 14:00:54,2
"497",2.7502,-8.3248,1.4832,2021-12-18 14:00:55,2
"498",2.7502,-8.3248,1.4832,2021-12-18 14:00:56,2
"499",2.7502,-8.3248,1.4832,2021-12-18 14:00:57,2
"500",2.7502,-8.3248,1.4832,2021-12-18 14:00:58,2
"501",2.7502,-8.3248,1.4832,2021-12-18 14:00:59,2
"502",2.7502,-8.3248,1.4832,2021-12-18 14:01:00,2
"503",4.1253,-12.4872,2.2248,2021-12-18 14:01:01,2
"504",2.7502,-8.3248,1.4832,2021-12-18 14:01:02,2
"505",2.7502,-8.3248,1.4832,2021-12-18 14:01:03,2
"506",1.3751,-4.1624,0.7416,2021-12-18 14:01:04,2
"507",4.1253,-12.4872,2.2248,2021-12-18 14:01:05,2
"508",2.7502,-8.3248,1.4832,2021-12-18 14:01:06,2
"509",2.7502,-8.3248,1.4832,2021-12-18 14:01:07,2
"510",2.7502,-8.3248,1.4832,2021-12-18 14:01:08,2
"511",1.3751,-4.1624,0.7416,2021-12-18 14:01:09,2
"512",4.1253,-12.4872,2.2248,2021-12-18 14:01:10,2
"513",2.7502,-8.3248,1.4832,2021-12-18 14:01:11,2
"514",2.7502,-8.3248,1.4832,2021-12-18 14:01:12,2
"515",4.1253,-12.4872,2.2248,2021-12-18 14:01:13,2
"516",2.7502,-8.3248,1.4832,2021-12-18 14:01:14,2
"517",2.7502,-8.3248,1.4832,2021-12-18 14:01:15,2
"518",2.7502,-8.3248,1.4832,2021-12-18 14:01:16,2
"519",2.7502,-8.3248,1.4832,2021-12-18 14:01:17,2
"520",2.7502,-8.3248,1.4832,2021-12-18 14:01:18,2
"521",2.7502,-8.3248,1.4832,2021-12-18 14:01:19,2
"522",2.7502,-8.3248,1.4832,2021-12-18 14:01:20,2
"523",1.3751,-4.1624,0.7416,2021-12-18 14:01:21,2
"524",2.7502,-8.3248,1.4832,2021-12-18 14:01:22,2
"525",4.1253,-12.4872,2.2248,2021-12-18 14:01:23,2
"526",4.1253,-12.4872,2.2248,2021-12-18 14:01:24,2
"527",2.7502,-8.3248,1.4832,2021-12-18 14:01:25,2
"528",1.3751,-4.1624,0.7416,2021-12-18 14:01:26,2
"529",4.1253,-12.4872,2.2248,2021-12-18 14:01:27,2
"530",2.7502,-8.3248,1.4832,2021-12-18 14:01:28,2
"531",2.7502,-8.3248,1.4832,2021-12-18 14:01:29,2
"532",4.1253,-12.4872,2.2248,2021-12-18 14:01:30,2
"533",2.7502,-8.3248,1.4832,2021-12-18 14:01:31,2
"534",2.7502,-8.3248,1.4832,2021-12-18 14:01:32,2
"535",2.7502,-8.3248,1.4832,2021-12-18 14:01:33,2
"536",4.1253,-12.4872,2.2248,2021-12-18 14:01:34,2
"537",2.7502,-8.3248,1.4832,2021-12-18 14:01:35,2
"538",1.3751,-4.1624,0.7416,2021-12-18 14:01:36,2
"539",4.1253,-12.4872,2.2248,2021-12-18 14:01:37,2
"540",2.7502,-8.3248,1.4832,2021-12-18 14:01:38,2
"541",2.7502,-8.3248,1.4832,2021-12-18 14:01:39,2
"542",4.1253,-12.4872,2.2248,2021-12-18 14:01:40,2
"543",4.1253,-12.4872,2.2248,2021-12-18 14:01:41,2
"544",2.7502,-8.3248,1.4832,2021-12-18 14:01:42,2
"545",2.7502,-8.3248,1.4832,2021-12-18 14:01:43,2
"546",4.1253,-12.4872,2.2248,2021-12-18 14:01:44,2
"547",2.7502,-8.3248,1.4832,2021-12-18 14:01:45,2
"548",2.7502,-8.3248,1.4832,2021-12-18 14:01:46,2
"549",2.7502,-8.3248,1.4832,2021-12-18 14:01:47,2
"550",2.7502,-8.3248,1.4832,2021-12-18 14:01:48,2
"551",2.7502,-8.3248,1.4832,2021-12-18 14:01:49,2
"552",2.7502,-8.3248,1.4832,2021-12-18 14:01:50,2
"553",2.7502,-8.3248,1.4832,2021-12-18 14:01:51,2
"554",2.7502,-8.3248,1.4832,2021-12-18 14:01:52,2
"555",2.7502,-8.3248,1.4832,2021-12-18 14:01:53,2
"556",2.7502,-8.3248,1.4832,2021-12-18 14:01:54,2
"557",4.1253,-12.4872,2.2248,2021-12-18 14:01:55,2
"558",1.3751,-4.1624,0.7416,2021-12-18 14:01:56,2
"559",5.5004,-16.6496,2.9664,2021-12-18 14:01:57,2
"560",2.7502,-8.3248,1.4832,2021-12-18 14:01:58,2
"561",2.7502,-8.3248,1.4832,2021-12-18 14:01:59,2
"562",2.7502,-8.3248,1.4832,2021-12-18 14:02:00,2
"563",2.7502,-8.3248,1.4832,2021-12-18 14:02:01,2
"564",2.7502,-8.3248,1.4832,2021-12-18 14:02:02,2
"565",2.7502,-8.3248,1.4832,2021-12-18 14:02:03,2
"566",4.1253,-12.4872,2.2248,2021-12-18 14:02:04,2
"567",2.7502,-8.3248,1.4832,2021-12-18 14:02:05,2
"568",2.7502,-8.3248,1.4832,2021-12-18 14:02:06,2
"569",2.7502,-8.3248,1.4832,2021-12-18 14:02:07,2
"570",2.7502,-8.3248,1.4832,2021-12-18 14:02:08,2
"571",2.7502,-8.3248,1.4832,2021-12-18 14:02:09,2
"572",2.7502,-8.3248,1.4832,2021-12-18 14:02:10,2
"573",2.7502,-8.3248,1.4832,2021-12-18 14:02:11,2
"574",2.7502,-8.3248,1.4832,2021-12-18 14:02:12,2
"575",2.7502,-8.3248,1.4832,2021-12-18 14:02:13,2
"576",4.1253,-12.4872,2.2248,2021-12-18 14:02:14,2
"577",2.7502,-8.3248,1.4832,2021-12-18 14:02:15,2
"578",2.7502,-8.3248,1.4832,2021-12-18 14:02:16,2
"579",2.7502,-8.3248,1.4832,2021-12-18 14:02:17,2
"580",2.7502,-8.3248,1.4832,2021-12-18 14:02:18,2
"581",2.7502,-8.3248,1.4832,2021-12-18 14:02:19,2
"582",4.1253,-12.4872,2.2248,2021-12-18 14:02:20,2
"583",2.7502,-8.3248,1.4832,2021-12-18 14:02:21,2
"584",2.7502,-8.3248,1.4832,2021-12-18 14:02:22,2
"585",2.7502,-8.3248,1.4832,2021-12-18 14:02:23,2
"586",2.7502,-8.3248,1.4832,2021-12-18 14:02:24,2
"587",2.7502,-8.3248,1.4832,2021-12-18 14:02:25,2
"588",4.1253,-12.4872,2.2248,2021-12-18 14:02:26,2
"589",2.7502,-8.3248,1.4832,2021-12-18 14:02:27,2
"590",2.7502,-8.3248,1.4832,2021-12-18 14:02:28,2
"591",4.1253,-12.4872,2.2248,2021-12-18 14:02:29,2
"592",2.7502,-8.3248,1.4832,2021-12-18 14:02:30,2
"593",2.7502,-8.3248,1.4832,2021-12-18 14:02:31,2
"594",2.7502,-8.3248,1.4832,2021-12-18 14:02:32,2
"595",1.3751,-4.1624,0.7416,2021-12-18 14:02:33,2
"596",4.1253,-12.4872,2.2248,2021-12-18 14:02:34,2
"597",2.7502,-8.3248,1.4832,2021-12-18 14:02:35,2
"598",2.7502,-8.3248,1.4832,2021-12-18 14:02:36,2
"599",2.7502,-8.3248,1.4832,2021-12-18 14:02:37,2
"600",4.1253,-12.4872,2.2248,2021-12-18 14:02:38,2
"601",2.7502,-8.3248,1.4832,2021-12-18 14:02:39,2
"602",2.7502,-8.3248,1.4832,2021-12-18 14:02:40,2
"603",4.1253,-12.4872,2.2248,2021-12-18 14:02:41,2
"604",2.7502,-8.3248,1.4832,2021-12-18 14:02:42,2
"605",2.7502,-8.3248,1.4832,2021-12-18 14:02:43,2
"606",2.7502,-8.3248,1.4832,2021-12-18 14:02:44,2
"607",2.7502,-8.3248,1.4832,2021-12-18 14:02:45,2
"608",2.7502,-8.3248,1.4832,2021-12-18 14:02:46,2
"609",2.7502,-8.3248,1.4832,2021-12-18 14:02:47,2
"610",2.7502,-8.3248,1.4832,2021-12-18 14:02:48,2
"611",2.7502,-8.3248,1.4832,2021-12-18 14:02:49,2
"612",2.7502,-8.3248,1.4832,2021-12-18 14:02:50,2
"613",2.7502,-8.3248,1.4832,2021-12-18 14:02:51,2
"614",2.7502,-8.3248,1.4832,2021-12-18 14:02:52,2
"615",2.7502,-8.3248,1.4832,2021-12-18 14:02:53,2
"616",2.7502,-8.3248,1.4832,2021-12-18 14:02:54,2
"617",2.7502,-8.3248,1.4832,2021-12-18 14:02:55,2
"618",2.7502,-8.3248,1.4832,2021-12-18 14:02:56,2
"619",4.1253,-12.4872,2.2248,2021-12-18 14:02:57,2
"620",2.7502,-8.3248,1.4832,2021-12-18 14:02:58,2
"621",2.7502,-8.3248,1.4832,2021-12-18 14:02:59,2
"622",2.7502,-8.3248,1.4832,2021-12-18 14:03:00,2
"623",2.7502,-8.3248,1.4832,2021-12-18 14:03:01,2
"624",2.7502,-8.3248,1.4832,2021-12-18 14:03:02,2
"625",2.7502,-8.3248,1.4832,2021-12-18 14:03:03,2
"626",2.7502,-8.3248,1.4832,2021-12-18 14:03:04,2
"627",2.7502,-8.3248,1.4832,2021-12-18 14:03:05,2
"628",2.7502,-8.3248,1.4832,2021-12-18 14:03:06,2
"629",2.7502,-8.3248,1.4832,2021-12-18 14:03:07,2
"630",2.7502,-8.3248,1.4832,2021-12-18 14:03:08,2
"631",2.7502,-8.3248,1.4832,2021-12-18 14:03:09,2
"632",2.7502,-8.3248,1.4832,2021-12-18 14:03:10,2
"633",2.7502,-8.3248,1.4832,2021-12-18 14:03:11,2
"634",2.7502,-8.3248,1.4832,2021-12-18 14:03:12,2
"635",2.7502,-8.3248,1.4832,2021-12-18 14:03:13,2
"636",2.7502,-8.3248,1.4832,2021-12-18 14:03:14,2
"637",2.7502,-8.3248,1.4832,2021-12-18 14:03:15,2
"638",2.7502,-8.3248,1.4832,2021-12-18 14:03:16,2
"639",2.7502,-8.3248,1.4832,2021-12-18 14:03:17,2
"640",2.7502,-8.3248,1.4832,2021-12-18 14:03:18,2
"641",2.7502,-8.3248,1.4832,2021-12-18 14:03:19,2
"642",2.7502,-8.3248,1.4832,2021-12-18 14:03:20,2
"643",2.7502,-8.3248,1.4832,2021-12-18 14:03:21,2
"644",2.7502,-8.3248,1.4832,2021-12-18 14:03:22,2
"645",2.7502,-8.3248,1.4832,2021-12-18 14:03:23,2
"646",2.7502,-8.3248,1.4832,2021-12-18 14:03:24,2
"647",2.7502,-8.3248,1.4832,2021-12-18 14:03:25,2
"648",2.7502,-8.3248,1.4832,2021-12-18 14:03:26,2
"649",2.7502,-8.3248,1.4832,2021-12-18 14:03:27,2
"650",2.7502,-8.3248,1.4832,2021-12-18 14:03:28,2
"651",2.7502,-8.3248,1.4832,2021-12-18 14:03:29,2
"652",2.7502,-8.3248,1.4832,2021-12-18 14:03:30,2
"653",2.7502,-8.3248,1.4832,2021-12-18 14:03:31,2
"654",2.7502,-8.3248,1.4832,2021-12-18 14:03:32,2
"655",2.7502,-8.3248,1.4832,2021-12-18 14:03:33,2
"656",2.7502,-8.3248,1.4832,2021-12-18 14:03:34,2
"657",2.7502,-8.3248,1.4832,2021-12-18 14:03:35,2
"658",2.7502,-8.3248,1.4832,2021-12-18 14:03:36,2
"659",2.7502,-8.3248,1.4832,2021-12-18 14:03:37,2
"660",2.7502,-8.3248,1.4832,2021-12-18 14:03:38,2
"661",2.7502,-8.3248,1.4832,2021-12-18 14:03:39,2
"662",2.7502,-8.3248,1.4832,2021-12-18 14:03:40,2
"663",2.7502,-8.3248,1.4832,2021-12-18 14:03:41,2
"664",2.7502,-8.3248,1.4832,2021-12-18 14:03:42,2
"665",2.7502,-8.3248,1.4832,2021-12-18 14:03:43,2
"666",2.7502,-8.3248,1.4832,2021-12-18 14:03:44,2
"667",2.7502,-8.3248,1.4832,2021-12-18 14:03:45,2
"668",2.7502,-8.3248,1.4832,2021-12-18 14:03:46,2
"669",2.7502,-8.3248,1.4832,2021-12-18 14:03:47,2
"670",2.7502,-8.3248,1.4832,2021-12-18 14:03:48,2
"671",2.7502,-8.3248,1.4832,2021-12-18 14:03:49,2
"672",2.7502,-8.3248,1.4832,2021-12-18 14:03:50,2
"673",2.7502,-8.3248,1.4832,2021-12-18 14:03:51,2
"674",2.7502,-8.3248,1.4832,2021-12-18 14:03:52,2
"675",2.7502,-8.3248,1.4832,2021-12-18 14:03:53,2
"676",2.7502,-8.3248,1.4832,2021-12-18 14:03:54,2
"677",2.7502,-8.3248,1.4832,2021-12-18 14:03:55,2
"678",2.7502,-8.3248,1.4832,2021-12-18 14:03:56,2
"679",2.7502,-8.3248,1.4832,2021-12-18 14:03:57,2
"680",2.7502,-8.3248,1.4832,2021-12-18 14:03:58,2
"681",2.7502,-8.3248,1.4832,2021-12-18 14:03:59,2
"682",2.7502,-8.3248,1.4832,2021-12-18 14:04:00,2
"683",2.7502,-8.3248,1.4832,2021-12-18 14:04:01,2
"684",2.7502,-8.3248,1.4832,2021-12-18 14:04:02,2
"685",6.8755,-20.812,3.708,2021-12-18 14:04:03,2
"686",2.7502,-8.3248,1.4832,2021-12-18 14:04:04,2
"687",2.7502,-8.3248,1.4832,2021-12-18 14:04:05,2
"688",2.7502,-8.3248,1.4832,2021-12-18 14:04:06,2
"689",2.7502,-8.3248,1.4832,2021-12-18 14:04:07,2
"690",4.1253,-12.4872,2.2248,2021-12-18 14:04:08,2
"691",2.7502,-8.3248,1.4832,2021-12-18 14:04:09,2
"692",4.1253,-12.4872,2.2248,2021-12-18 14:04:10,2
"693",5.5004,-16.6496,2.9664,2021-12-18 14:04:11,2
"694",2.7502,-8.3248,1.4832,2021-12-18 14:04:12,2
"695",2.7502,-8.3248,1.4832,2021-12-18 14:04:13,2
"696",2.7502,-8.3248,1.4832,2021-12-18 14:04:14,2
"697",2.7502,-8.3248,1.4832,2021-12-18 14:04:15,2
"698",2.7502,-8.3248,1.4832,2021-12-18 14:04:16,2
"699",2.7502,-8.3248,1.4832,2021-12-18 14:04:17,2
"700",4.1253,-12.4872,2.2248,2021-12-18 14:04:18,2
"701",4.1253,-12.4872,2.2248,2021-12-18 14:04:19,2
"702",2.7502,-8.3248,1.4832,2021-12-18 14:04:20,2
"703",2.7502,-8.3248,1.4832,2021-12-18 14:04:21,2
"704",2.7502,-8.3248,1.4832,2021-12-18 14:04:22,2
"705",2.7502,-8.3248,1.4832,2021-12-18 14:04:23,2
"706",2.7502,-8.3248,1.4832,2021-12-18 14:04:24,2
"707",2.7502,-8.3248,1.4832,2021-12-18 14:04:25,2
"708",4.1253,-12.4872,2.2248,2021-12-18 14:04:26,2
"709",2.7502,-8.3248,1.4832,2021-12-18 14:04:27,2
"710",2.7502,-8.3248,1.4832,2021-12-18 14:04:28,2
"711",4.1253,-12.4872,2.2248,2021-12-18 14:04:29,2
"712",2.7502,-8.3248,1.4832,2021-12-18 14:04:30,2
"713",2.7502,-8.3248,1.4832,2021-12-18 14:04:31,2
"714",2.7502,-8.3248,1.4832,2021-12-18 14:04:32,2
"715",2.7502,-8.3248,1.4832,2021-12-18 14:04:33,2
"716",5.5004,-16.6496,2.9664,2021-12-18 14:04:34,2
"717",2.7502,-8.3248,1.4832,2021-12-18 14:04:35,2
"718",2.7502,-8.3248,1.4832,2021-12-18 14:04:36,2
"719",2.7502,-8.3248,1.4832,2021-12-18 14:04:37,2
"720",6.8755,-20.812,3.708,2021-12-18 14:04:38,2
"721",2.7502,-8.3248,1.4832,2021-12-18 14:04:39,2
"722",2.7502,-8.3248,1.4832,2021-12-18 14:04:40,2
"723",0.4211,-3.7493,0.4104,2021-12-18 14:04:41,2
"724",-0.5761,-1.2143,3.7561,2021-12-18 14:04:42,2
"725",0.73,2.0715,6.0883,2021-12-18 14:04:43,2
"726",-5.2797,-3.2812,-1.68,2021-12-18 14:04:44,2
"727",1.7724,-1.2828,1.0342,2021-12-18 14:04:45,2
"728",-1.649,-0.9193,-1.795,2021-12-18 14:04:46,2
"729",-5.4316,1.2116,-7.0354,2021-12-18 14:04:47,2
"730",-0.6071,0.4322,1.8642,2021-12-18 14:04:48,2
"731",-0.5872,1.9039,7.133,2021-12-18 14:04:49,2
"732",-1.308,-0.081,5.5324,2021-12-18 14:04:50,2
"733",-0.0571,1.0487,2.6875,2021-12-18 14:04:51,2
"734",-0.8605,3.1193,-4.9881,2021-12-18 14:04:52,2
"735",0.0574,-0.6959,-0.0647000000000002,2021-12-18 14:04:53,2
"736",3.4682,-0.3935,-7.0435,2021-12-18 14:04:54,2
"737",2.3528,-4.3166,-2.1403,2021-12-18 14:04:55,2
"738",4.2637,4.455,-11.5718,2021-12-18 14:04:56,2
"739",0.7855,-2.1846,-0.729,2021-12-18 14:04:57,2
"740",-0.4429,1.2579,5.1899,2021-12-18 14:04:58,2
"741",0.3731,1.3579,5.7752,2021-12-18 14:04:59,2
"742",-0.8569,1.6254,7.4909,2021-12-18 14:05:00,2
"743",0.576,0.3464,2.6224,2021-12-18 14:05:01,2
"744",1.5942,2.2023,4.6996,2021-12-18 14:05:02,2
"745",0.4734,0.188,-0.6809,2021-12-18 14:05:03,2
"746",3.2783,6.043,-12.2938,2021-12-18 14:05:04,2
"747",1.0414,-1.0656,3.1368,2021-12-18 14:05:05,2
"748",1.3093,0.2951,-2.5058,2021-12-18 14:05:06,2
"749",-0.4217,-0.5027,-0.1627,2021-12-18 14:05:07,2
"750",0.1696,-0.0499,-0.6075,2021-12-18 14:05:08,2
"751",0.2132,0.3461,-0.6095,2021-12-18 14:05:09,2
"752",-0.1475,-0.096,-0.0637,2021-12-18 14:05:10,2
"753",-1.5035,-0.5996,0.1681,2021-12-18 14:05:11,2
"754",1.759,-0.6723,3.7499,2021-12-18 14:05:12,2
"755",3.0206,-3.0872,8.9772,2021-12-18 14:05:13,2
"756",1.7624,2.081,-5.7497,2021-12-18 14:05:14,2
"757",-1.442,0.2052,2.035,2021-12-18 14:05:15,2
"758",-0.0523,2.0926,5.3976,2021-12-18 14:05:16,2
"759",1.0564,2.2023,-3.294,2021-12-18 14:05:17,2
"760",-0.9423,-0.5245,6.5933,2021-12-18 14:05:18,2
"761",-0.0633999999999999,3.1694,-3.8151,2021-12-18 14:05:19,2
"762",10.7264,-2.0807,9.2067,2021-12-18 14:05:20,2
"763",6.8989,1.7099,-24.7508,2021-12-18 14:05:21,2
"764",0.0744,-1.5901,2.5503,2021-12-18 14:05:22,2
"765",-0.1407,0.0913,0.1782,2021-12-18 14:05:23,2
"766",0.0914,1.966,1.7301,2021-12-18 14:05:24,2
"767",-5.9977,-0.7279,-1.8453,2021-12-18 14:05:25,2
"768",0.3071,-0.4306,-0.3081,2021-12-18 14:05:26,2
"769",-1.7272,2.2952,-1.6562,2021-12-18 14:05:27,2
"770",1.2285,-4.0455,1.2859,2021-12-18 14:05:28,2
"771",-13.0744,-8.0254,-2.2569,2021-12-18 14:05:29,2
"772",-3.1173,-0.0687000000000006,-6.9008,2021-12-18 14:05:30,2
"773",2.8805,-1.7176,-0.0937999999999999,2021-12-18 14:05:31,2
"774",0.102,-3.5065,2.3777,2021-12-18 14:05:32,2
"775",-2.82,-1.8621,-1.5638,2021-12-18 14:05:33,2
"776",-1.9268,0.595,-4.4361,2021-12-18 14:05:34,2
"777",0.0106999999999999,-4.2544,-3.2958,2021-12-18 14:05:35,2
"778",1.1076,-2.0315,1.4628,2021-12-18 14:05:36,2
"779",1.5887,-3.4692,-1.0259,2021-12-18 14:05:37,2
"780",-0.383,-0.6366,0.6776,2021-12-18 14:05:38,2
"781",-0.3412,1.4179,2.6003,2021-12-18 14:05:39,2
"782",0.6494,3.1242,7.8625,2021-12-18 14:05:40,2
"783",0.567,3.1582,6.0609,2021-12-18 14:05:41,2
"784",0.3552,2.0185,-2.0298,2021-12-18 14:05:42,2
"785",0.5641,2.3686,-4.0397,2021-12-18 14:05:43,2
"786",3.0541,1.0881,-5.0639,2021-12-18 14:05:44,2
"787",1.7339,-6.475,-5.5652,2021-12-18 14:05:45,2
"788",-2.2755,-2.0895,-8.588,2021-12-18 14:05:46,2
"789",-1.6878,3.6543,11.4366,2021-12-18 14:05:47,2
"790",5.2172,-7.237,1.1476,2021-12-18 14:05:48,2
"791",80.0486,-19.2103,-72.1859,2021-12-18 14:05:49,2
"792",-3.3813,-4.2834,5.5358,2021-12-18 14:05:50,2
"793",3.6125,-41.8709,0.384300000000002,2021-12-18 14:05:51,2
"794",-1.9252,0.1333,2.3503,2021-12-18 14:05:52,2
"795",-15.9433,-41.4939,4.7746,2021-12-18 14:05:53,2
"796",-3.9746,-4.565,4.0914,2021-12-18 14:05:54,2
"797",25.9721,3.836,-20.7361,2021-12-18 14:05:55,2
"798",9.9069,-41.6966,5.4464,2021-12-18 14:05:56,2
"799",0.2309,-5.1376,-1.2598,2021-12-18 14:05:57,2
"800",1.8163,-1.1967,-1.3305,2021-12-18 14:05:58,2
"801",0.3041,-3.5832,-3.5631,2021-12-18 14:05:59,2
"802",1.3478,2.3664,1.0125,2021-12-18 14:06:00,2
"803",0.4632,-0.6166,-1.4635,2021-12-18 14:06:01,2
"804",-0.7304,22.6286,6.7421,2021-12-18 14:06:02,2
"805",-1.5552,5.8222,-9.8609,2021-12-18 14:06:03,2
"806",-0.6732,0.4802,6.1168,2021-12-18 14:06:04,2
"807",-2.0097,-4.2729,4.4968,2021-12-18 14:06:05,2
"808",14.7906,-18.8322,4.209,2021-12-18 14:06:06,2
"809",-0.3861,-1.0907,1.3851,2021-12-18 14:06:07,2
"810",0.748,5.0059,-7.6634,2021-12-18 14:06:08,2
"811",-2.3016,0.1083,1.164,2021-12-18 14:06:09,2
"812",0.00429999999999997,0.5137,5.7679,2021-12-18 14:06:10,2
"813",2.0321,-2.2897,0.0797999999999996,2021-12-18 14:06:11,2
"814",2.7501,-6.9588,-0.6245,2021-12-18 14:06:12,2
"815",0.8544,-2.2767,-7.0328,2021-12-18 14:06:13,2
"816",4.5416,5.4206,-2.3025,2021-12-18 14:06:14,2
"817",-0.276,-2.7755,3.4457,2021-12-18 14:06:15,2
