sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-4.4831;5.409;7.0391;5.3391;4.4245;6.9384;-1.5362;0.0839;-1.715;-9.51;-52.3;2.76;3899.0;36.66;-29.51;-15.06;229.46;-27.32;-40.39;5.0;;;;NaN;;;;0 / 0;32;2021-12-18 13:52:39:110
-3.834;5.388;7.2161;5.4013;3.8403;7.2305;-0.2806;0.1134;-0.3362;-2.87;-13.36;-2.35;5595.0;34.56;-27.6;-20.16;235.42;-24.33;-36.88;5.0;;;;NaN;;;;0 / 0;532;2021-12-18 13:52:39:610
-3.535;3.267;5.225;4.5059;4.8794;7.2209;-0.4913;0.868;2.7418;32.47;-11.41;-28.2;5187.0;33.66;-27.54;-23.29;237.1;-22.69;-36.61;5.0;;;;NaN;;;;0 / 0;1032;2021-12-18 13:52:40:110
-2.139;2.5421;8.8871;2.6193;2.2122;9.1889;-1.5725;-0.5727;-4.3726;48.88;-8.75;-78.84;3282.0;27.06;-15.41;-29.4;253.58;-13.04;-15.91;5.0;;;;NaN;;;;0 / 0;1532;2021-12-18 13:52:40:610
-0.564;4.77;8.8751;4.6352;0.5411;8.6239;-0.7311;-0.8678;-0.0833;26.01;-25.8;6.4;3097.0;19.01;-23.04;-29.64;233.43;-1.96;-25.68;5.0;;;;NaN;;;;0 / 0;2033;2021-12-18 13:52:41:111
-1.79;6.7931;9.9521;5.4684;1.4365;8.0158;0.5728;-4.0335;2.1991;54.6;-0.61;-22.13;3450.0;14.46;-29.76;-22.91;222.4;-7.86;-51.89;5.0;;;;NaN;;;;0 / 0;2533;2021-12-18 13:52:41:611
-0.3919;3.71;1.448;9.0932;0.9385;3.5434;0.4546;2.123;7.7757;25.79;-140.75;-59.61;4417.0;-2.16;-28.74;-27.66;222.46;-5.49;-68.71;5.0;;;;NaN;;;;0 / 0;3033;2021-12-18 13:52:42:111
9.945;-8.6359;-3.588;-5.43;-7.671;-2.8108;0.6945;5.7042;3.2556;18.21;-103.57;115.49;5495.0;-44.21;15.3;5.29;340.47;43.29;107.33;5.0;;;;NaN;;;;0 / 0;3533;2021-12-18 13:52:42:611
3.03;-6.374;-2.3021;-7.8721;-4.3383;-3.9265;2.7806;2.0048;1.179;167.1;-197.89;-59.04;3511.0;-42.6;8.21;17.4;301.2;26.25;116.51;5.0;;;;NaN;;;;0 / 0;4033;2021-12-18 13:52:43:111
8.435;-8.0351;-6.8171;-5.7652;-6.1675;-4.9943;-4.0267;-0.5239;4.8777;-71.97;17.97;-43.53;6778.0;-43.56;12.11;12.06;305.83;37.26;127.57;5.0;;;;NaN;;;;0 / 0;4533;2021-12-18 13:52:43:611
7.6661;-14.991;-1.2469;-8.7915;-4.3239;-0.4357;-1.176;6.2078;-2.1491;168.88;-149.49;-23.83;3348.0;-37.2;25.44;13.2;340.92;36.0;106.84;5.0;;;;NaN;;;;0 / 0;5033;2021-12-18 13:52:44:111
7.875;-12.169;-5.558;-7.7333;-4.9847;-3.3902;-5.2816;3.4205;3.6438;18.59;-56.62;-23.55;5305.0;-41.29;1.26;23.04;266.84;9.9;98.03;5.0;;;;NaN;;;;0 / 0;5533;2021-12-18 13:52:44:611
6.704;-6.3;-3.24;-6.3351;-6.7469;-3.2513;-3.1849;-2.5433;0.4768;-55.62;23.6;-65.13;7822.0;-39.71;23.34;13.74;320.13;43.46;117.17;5.0;;;;NaN;;;;0 / 0;6032;2021-12-18 13:52:45:110
6.704;-6.3;-3.24;-6.3351;-6.7469;-3.2513;-3.1849;-2.5433;0.4768;-55.62;23.6;-65.13;7822.0;-39.71;23.34;13.74;320.13;43.46;117.17;5.0;;;;NaN;;;;0 / 0;6033;2021-12-18 13:52:45:111
6.704;-6.3;-3.24;-6.3351;-6.7469;-3.2513;-3.1849;-2.5433;0.4768;-55.62;23.6;-65.13;7822.0;-39.71;23.34;13.74;320.13;43.46;117.17;5.0;;;;NaN;;;;0 / 0;6034;2021-12-18 13:52:45:112
6.704;-6.3;-3.24;-6.3351;-6.7469;-3.2513;-3.1849;-2.5433;0.4768;-55.62;23.6;-65.13;7822.0;-39.71;23.34;13.74;320.13;43.46;117.17;5.0;;;;NaN;;;;0 / 0;6065;2021-12-18 13:52:45:143
8.913;-9.3161;-4.5161;-6.3446;-6.1627;-4.2377;-1.6009;0.2199;1.2887;-40.12;45.02;0.43;8088.0;-41.34;25.99;9.66;320.83;38.93;123.74;5.0;;;;NaN;;;;0 / 0;6565;2021-12-18 13:52:45:643
2.513;-7.532;-2.4101;-9.0597;-2.8491;-2.4517;3.4252;0.24;-0.3784;79.59;-143.87;20.59;3451.0;-44.76;6.6;18.71;295.95;15.23;109.94;5.0;;;;NaN;;;;0 / 0;7065;2021-12-18 13:52:46:143
5.562;-7.4029;-1.424;-7.197;-6.0908;-2.7054;-1.2747;-1.0032;-0.1903;0.5;30.9;-38.83;7164.0;-41.59;25.44;8.21;322.05;37.4;114.28;5.0;;;;NaN;;;;0 / 0;7564;2021-12-18 13:52:46:642
4.076;-9.837;-1.946;-9.0788;-3.0789;-2.0638;1.3741;2.1401;-0.7696;96.02;-91.36;-0.74;3229.0;-46.01;19.14;10.39;327.6;18.3;102.81;5.0;;;;NaN;;;;0 / 0;8065;2021-12-18 13:52:47:143
6.321;-7.161;-4.3991;-6.4548;-6.2584;-3.9169;-2.6562;-1.241;1.7568;-6.59;-5.71;-57.43;7047.0;-44.29;22.74;12.71;317.78;39.66;121.25;5.0;;;;NaN;;;;0 / 0;8565;2021-12-18 13:52:47:643
4.7411;-8.475;-2.901;-8.2025;-4.5921;-2.7964;0.8262;0.9992;0.1175;9.08;24.64;-4.0;2976.0;-44.16;26.89;4.14;340.55;30.72;107.83;5.0;;;;NaN;;;;0 / 0;9064;2021-12-18 13:52:48:142
5.742;-8.0299;-3.173;-7.7859;-5.0901;-3.1029;-0.8734;-0.2649;0.6482;-6.7;1.25;-13.13;3745.0;-45.24;25.09;5.76;332.77;28.97;107.81;5.0;;;;NaN;;;;0 / 0;9565;2021-12-18 13:52:48:643
4.514;-8.181;-2.91;-8.2504;-4.4867;-2.8204;0.6395;0.2474;0.2293;4.91;-2.32;9.16;2818.0;-44.16;26.81;4.14;337.01;27.23;108.87;5.0;;;;NaN;;;;0 / 0;10069;2021-12-18 13:52:49:147
5.0141;-8.0921;-2.8309;-7.9918;-4.9512;-2.7868;-0.0535;0.0567;0.1661;3.32;-0.92;-5.87;2953.0;-44.76;27.11;4.61;337.01;31.13;108.25;5.0;;;;NaN;;;;0 / 0;10565;2021-12-18 13:52:49:643
4.9331;-8.068;-2.726;-8.0685;-4.9368;-2.5905;-0.0759;0.0024;0.0566;3.35;-1.89;-0.43;2914.0;-44.89;27.11;4.56;336.08;31.28;109.36;5.0;;;;NaN;;;;0 / 0;11065;2021-12-18 13:52:50:143
4.6841;-9.103;-0.38;-8.5808;-4.7118;-0.5842;0.1739;1.0805;-2.5311;-55.89;26.75;19.22;2657.0;-43.69;27.54;8.64;341.35;33.46;101.55;5.0;;;;NaN;;;;0 / 0;11565;2021-12-18 13:52:50:643
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12065;2021-12-18 13:52:51:143
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12066;2021-12-18 13:52:51:144
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12067;2021-12-18 13:52:51:145
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12068;2021-12-18 13:52:51:146
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12069;2021-12-18 13:52:51:147
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12069;2021-12-18 13:52:51:147
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12070;2021-12-18 13:52:51:148
4.5191;-8.27;-3.063;-8.1738;-4.1563;-3.4764;0.2458;0.1049;1.6023;36.7;-37.24;-1.11;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12070;2021-12-18 13:52:51:148
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12072;2021-12-18 13:52:51:150
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12073;2021-12-18 13:52:51:151
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12074;2021-12-18 13:52:51:152
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12074;2021-12-18 13:52:51:152
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2657.0;-43.56;27.0;8.51;344.75;27.33;93.88;5.0;;;;NaN;;;;0 / 0;12075;2021-12-18 13:52:51:153
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2657.0;-43.56;27.0;8.51;344.75;24.62;113.45;5.0;;;;NaN;;;;0 / 0;12076;2021-12-18 13:52:51:154
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2860.0;-43.31;27.71;6.71;329.98;24.62;113.45;5.0;;;;NaN;;;;0 / 0;12080;2021-12-18 13:52:51:158
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2860.0;-43.31;27.71;6.71;329.98;24.62;113.45;5.0;;;;NaN;;;;0 / 0;12081;2021-12-18 13:52:51:159
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2860.0;-43.31;27.71;6.71;329.98;24.62;113.45;5.0;;;;NaN;;;;0 / 0;12083;2021-12-18 13:52:51:161
4.164;-8.325;-3.614;-8.1786;-4.0845;-3.5482;0.453;0.0249;1.581;7.38;-17.77;4.14;2860.0;-43.31;27.71;6.71;329.98;24.62;113.45;5.0;;;;NaN;;;;0 / 0;12084;2021-12-18 13:52:51:162
-3.15;-1.06;15.7091;-0.6416;1.9249;9.596;3.9608;-8.8436;-18.2362;426.48;-80.66;150.14;2860.0;-5.76;10.31;-33.79;329.98;24.62;113.45;5.0;;;;NaN;;;;0 / 0;12206;2021-12-18 13:52:51:284
-2.6591;-3.197;10.73;-2.7916;1.6472;9.256;4.4972;-1.2796;1.0562;-44.06;63.7;-146.86;8931.0;13.31;-38.76;-25.09;185.32;-21.0;22.47;5.0;;;;NaN;;;;0 / 0;12706;2021-12-18 13:52:51:784
-4.6219;-0.476;12.8921;-0.3304;3.304;9.2273;2.5011;-1.7333;-3.0743;3.54;1.65;-1.61;8931.0;16.01;-2.21;-38.94;308.1;-19.69;2.05;0.0;;;;NaN;;;;0 / 0;13204;2021-12-18 13:52:52:282
-4.6219;-0.476;12.8921;-0.3304;3.304;9.2273;2.5011;-1.7333;-3.0743;3.54;1.65;-1.61;8931.0;16.01;-2.21;-38.94;308.1;-19.69;2.05;0.0;;;;NaN;;;;0 / 0;13205;2021-12-18 13:52:52:283
-4.6219;-0.476;12.8921;-0.3304;3.304;9.2273;2.5011;-1.7333;-3.0743;3.54;1.65;-1.61;8931.0;16.01;-2.21;-38.94;308.1;-19.69;2.05;0.0;;;;NaN;;;;0 / 0;13205;2021-12-18 13:52:52:283
-2.585;-3.846;6.515;-4.8076;2.9066;8.0397;-0.2637;-0.154;1.9367;57.47;12.4;-174.99;23533.0;15.24;-22.61;-38.59;143.82;-17.24;30.88;0.0;;;;NaN;;;;0 / 0;13684;2021-12-18 13:52:52:762
-3.37;-1.752;8.547;-1.5371;2.6767;9.3087;1.7943;-1.8108;1.5328;10.76;-22.47;-10.58;5999.0;18.71;-8.76;-41.64;212.51;2.32;3.25;0.0;;;;NaN;;;;0 / 0;14184;2021-12-18 13:52:53:262
-1.8949;-2.194;6.2921;-3.1077;2.6863;8.9064;-1.0766;-0.3476;2.4039;-46.95;4.59;45.01;22089.0;21.84;-10.8;-39.41;357.95;-23.75;22.58;0.0;;;;NaN;;;;0 / 0;14684;2021-12-18 13:52:53:762
-1.9601;-1.747;9.062;-2.5953;0.8332;9.4188;0.3722;-0.4426;-5.2043;10.71;-8.76;13.4;7168.0;20.64;-17.7;-38.04;215.28;-4.87;15.41;0.0;;;;NaN;;;;0 / 0;15446;2021-12-18 13:52:54:524
-0.485;-2.678;9.9881;-1.834;-0.8571;9.596;-2.7722;-0.4132;-1.2596;-41.13;36.32;60.57;24204.0;26.64;-4.86;-36.19;246.69;5.01;10.82;0.0;;;;NaN;;;;0 / 0;15683;2021-12-18 13:52:54:761
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16182;2021-12-18 13:52:55:260
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16183;2021-12-18 13:52:55:261
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16184;2021-12-18 13:52:55:262
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16185;2021-12-18 13:52:55:263
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16185;2021-12-18 13:52:55:263
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16185;2021-12-18 13:52:55:263
-8.473;-2.934;11.6471;-1.9537;5.6551;7.7716;3.813;-0.0335;0.554;0.95;0.22;-0.13;4449.0;24.19;-3.06;-37.31;324.68;-29.03;16.28;0.0;;;;NaN;;;;0 / 0;16186;2021-12-18 13:52:55:264
-10.397;-2.3381;16.841;-1.1444;5.114;8.2887;7.6714;-0.1445;-3.4179;-56.97;54.04;165.46;4449.0;20.16;12.54;-40.69;345.5;-35.21;14.11;0.0;;;;NaN;;;;0 / 0;16252;2021-12-18 13:52:55:330
-3.6709;-5.625;6.276;-5.9999;3.9169;6.699;0.529;1.3126;1.9725;-12.05;8.6;-73.54;7030.0;21.54;-31.91;-30.19;166.01;-23.54;41.85;0.0;;;;NaN;;;;0 / 0;16752;2021-12-18 13:52:55:830
-7.1059;-1.424;10.869;0.0239;6.2824;7.5322;4.2479;-2.1164;-3.9272;103.8;55.27;-72.06;4218.0;29.29;7.8;-34.91;318.19;-30.53;8.12;0.0;;;;NaN;;;;0 / 0;17253;2021-12-18 13:52:56:331
-2.376;-4.473;4.535;-6.4596;3.4237;6.5362;-1.6643;0.3774;4.1765;-30.75;-68.74;32.69;16473.0;31.26;-22.99;-26.64;217.71;-18.15;38.93;0.0;;;;NaN;;;;0 / 0;17752;2021-12-18 13:52:56:830
-4.461;-1.299;8.3291;-1.3312;4.5825;8.5665;0.869;-1.95;0.21;22.14;-9.48;52.31;4520.0;27.71;2.64;-35.51;321.04;-26.07;15.74;0.0;;;;NaN;;;;0 / 0;18255;2021-12-18 13:52:57:333
-7.2311;-7.934;11.9891;-2.5283;5.4684;7.7428;3.9296;4.7031;-4.2054;86.61;77.06;-172.07;7291.0;23.34;14.21;-35.64;349.79;-30.81;24.41;0.0;;;;NaN;;;;0 / 0;18854;2021-12-18 13:52:57:932
-7.2311;-7.934;11.9891;-2.5283;5.4684;7.7428;3.9296;4.7031;-4.2054;86.61;77.06;-172.07;7291.0;23.34;14.21;-35.64;349.79;-30.81;24.41;0.0;;;;NaN;;;;0 / 0;18855;2021-12-18 13:52:57:933
-7.2311;-7.934;11.9891;-2.5283;5.4684;7.7428;3.9296;4.7031;-4.2054;86.61;77.06;-172.07;7291.0;23.34;14.21;-35.64;349.79;-30.81;24.41;0.0;;;;NaN;;;;0 / 0;18855;2021-12-18 13:52:57:933
-7.2311;-7.934;11.9891;-2.5283;5.4684;7.7428;3.9296;4.7031;-4.2054;86.61;77.06;-172.07;7291.0;23.34;14.21;-35.64;349.79;-30.81;24.41;0.0;;;;NaN;;;;0 / 0;18856;2021-12-18 13:52:57:934
-7.2311;-7.934;11.9891;-2.5283;5.4684;7.7428;3.9296;4.7031;-4.2054;86.61;77.06;-172.07;7291.0;23.34;14.21;-35.64;349.79;-30.81;24.41;0.0;;;;NaN;;;;0 / 0;18857;2021-12-18 13:52:57:935
-7.2311;-7.934;11.9891;-2.5283;5.4684;7.7428;3.9296;4.7031;-4.2054;139.56;104.15;-259.41;7474.0;24.71;11.21;-35.81;338.84;-33.88;18.08;0.0;;;;NaN;;;;0 / 0;18858;2021-12-18 13:52:57:936
-7.2311;-7.934;11.9891;-2.2984;2.1261;9.2943;2.6461;4.6563;-3.9508;139.56;104.15;-259.41;7474.0;24.71;11.21;-35.81;338.84;-33.88;18.08;0.0;;;;NaN;;;;0 / 0;18859;2021-12-18 13:52:57:937
-7.2311;-7.934;11.9891;-2.2984;2.1261;9.2943;2.6461;4.6563;-3.9508;139.56;104.15;-259.41;7474.0;24.71;11.21;-35.81;338.84;-33.88;18.08;0.0;;;;NaN;;;;0 / 0;18862;2021-12-18 13:52:57:940
-7.2311;-7.934;11.9891;-2.2984;2.1261;9.2943;2.6461;4.6563;-3.9508;139.56;104.15;-259.41;7474.0;24.71;11.21;-35.81;338.84;-33.88;18.08;0.0;;;;NaN;;;;0 / 0;18863;2021-12-18 13:52:57:941
-4.756;-3.702;11.9321;-2.5474;2.4134;9.1602;2.5372;-0.1006;-3.1632;-37.11;-29.65;54.96;4295.0;24.71;-26.81;-31.14;210.15;-13.7;21.15;0.0;;;;NaN;;;;0 / 0;19292;2021-12-18 13:52:58:370
-2.273;-0.8779;21.044;-0.4022;1.0487;9.7444;1.5058;-1.9964;-9.5929;79.16;7.46;-175.19;5039.0;19.99;3.71;-42.06;295.11;-6.14;2.36;5.0;;;;NaN;;;;0 / 0;19792;2021-12-18 13:52:58:870
-2.0509;-2.1731;10.871;-1.8866;1.7765;9.4571;1.0091;1.6774;1.6006;-136.51;-35.52;202.87;18006.0;19.99;-0.49;-40.91;19.47;-23.11;33.9;5.0;;;;NaN;;;;0 / 0;20312;2021-12-18 13:52:59:390
-3.039;-0.5021;11.4551;-0.407;2.5091;9.4715;-0.5125;-2.172;0.9825;4.18;0.01;-3.72;18006.0;27.84;-5.81;-35.59;267.07;-7.04;4.71;5.0;;;;NaN;;;;0 / 0;20452;2021-12-18 13:52:59:530
-0.234;2.7401;9.114;2.8204;0.2394;9.3901;0.5805;-2.2583;0.6474;53.27;5.85;-14.8;3821.0;17.64;-16.99;-40.91;240.89;-3.39;-12.83;5.0;;;;NaN;;;;0 / 0;20953;2021-12-18 13:53:00:031
-1.23;4.787;8.526;4.7645;1.221;8.4851;0.7257;-1.1377;0.5784;14.65;47.26;24.12;4159.0;21.71;-27.49;-33.19;235.21;-7.15;-29.31;5.0;;;;NaN;;;;0 / 0;21453;2021-12-18 13:53:00:531
0.191;5.5841;8.66;4.4005;0.1341;8.7628;-0.9364;-0.1913;0.0349;29.52;-47.88;-22.69;4882.0;15.79;-33.66;-31.14;220.18;1.43;-29.24;5.0;;;;NaN;;;;0 / 0;21952;2021-12-18 13:53:01:030
-0.026;4.65;7.3481;6.019;0.565;7.7189;0.1077;0.0168;1.2861;32.05;-2.09;-40.38;5247.0;16.39;-33.3;-31.56;220.72;-3.22;-29.35;5.0;;;;NaN;;;;0 / 0;22452;2021-12-18 13:53:01:530
-1.943;2.8481;10.881;2.4469;1.6616;9.347;0.7613;0.9121;0.065;-31.15;-0.8;0.02;5221.0;23.94;-27.36;-30.54;234.02;-9.76;-14.67;5.0;;;;NaN;;;;0 / 0;22953;2021-12-18 13:53:02:031
-0.713;3.1811;6.233;4.4341;0.9912;8.6957;-0.8797;0.4058;2.7664;6.82;-9.62;-14.66;5385.0;23.94;-22.91;-33.06;240.68;-4.93;-36.51;5.0;;;;NaN;;;;0 / 0;23453;2021-12-18 13:53:02:531
0.708;0.536;8.7671;0.565;-0.5124;9.7779;-0.3212;3.1787;-2.2042;-78.87;3.78;60.26;4795.0;32.64;-18.49;-35.46;243.63;0.53;-6.76;5.0;;;;NaN;;;;0 / 0;23952;2021-12-18 13:53:03:030
-1.0841;2.453;6.702;3.3327;1.4605;9.1075;1.3518;-0.7062;2.5213;32.28;17.59;-18.71;4013.0;27.96;-18.06;-34.39;240.01;3.84;-14.95;5.0;;;;NaN;;;;0 / 0;24452;2021-12-18 13:53:03:530
-0.6821;4.1291;4.49;6.6032;1.0918;7.1682;-0.7546;-0.7038;4.5959;14.27;5.14;25.78;4359.0;23.34;-29.51;-30.96;232.32;8.22;-33.98;5.0;;;;NaN;;;;0 / 0;24953;2021-12-18 13:53:04:031
-1.144;3.6521;4.8131;5.8275;1.8052;7.6758;0.8605;1.4117;1.3475;22.53;-47.08;-37.1;4565.0;21.41;-28.86;-32.81;226.65;9.02;-30.15;5.0;;;;NaN;;;;0 / 0;25453;2021-12-18 13:53:04:531
-0.77;3.3221;6.57;5.4684;1.1396;8.0589;0.013;0.478;3.3214;-36.11;32.4;55.46;4357.0;20.46;-31.39;-31.44;225.09;-2.83;-21.57;5.0;;;;NaN;;;;0 / 0;25952;2021-12-18 13:53:05:030
-1.773;-0.8299;9.7871;-1.0774;-0.3879;9.7396;0.346;3.3188;-1.5273;-123.88;18.57;64.14;4584.0;24.66;-17.1;-37.09;240.8;-9.53;10.44;5.0;;;;NaN;;;;0 / 0;26453;2021-12-18 13:53:05:531
-0.8539;2.0321;8.157;2.5857;1.1827;9.3853;-0.8551;-0.6416;0.9069;-22.07;-10.81;55.01;3684.0;20.29;-27.71;-34.01;237.8;-15.52;-8.77;5.0;;;;NaN;;;;0 / 0;26952;2021-12-18 13:53:06:030
2.984;3.4391;8.748;3.7062;-3.2274;8.4898;-0.123;0.5733;-2.2455;-21.33;4.95;55.97;4348.0;14.46;-33.0;-32.64;216.06;5.29;-23.34;5.0;;;;NaN;;;;0 / 0;27452;2021-12-18 13:53:06:530
-0.483;5.445;8.471;5.296;0.4645;8.2408;-0.8548;0.1978;-7.4189;22.93;-2.6;-20.64;4709.0;14.29;-35.21;-29.81;215.45;2.27;-25.34;5.0;;;;NaN;;;;0 / 0;27953;2021-12-18 13:53:07:031
1.5821;4.5521;13.9661;3.2034;-1.3312;9.1746;-1.4864;-1.2659;-0.4919;9.28;-3.4;8.19;5196.0;12.24;-37.91;-28.09;216.08;0.48;-42.53;5.0;;;;NaN;;;;0 / 0;28453;2021-12-18 13:53:07:531
0.306;5.213;12.813;4.367;0.7949;8.7436;0.6991;0.6404;-4.4381;-53.15;42.41;25.19;4882.0;17.21;-24.41;-37.44;235.45;-4.65;-26.54;5.0;;;;NaN;;;;0 / 0;28953;2021-12-18 13:53:08:031
-1.22;4.421;10.5341;3.7685;1.0343;8.9926;-0.1398;-1.5724;-1.9243;22.9;-22.35;-43.93;4661.0;17.51;-29.29;-35.21;229.03;-6.06;-22.74;5.0;;;;NaN;;;;0 / 0;29452;2021-12-18 13:53:08:530
-2.589;5.933;9.012;4.1372;2.0351;8.6526;1.1248;-1.011;-0.6434;12.88;45.36;6.16;5207.0;23.76;-34.31;-28.56;227.64;-8.31;-36.47;5.0;;;;NaN;;;;0 / 0;29953;2021-12-18 13:53:09:031
-2.154;4.737;8.006;5.138;1.9154;8.1307;-0.6529;-0.8946;-0.1116;-1.09;2.82;2.98;5012.0;25.91;-35.46;-24.24;227.29;-19.51;-26.82;5.0;;;;NaN;;;;0 / 0;30453;2021-12-18 13:53:09:531
-3.25;4.6931;6.458;5.3391;3.6919;7.355;0.7935;0.466;2.4669;27.38;23.4;-12.61;5571.0;25.74;-36.11;-21.19;225.58;-22.11;-35.98;5.0;;;;NaN;;;;0 / 0;30952;2021-12-18 13:53:10:030
-1.18;4.461;6.824;5.1475;0.5602;8.327;-1.7817;0.6226;1.5623;8.38;-39.04;-10.79;5685.0;20.34;-37.99;-24.79;220.49;-11.83;-29.07;5.0;;;;NaN;;;;0 / 0;31453;2021-12-18 13:53:10:531
-0.2681;4.83;5.0861;6.3494;1.3647;7.3502;0.2547;0.2281;3.3619;18.82;-56.55;-30.8;5193.0;18.84;-38.1;-26.21;219.99;-3.39;-41.75;5.0;;;;NaN;;;;0 / 0;31952;2021-12-18 13:53:11:030
0.2411;4.071;6.632;5.0326;0.9816;8.3606;-1.1614;0.2987;2.27;-16.02;0.99;-1.46;5113.0;20.04;-34.91;-27.96;223.34;-5.74;-31.05;5.0;;;;NaN;;;;0 / 0;32453;2021-12-18 13:53:11:531
