sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.2941;-8.3389;0.213;-9.6869;1.5036;0.2394;-0.4842;-2.6878;2.2097;-0.74;16.17;12.01;17.0;-14.94;45.49;-1.86;1.59;-16.22;93.5;0.0;;;;NaN;;;;0 / 0;140143;2021-12-18 13:54:59:221
-1.2941;-8.3389;0.213;-9.6869;1.5036;0.2394;-0.4842;-2.6878;2.2097;-0.74;16.17;12.01;17.0;-14.94;45.49;-1.86;1.59;-16.22;93.5;0.0;;;;NaN;;;;0 / 0;140144;2021-12-18 13:54:59:222
-3.0709;-7.293;-0.141;-7.9727;1.2737;5.5689;4.5438;6.4237;-7.9554;13.35;-136.36;9.4;0.0;-11.04;38.7;6.96;0.87;-7.46;55.07;0.0;;;;NaN;;;;0 / 0;140582;2021-12-18 13:54:59:660
-4.117;-9.751;4.473;-9.5002;2.1356;1.1684;2.2547;6.577;-2.5799;2.95;89.63;-13.53;3.0;-12.24;38.04;-4.44;4.77;2.63;93.7;0.0;;;;NaN;;;;0 / 0;141082;2021-12-18 13:55:00:160
1.443;-3.549;1.752;-9.6534;1.1875;1.2689;-3.9589;-4.2053;-0.1967;-33.87;58.75;-87.51;10.0;-12.84;37.09;2.46;357.1;13.24;89.89;0.0;;;;NaN;;;;0 / 0;141747;2021-12-18 13:55:00:825
-0.5719;-13.7989;-0.71;-9.7875;0.3974;-0.5028;-0.0695;4.0475;1.5536;-28.2;29.06;-10.86;10.0;-13.91;29.7;0.9;357.91;-6.95;82.51;0.0;;;;NaN;;;;0 / 0;141885;2021-12-18 13:55:00:963
-4.739;-12.741;-1.1629;-9.1602;3.3998;-0.8332;0.8545;0.9045;-0.5237;-49.41;111.62;-34.27;3.0;-15.41;28.44;-1.2;357.37;-11.78;98.09;0.0;;;;NaN;;;;0 / 0;142385;2021-12-18 13:55:01:463
-0.0859;-7.0271;-1.7951;-8.6574;3.7158;-2.7102;0.1536;-3.6256;2.4699;22.82;-48.01;-3.44;0.0;-18.24;28.5;-2.16;350.21;-22.27;107.38;0.0;;;;NaN;;;;0 / 0;143121;2021-12-18 13:55:02:199
-0.0859;-7.0271;-1.7951;-8.6574;3.7158;-2.7102;0.1536;-3.6256;2.4699;22.82;-48.01;-3.44;0.0;-18.24;28.5;-2.16;350.21;-22.27;107.38;0.0;;;;NaN;;;;0 / 0;143122;2021-12-18 13:55:02:200
-0.0859;-7.0271;-1.7951;-8.6574;3.7158;-2.7102;0.1536;-3.6256;2.4699;22.82;-48.01;-3.44;0.0;-18.24;28.5;-2.16;350.21;-22.27;107.38;0.0;;;;NaN;;;;0 / 0;143123;2021-12-18 13:55:02:201
1.113;-6.2209;0.239;-9.6486;-1.7142;0.3591;-5.4722;-2.3738;5.6113;19.66;-27.27;-23.82;9.0;-19.14;40.5;-9.84;32.45;-22.78;46.57;0.0;;;;NaN;;;;0 / 0;143554;2021-12-18 13:55:02:632
-3.303;-8.9231;0.596;-9.1794;3.3902;0.6033;0.6993;-1.6881;6.1967;71.21;-209.65;11.66;0.0;-17.7;42.54;-9.0;21.41;-3.95;61.43;0.0;;;;NaN;;;;0 / 0;144055;2021-12-18 13:55:03:133
-0.038;-8.827;1.1051;-9.663;0.1389;1.6712;-2.0786;-1.1582;1.7998;-28.58;115.94;0.1;4.0;-18.19;41.64;-11.1;5.51;-0.22;110.37;0.0;;;;NaN;;;;0 / 0;144595;2021-12-18 13:55:03:673
-1.065;-10.374;5.486;-8.6383;0.8859;4.5633;-1.9456;1.3945;-6.6468;65.89;-233.5;52.59;0.0;-15.71;44.34;-3.19;2.77;-28.21;88.16;0.0;;;;NaN;;;;0 / 0;144934;2021-12-18 13:55:04:012
-2.3209;-16.949;1.136;-9.8066;0.1341;0.0096;-1.507;5.3151;-0.2356;-4.1;98.96;-46.17;6.0;-14.64;41.81;-12.3;14.82;1.54;92.91;0.0;;;;NaN;;;;0 / 0;145434;2021-12-18 13:55:04:512
-1.905;-3.8959;-0.56;-8.7484;4.2521;-1.2546;-0.2156;-5.6084;-0.625;-27.89;-21.65;22.63;3.0;-14.89;43.44;2.16;349.74;-10.58;117.38;0.0;;;;NaN;;;;0 / 0;145935;2021-12-18 13:55:05:013
-2.352;-8.6531;-1.692;-9.6247;1.719;-0.7614;-0.9387;-0.9575;1.896;47.6;-196.07;1.43;0.0;-15.79;43.91;-2.29;8.3;-4.79;74.46;0.0;;;;NaN;;;;0 / 0;146464;2021-12-18 13:55:05:542
-2.352;-8.6531;-1.692;-9.6247;1.719;-0.7614;-0.9387;-0.9575;1.896;47.6;-196.07;1.43;0.0;-15.79;43.91;-2.29;8.3;-4.79;74.46;0.0;;;;NaN;;;;0 / 0;146465;2021-12-18 13:55:05:543
-2.352;-8.6531;-1.692;-9.6247;1.719;-0.7614;-0.9387;-0.9575;1.896;47.6;-196.07;1.43;0.0;-15.79;43.91;-2.29;8.3;-4.79;74.46;0.0;;;;NaN;;;;0 / 0;146466;2021-12-18 13:55:05:544
-2.352;-8.6531;-1.692;-9.6247;1.719;-0.7614;-0.9387;-0.9575;1.896;47.6;-196.07;1.43;0.0;-15.79;43.91;-2.29;8.3;-4.79;74.46;0.0;;;;NaN;;;;0 / 0;146466;2021-12-18 13:55:05:544
-1.333;-5.778;2.877;-9.5912;1.9489;0.6512;-0.1814;-1.9369;-0.1201;0.06;1.98;0.08;0.0;-16.01;43.2;-4.2;3.95;-10.1;94.52;0.0;;;;NaN;;;;0 / 0;146499;2021-12-18 13:55:05:577
2.036;-8.655;-8.7101;-9.0644;0.2107;-3.7445;-5.3488;-0.9053;5.9719;40.23;-98.43;97.43;0.0;-6.49;35.34;-13.14;15.63;-1.23;112.45;0.0;;;;NaN;;;;0 / 0;146999;2021-12-18 13:55:06:077
-1.6061;-10.8161;4.677;-9.6822;1.2354;0.9242;-2.1609;2.6819;-1.4143;23.44;-294.76;34.72;0.0;-13.09;35.29;6.9;359.11;-3.33;63.76;0.0;;;;NaN;;;;0 / 0;147498;2021-12-18 13:55:06:576
-7.41;-12.174;6.149;-7.6902;4.6831;3.8834;7.4238;4.7619;-4.7594;25.38;-26.54;53.46;0.0;-11.59;33.0;4.31;4.57;-28.53;63.21;0.0;;;;NaN;;;;0 / 0;147999;2021-12-18 13:55:07:077
2.946;-10.093;-7.7929;-7.5657;-2.2027;-5.8371;-3.1624;3.3759;14.7408;-58.1;104.73;39.82;3.0;-14.4;33.6;7.8;337.86;-9.73;117.47;0.0;;;;NaN;;;;0 / 0;148681;2021-12-18 13:55:07:759
-7.427;-10.199;5.5931;-6.8139;4.8985;5.0757;4.3187;-0.1732;-3.9785;57.06;-40.55;47.01;0.0;-20.1;38.51;-1.09;355.47;0.5;101.78;0.0;;;;NaN;;;;0 / 0;149000;2021-12-18 13:55:08:078
-5.198;-15.448;10.412;-7.513;5.7365;-2.6145;3.1118;7.6651;-7.9578;6.4;-34.7;13.55;0.0;-14.4;40.2;-0.54;348.34;-8.36;123.96;0.0;;;;NaN;;;;0 / 0;149497;2021-12-18 13:55:08:575
-1.005;-5.888;-0.423;-9.6438;0.9768;1.4892;-1.5751;1.092;-0.7969;52.64;-120.67;-1.46;0.0;-16.61;38.94;-6.54;14.33;-5.72;81.22;0.0;;;;NaN;;;;0 / 0;150037;2021-12-18 13:55:09:115
-1.005;-5.888;-0.423;-9.6438;0.9768;1.4892;-1.5751;1.092;-0.7969;52.64;-120.67;-1.46;0.0;-16.61;38.94;-6.54;14.33;-5.72;81.22;0.0;;;;NaN;;;;0 / 0;150039;2021-12-18 13:55:09:117
0.3851;-12.327;-1.503;-9.7923;0.3208;-0.4501;-2.6832;0.427;-0.2636;4.47;38.75;-49.39;0.0;-22.61;36.54;-0.06;14.59;-5.72;81.22;0.0;;;;NaN;;;;0 / 0;150171;2021-12-18 13:55:09:249
-1.098;-9.6289;-2.745;-9.6103;1.8196;0.7374;0.6519;-4.4881;4.7429;-80.54;97.21;-97.65;9.0;-20.04;39.41;8.4;349.42;-10.69;85.61;0.0;;;;NaN;;;;0 / 0;150671;2021-12-18 13:55:09:749
-0.9401;-5.711;-0.957;-9.6151;1.6089;-1.0391;-1.0218;-2.2779;0.0792;-18.62;-32.32;51.5;0.0;-19.5;42.49;3.36;7.76;-4.34;64.35;0.0;;;;NaN;;;;0 / 0;151420;2021-12-18 13:55:10:498
2.108;-4.0301;3.8921;-6.6032;-3.4476;6.3782;-4.9102;-5.2789;-2.5302;-5.47;32.92;3.66;5.0;-18.19;43.44;7.31;9.12;20.58;45.99;0.0;;;;NaN;;;;0 / 0;151670;2021-12-18 13:55:10:748
-1.201;-8.712;3.825;-8.9112;1.2258;3.9073;-0.8041;-0.4341;-0.6579;69.85;-132.1;45.97;0.0;-20.29;43.61;3.11;9.65;-19.06;52.56;0.0;;;;NaN;;;;0 / 0;152230;2021-12-18 13:55:11:308
3.2;-7.398;-4.227;-7.9775;-3.4381;-4.5538;-0.1931;-1.2307;0.2047;37.24;-56.91;65.37;3.0;-16.5;43.61;-4.44;8.16;-17.21;85.04;0.0;;;;NaN;;;;0 / 0;152670;2021-12-18 13:55:11:748
-1.881;-13.8709;2.666;-9.5481;1.2929;1.8292;-1.2752;3.807;-2.7115;57.61;-223.77;38.86;0.0;-9.41;43.99;0.24;356.35;-16.04;87.26;0.0;;;;NaN;;;;0 / 0;153173;2021-12-18 13:55:12:251
-7.7929;-10.7779;8.676;-7.173;5.0996;4.3287;6.1836;1.3226;-6.7221;31.95;-72.64;67.89;24.0;-5.04;40.44;-12.66;21.16;-31.33;58.89;0.0;;;;NaN;;;;0 / 0;153671;2021-12-18 13:55:12:749
-2.0291;-3.446;1.7951;-8.1307;1.1444;5.363;0.2454;-4.6158;-2.7636;-9.22;-56.54;9.26;0.0;-5.94;44.04;-8.29;13.57;-25.2;76.08;0.0;;;;NaN;;;;0 / 0;154171;2021-12-18 13:55:13:249
-2.64;-10.895;1.8881;-9.5577;2.1691;-0.3352;1.4222;2.6597;0.5725;1.47;108.09;-37.19;92.0;-6.19;36.49;-27.0;36.98;-4.73;93.93;0.0;;;;NaN;;;;0 / 0;154670;2021-12-18 13:55:13:748
-0.469;-6.357;-6.237;-8.3893;4.4053;2.5283;-1.4199;-3.2406;5.3877;-92.27;51.51;-0.13;63.0;-8.34;43.69;-15.66;21.93;-23.3;101.38;0.0;;;;NaN;;;;0 / 0;155171;2021-12-18 13:55:14:249
-0.205;-14.538;-1.9121;-9.7252;0.1389;-1.2737;-2.2521;4.3724;0.2088;7.04;-42.17;8.75;0.0;-10.39;40.31;-22.2;23.24;-26.69;73.23;0.0;;;;NaN;;;;0 / 0;155670;2021-12-18 13:55:14:748
-2.388;-13.2319;-5.1791;-9.007;1.6233;-3.5243;-1.5176;-4.4351;-0.145;-11.61;28.67;-36.82;12.0;-12.19;42.24;-18.36;23.0;-4.99;102.25;0.0;;;;NaN;;;;0 / 0;156170;2021-12-18 13:55:15:248
-1.0001;-13.165;1.2731;-9.7348;0.7374;0.9385;-2.8943;2.3025;-4.5944;63.18;-193.66;31.34;0.0;-13.91;41.7;-17.89;30.46;-24.0;68.85;0.0;;;;NaN;;;;0 / 0;156775;2021-12-18 13:55:15:853
-1.0001;-13.165;1.2731;-9.7348;0.7374;0.9385;-2.8943;2.3025;-4.5944;63.18;-193.66;31.34;0.0;-13.91;41.7;-17.89;30.46;-24.0;68.85;0.0;;;;NaN;;;;0 / 0;156776;2021-12-18 13:55:15:854
-1.3571;-5.335;-2.85;-8.442;2.1356;-4.5107;0.325;-2.9903;6.8691;53.44;-85.19;-9.0;0.0;-17.59;37.61;-21.96;39.08;-19.45;74.63;0.0;;;;NaN;;;;0 / 0;157216;2021-12-18 13:55:16:294
0.9041;-7.156;-3.264;-8.8681;-1.1157;-4.0366;4.8608;-1.6147;-3.1103;28.35;-51.33;65.43;9.0;-12.79;38.04;-23.76;36.36;-1.57;93.05;0.0;;;;NaN;;;;0 / 0;157716;2021-12-18 13:55:16:794
-2.676;-12.327;0.7181;-9.4475;2.466;-0.9289;-0.4447;0.8989;-7.2307;37.64;-130.68;22.25;0.0;-12.84;41.64;-18.24;25.13;-36.95;98.58;0.0;;;;NaN;;;;0 / 0;158217;2021-12-18 13:55:17:295
-1.419;-5.005;-1.598;-8.6;4.707;-0.1245;-1.271;-3.9228;2.2997;-9.42;16.05;1.84;0.0;-13.8;38.7;-21.6;34.28;-16.95;85.76;0.0;;;;NaN;;;;0 / 0;158717;2021-12-18 13:55:17:795
-5.546;-6.393;-1.0219;-7.355;6.3829;-1.1779;3.1325;-2.8675;-1.145;-27.23;81.74;-3.12;0.0;-8.51;42.19;-15.54;23.44;-17.83;88.77;0.0;;;;NaN;;;;0 / 0;158883;2021-12-18 13:55:17:961
0.11;-13.2461;-0.524;-9.7875;-0.5459;-0.3017;-1.9308;3.479;0.2844;8.34;111.37;-39.78;0.0;-0.49;34.39;-29.1;37.46;-9.53;97.62;0.0;;;;NaN;;;;0 / 0;159382;2021-12-18 13:55:18:460
2.3051;-8.8819;-3.348;-8.9399;-1.4605;3.7589;-4.2652;-2.5684;-1.9903;7.7;-81.66;95.09;7.0;2.7;38.1;-23.76;33.02;15.11;73.91;0.0;;;;NaN;;;;0 / 0;160018;2021-12-18 13:55:19:096
-0.686;-13.136;-0.4999;-9.7492;0.2442;1.0439;-0.278;0.6641;1.1052;17.77;-116.08;41.05;7.0;-2.21;39.24;-22.2;33.02;15.11;73.91;0.0;;;;NaN;;;;0 / 0;160155;2021-12-18 13:55:19:233
-3.894;-5.672;-1.062;-7.9966;5.4779;-1.4796;3.267;-2.9894;1.3328;-45.24;97.0;-70.44;11.0;-7.5;43.5;-12.24;18.52;-33.96;100.48;0.0;;;;NaN;;;;0 / 0;160655;2021-12-18 13:55:19:733
-1.017;-14.158;0.44;-9.7779;0.6943;0.3017;-0.6446;-0.4192;-5.1728;0.36;-243.36;73.12;0.0;-5.64;44.4;-9.0;12.09;-39.66;94.8;0.0;;;;NaN;;;;0 / 0;161406;2021-12-18 13:55:20:484
-1.017;-14.158;0.44;-9.7779;0.6943;0.3017;-0.6446;-0.4192;1.5917;4.41;-62.36;-16.43;0.0;-5.64;44.4;-9.0;12.09;-39.66;94.8;0.0;;;;NaN;;;;0 / 0;161406;2021-12-18 13:55:20:484
-1.227;-9.0349;2.094;-9.5529;1.0726;1.9489;-3.3637;5.0841;0.6385;33.0;-52.56;-53.34;3.0;-4.39;41.81;-18.96;16.82;-0.62;60.93;0.0;;;;NaN;;;;0 / 0;161743;2021-12-18 13:55:20:821
-2.5219;-7.173;0.926;-8.3989;4.5011;2.3128;4.4415;-0.0312;-3.7901;26.63;-55.94;63.51;21.0;-1.14;37.99;-23.94;37.16;-17.97;87.23;0.0;;;;NaN;;;;0 / 0;162246;2021-12-18 13:55:21:324
-2.4289;-5.706;-0.61;-8.9783;3.8259;-0.9433;0.7274;-4.469;0.9514;-11.98;121.27;-67.52;21.0;-2.94;41.51;-18.06;28.58;-27.32;74.6;0.0;;;;NaN;;;;0 / 0;162789;2021-12-18 13:55:21:867
-2.556;-12.329;1.1201;-9.5672;1.9776;0.8667;1.1697;2.6205;-1.3795;0.23;69.64;-26.57;27.0;-3.49;35.94;-28.56;37.05;-3.19;108.09;0.0;;;;NaN;;;;0 / 0;163024;2021-12-18 13:55:22:102
-0.976;-9.2651;-6.472;-8.011;0.838;-5.5976;0.6327;7.8038;10.8567;-72.68;-5.68;18.92;46.0;-6.11;44.64;-15.84;19.18;-14.39;102.28;0.0;;;;NaN;;;;0 / 0;163584;2021-12-18 13:55:22:662
0.483;-14.79;-1.3421;-9.7252;-0.0287;-1.2641;-1.7376;4.69;1.5095;18.92;37.67;-26.46;17.0;-5.94;38.7;-28.39;34.67;0.17;97.41;0.0;;;;NaN;;;;0 / 0;164026;2021-12-18 13:55:23:104
-4.356;-18.758;-4.801;-9.2703;2.15;-2.3703;-3.0167;-3.1661;0.573;-18.77;58.98;-40.93;93.0;-5.21;44.21;-18.6;33.17;-17.77;94.62;0.0;;;;NaN;;;;0 / 0;164524;2021-12-18 13:55:23:602
-1.867;-8.8751;0.0071;-9.7731;0.7997;-0.1963;-0.5101;-0.6424;0.3139;9.07;85.51;-15.35;0.0;-4.8;39.11;-25.8;33.71;-9.41;100.81;0.0;;;;NaN;;;;0 / 0;165024;2021-12-18 13:55:24:102
-1.1629;-5.964;0.698;-9.5529;-1.9441;1.0774;-4.8375;-1.213;8.45;-45.62;136.65;-70.3;157.0;-1.69;42.11;-22.8;19.77;9.87;131.5;0.0;;;;NaN;;;;0 / 0;165524;2021-12-18 13:55:24:602
-2.379;-6.302;-2.5249;-8.5952;3.237;-3.4429;-0.7828;-3.9249;1.5146;61.84;-57.25;-36.49;0.0;-4.39;40.8;-23.7;24.42;-1.51;66.94;0.0;;;;NaN;;;;0 / 0;166024;2021-12-18 13:55:25:102
-3.7841;-8.1709;2.096;-9.5672;1.3599;-1.6807;4.0497;-0.4797;-3.4346;31.43;-94.0;79.96;156.0;-3.0;40.5;-24.96;35.0;-30.52;65.88;0.0;;;;NaN;;;;0 / 0;166524;2021-12-18 13:55:25:602
-0.703;-11.168;0.77;-8.2504;0.5986;5.272;-1.8536;-0.2444;-6.9749;48.21;-246.6;24.08;0.0;-2.81;44.7;-17.29;19.38;-3.5;57.42;0.0;;;;NaN;;;;0 / 0;167023;2021-12-18 13:55:26:101
-3.4609;-9.72;1.9811;-9.5433;1.9441;1.1636;4.2592;-0.1945;-4.0279;13.13;70.07;-37.19;84.0;-2.7;37.5;-28.44;37.03;-11.43;83.05;0.0;;;;NaN;;;;0 / 0;167526;2021-12-18 13:55:26:604
-5.589;-12.2239;4.844;-9.3374;2.6432;1.4126;-0.9391;-3.1172;0.3844;-84.67;25.09;10.64;0.0;-3.71;44.89;-17.29;22.06;-15.64;81.4;0.0;;;;NaN;;;;0 / 0;168023;2021-12-18 13:55:27:101
-0.753;-16.463;0.5861;-9.4715;1.834;1.7621;-0.831;6.7749;-0.6244;8.26;96.08;-50.31;105.0;-1.99;36.49;-30.0;36.36;-15.63;99.25;0.0;;;;NaN;;;;0 / 0;168523;2021-12-18 13:55:27:601
-2.649;-19.529;-5.388;-9.0166;0.7039;-3.7972;0.9815;9.8585;5.0527;-49.56;-16.26;7.75;62.0;-3.79;45.54;-17.16;21.95;2.6;72.45;0.0;;;;NaN;;;;0 / 0;169024;2021-12-18 13:55:28:102
0.497;-13.076;-1.101;-9.7683;-0.3639;-0.814;-2.28;0.4299;1.2012;-0.66;54.04;-32.14;0.0;-10.31;40.8;-24.24;31.57;-15.87;100.06;0.0;;;;NaN;;;;0 / 0;169523;2021-12-18 13:55:28:601
-7.18;-10.419;3.695;-7.7476;5.3439;2.7485;3.3068;-0.2076;-2.0264;12.94;14.35;1.54;118.0;-8.21;41.04;-23.64;36.14;-33.03;70.47;0.0;;;;NaN;;;;0 / 0;170182;2021-12-18 13:55:29:260
-2.51;-6.278;-1.304;-9.1985;2.4038;2.4038;-1.2928;-2.5023;2.7031;-23.43;8.77;-29.16;118.0;-15.11;42.41;-17.94;34.46;-33.03;70.47;0.0;;;;NaN;;;;0 / 0;170318;2021-12-18 13:55:29:396
0.4571;-6.355;-2.843;-9.7396;0.4501;-1.0726;-1.2247;-2.2452;0.6742;32.92;-98.43;88.52;239.0;-11.51;42.24;-19.99;24.2;-2.63;96.28;0.0;;;;NaN;;;;0 / 0;170815;2021-12-18 13:55:29:893
-2.02;-8.322;-0.019;-8.9878;1.6568;3.5626;-1.9225;3.1102;-3.0973;62.41;-212.88;10.82;58.0;-11.81;42.54;-20.89;28.64;-3.75;76.76;0.0;;;;NaN;;;;0 / 0;171315;2021-12-18 13:55:30:393
-7.599;-10.553;6.297;-7.1635;5.1571;4.276;4.0115;-1.559;-1.6345;6.7;-15.52;57.05;109.0;-8.4;38.59;-26.59;40.16;-32.48;71.75;0.0;;;;NaN;;;;0 / 0;171815;2021-12-18 13:55:30:893
-2.8931;-4.6811;-1.5889;-8.0158;4.956;-2.7102;-0.6827;-3.3971;-4.6073;-19.58;-43.51;13.26;86.0;-8.89;44.94;-13.26;9.43;-3.02;124.28;0.0;;;;NaN;;;;0 / 0;172315;2021-12-18 13:55:31:393
-3.035;-12.0469;0.765;-9.2847;3.0837;0.6847;2.3028;4.8602;-0.3052;0.04;65.86;-15.93;35.0;-8.64;37.99;-26.89;36.2;-9.1;94.71;0.0;;;;NaN;;;;0 / 0;172818;2021-12-18 13:55:31:896
0.8351;-13.399;-9.1841;-8.5329;0.6704;-4.7836;-1.1336;0.1294;4.4233;-83.95;49.44;3.8;160.0;-8.81;43.44;-16.2;12.87;-3.92;119.28;0.0;;;;NaN;;;;0 / 0;173316;2021-12-18 13:55:32:394
0.009;-14.0411;-0.9589;-9.7636;0.6416;-0.6704;-2.258;1.4509;-1.2639;16.21;62.62;-33.87;84.0;-6.84;37.44;-25.99;29.49;-8.62;106.32;0.0;;;;NaN;;;;0 / 0;173815;2021-12-18 13:55:32:893
-2.9891;-6.429;-1.5461;-8.6957;4.0366;-2.083;-0.7633;-3.7788;-0.1033;-40.35;117.57;-68.93;134.0;-6.19;41.59;-19.44;25.25;-11.92;92.55;0.0;;;;NaN;;;;0 / 0;174315;2021-12-18 13:55:33:393
-1.608;-7.858;-1.139;-9.5146;1.9489;-1.3695;-0.8316;-4.1045;-1.1578;21.7;40.01;-6.74;0.0;-10.14;38.04;-24.24;32.84;-11.46;98.19;0.0;;;;NaN;;;;0 / 0;174816;2021-12-18 13:55:33:894
1.448;-6.8119;-0.6821;-7.762;-1.7478;-5.7365;-4.7462;-1.5972;7.0156;14.95;-72.12;60.39;48.0;-7.39;39.3;-22.99;18.92;10.26;126.47;0.0;;;;NaN;;;;0 / 0;175315;2021-12-18 13:55:34:393
-2.3;-6.189;-1.665;-8.8969;1.1205;3.9744;-1.7294;-1.508;-3.0321;44.11;-127.25;-11.05;0.0;-12.84;39.0;-25.14;36.11;-6.56;65.93;0.0;;;;NaN;;;;0 / 0;175815;2021-12-18 13:55:34:893
-2.609;-6.627;0.114;-9.4236;2.4517;-1.1588;1.8178;-2.7123;-1.5597;44.65;-86.05;81.21;33.0;-10.8;38.29;-26.29;39.33;-33.15;58.62;0.0;;;;NaN;;;;0 / 0;176315;2021-12-18 13:55:35:393
-1.213;-10.773;0.258;-9.7444;1.0965;0.2203;0.6468;2.2977;-2.0609;-77.74;9.57;15.01;0.0;-11.59;41.94;-19.8;29.47;-21.45;61.62;0.0;;;;NaN;;;;0 / 0;177129;2021-12-18 13:55:36:207
-1.213;-10.773;0.258;-9.7444;1.0965;0.2203;0.6468;2.2977;-2.0609;-77.74;9.57;15.01;0.0;-11.59;41.94;-19.8;29.47;-21.45;61.62;0.0;;;;NaN;;;;0 / 0;177130;2021-12-18 13:55:36:208
-6.4309;-13.615;8.495;-9.5481;1.6903;1.4557;-2.9108;0.3039;5.4663;-34.94;54.43;4.64;6.0;-9.71;40.09;-21.79;16.28;-5.18;128.31;0.0;;;;NaN;;;;0 / 0;177367;2021-12-18 13:55:36:445
1.182;-14.488;-1.584;-9.7205;-0.4405;-1.221;-2.4064;5.0057;1.6739;1.04;77.22;-29.97;6.0;-6.24;35.04;-28.8;38.37;2.57;97.16;0.0;;;;NaN;;;;0 / 0;177867;2021-12-18 13:55:36:945
-3.3169;-18.593;-10.05;-9.3518;2.1596;-2.0255;2.0319;6.4113;2.5614;-61.62;73.83;-30.85;73.0;-6.11;40.31;-21.24;27.65;-12.72;102.22;0.0;;;;NaN;;;;0 / 0;178366;2021-12-18 13:55:37:444
-3.269;-11.534;-0.481;-8.9112;4.0223;0.7805;1.1565;2.0152;1.6228;-12.15;41.95;7.77;0.0;-6.54;37.91;-26.1;39.01;-24.21;84.99;0.0;;;;NaN;;;;0 / 0;178867;2021-12-18 13:55:37:945
-3.9109;-7.085;-1.8761;-8.9112;4.0175;-0.8045;0.4116;-4.3116;0.9151;-30.58;114.19;-74.8;115.0;-6.84;42.54;-17.4;24.52;-24.18;95.16;0.0;;;;NaN;;;;0 / 0;179367;2021-12-18 13:55:38:445
-1.1411;-4.916;0.155;-9.2368;3.2226;0.7039;-1.5627;-4.5052;0.4802;41.26;-101.49;-26.75;0.0;-8.89;40.14;-22.44;27.45;-16.31;91.14;0.0;;;;NaN;;;;0 / 0;179866;2021-12-18 13:55:38:944
0.641;-5.914;2.8961;-9.6438;-1.7095;-0.5459;-1.1257;-2.1943;1.3467;-12.27;8.75;-8.6;208.0;-7.99;40.09;-21.9;31.01;-15.54;91.54;0.0;;;;NaN;;;;0 / 0;180367;2021-12-18 13:55:39:445
-3.0251;-6.6679;1.4621;-8.758;3.9744;1.9154;1.3633;-3.6785;0.6736;-12.91;-57.18;11.31;0.0;-8.7;44.51;-12.36;20.01;-22.99;66.56;0.0;;;;NaN;;;;0 / 0;180867;2021-12-18 13:55:39:945
-2.822;-8.3269;1.259;-9.1937;3.1173;1.3838;6.3094;2.0176;-5.6408;40.95;-97.33;85.49;59.0;-7.69;38.34;-25.2;39.97;-22.33;77.22;0.0;;;;NaN;;;;0 / 0;181367;2021-12-18 13:55:40:445
-1.5701;-6.02;3.578;-9.3039;0.6177;3.0358;2.4926;-1.8912;-0.9192;-4.76;-59.31;17.35;13.0;-8.34;43.99;-17.4;10.93;-8.06;123.09;0.0;;;;NaN;;;;0 / 0;181867;2021-12-18 13:55:40:945
-3.1211;-7.599;1.665;-9.5816;1.9632;-0.7422;1.222;3.1647;-0.7889;0.0;73.09;-33.48;34.0;-6.6;36.0;-30.96;42.28;-11.55;94.43;0.0;;;;NaN;;;;0 / 0;182367;2021-12-18 13:55:41:445
0.141;-4.5281;-4.634;-9.5864;2.0734;0.1676;0.9843;9.2251;11.2566;-82.19;23.6;6.96;59.0;-8.4;45.0;-17.76;14.39;-7.35;122.39;0.0;;;;NaN;;;;0 / 0;182867;2021-12-18 13:55:41:945
0.021;-14.3329;-1.1921;-9.7588;-0.6129;-0.7278;-1.4189;3.5139;1.8903;13.48;56.88;-31.25;31.0;-7.74;37.8;-28.44;37.89;-19.43;89.44;0.0;;;;NaN;;;;0 / 0;183367;2021-12-18 13:55:42:445
-3.7;-23.0449;-8.205;-9.5002;2.2075;-1.0104;1.9794;-1.8251;3.1348;-58.93;-32.1;31.65;41.0;-6.6;45.41;-16.39;23.89;-26.35;108.1;0.0;;;;NaN;;;;0 / 0;183868;2021-12-18 13:55:42:946
-1.062;-8.8579;-0.8209;-9.8066;0.1101;0.1101;-1.252;-0.6692;1.2656;-29.14;102.01;9.83;12.0;-5.21;39.19;-25.86;30.71;-14.01;111.03;0.0;;;;NaN;;;;0 / 0;184367;2021-12-18 13:55:43:445
-1.1771;-4.354;-0.708;-9.5577;1.9632;0.9816;-2.3335;-6.228;1.0892;36.78;-79.25;63.71;59.0;-4.69;41.89;-20.34;24.25;8.08;47.38;0.0;;;;NaN;;;;0 / 0;184870;2021-12-18 13:55:43:948
