ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.447,6.3401,7.599,-0.3994,6.3636,7.4509,0.0407,0.0305,-0.1357,0.0032,0.0483,0.0846,11.16,-21.36,8.81,208.23,-40.35,3.27,5.0,45.251644,14.577382,68.4,NaN,0.0,8.7,0.0,9 / 35,16,2021-12-16 10:56:50:212
-0.591,7.262,7.6571,-0.3271,6.5339,7.3056,0.2661,-0.689,-0.3818,0.1418,-0.0505,-0.0186,12.19,-21.19,10.14,209.53,-40.98,2.79,5.0,45.251644,14.577382,68.4,NaN,0.0,8.7,0.0,9 / 35,516,2021-12-16 10:56:50:712
-1.517,6.039,7.379,-0.9694,6.9054,6.8953,0.6118,0.6883,-0.6089,0.1284,-0.0488,-0.3046,14.76,-19.56,8.64,219.34,-44.15,6.41,5.0,45.251602,14.577307,68.4,NaN,0.0,7.1,0.0,14 / 35,1017,2021-12-16 10:56:51:213
-0.471,5.6291,7.743,-1.0191,5.6315,7.9635,-0.4294,-0.0561,0.286,-0.2562,-0.2619,0.0975,14.59,-21.71,5.4,218.77,-36.01,8.54,5.0,45.251602,14.577307,68.4,NaN,0.0,7.1,0.0,14 / 35,1517,2021-12-16 10:56:51:713
-0.9829,5.414,8.5421,-0.6638,5.4004,8.1587,0.3524,0.0651,-0.4265,0.2188,-0.0106,0.1364,12.9,-22.31,6.54,212.42,-33.09,5.94,5.0,45.251595,14.577298,68.5,NaN,0.0,6.3,0.0,16 / 35,2016,2021-12-16 10:56:52:212
-0.789,5.177,8.753,-0.6038,5.1411,8.3292,0.3095,0.0397,-0.2681,-0.0205,0.0054,-0.0252,13.69,-21.9,6.19,214.08,-32.31,4.05,5.0,45.251595,14.577298,68.5,NaN,0.0,6.3,0.0,16 / 35,2517,2021-12-16 10:56:52:713
-0.567,4.545,8.349,-0.5998,4.9108,8.4673,-0.0422,0.3815,0.1279,-0.0374,-0.0168,-0.0176,13.91,-22.56,5.76,212.74,-30.22,4.09,5.0,45.251568,14.577235,68.5,NaN,4.32,5.4,239.82,16 / 35,3016,2021-12-16 10:56:53:212
-0.6821,5.0411,8.3291,-0.7587,5.4566,8.113,-0.2467,0.2553,0.0344,0.3037,0.0791,0.0274,12.49,-22.09,7.01,209.95,-31.89,5.02,5.0,45.251568,14.577235,68.5,NaN,4.32,5.4,239.82,16 / 35,3516,2021-12-16 10:56:53:712
-0.7249,5.16,8.322,-0.696,5.2584,8.2484,-0.0502,-0.0393,0.5071,0.0469,0.0017,-0.0232,13.8,-21.9,6.3,214.29,-32.53,4.55,5.0,45.251564,14.577252,68.6,NaN,7.54,5.0,241.24,17 / 35,4016,2021-12-16 10:56:54:212
-0.804,5.2181,8.3771,-0.7197,5.3795,8.1678,-0.0591,-0.0692,-0.4534,0.124,-0.0341,-0.0817,14.4,-22.5,6.24,214.42,-32.64,4.9,5.0,45.251564,14.577252,68.6,NaN,7.54,5.0,241.24,17 / 35,4517,2021-12-16 10:56:54:713
-0.806,5.385,8.0801,-0.7582,5.3217,8.2022,-0.0254,0.2422,-0.4305,-0.0327,-0.1049,-0.078,12.96,-22.39,6.41,212.64,-32.86,5.28,5.0,45.25154,14.577222,68.6,NaN,9.79,4.7,234.74,17 / 35,5017,2021-12-16 10:56:55:213
-1.046,5.531,7.8,-0.8219,5.4937,8.0817,0.0616,0.0228,-0.7412,0.1081,-0.0463,-0.1298,13.26,-22.8,6.66,211.55,-34.07,5.81,5.0,45.25154,14.577222,68.6,NaN,9.79,4.7,234.74,17 / 35,5516,2021-12-16 10:56:55:712
-0.552,5.505,7.731,-0.7846,5.4928,8.0861,-0.2228,0.118,0.3301,-0.0143,-0.0604,-0.0183,13.2,-22.39,6.49,212.94,-34.06,5.54,5.0,45.251507,14.577183,68.6,NaN,10.8,4.4,231.44,19 / 35,6017,2021-12-16 10:56:56:213
-0.6,5.196,8.6,-0.5528,5.5215,8.0856,-0.068,0.2516,-0.1389,0.0362,0.044,-0.0198,14.34,-21.96,6.24,214.38,-34.27,3.91,5.0,45.251507,14.577183,68.6,NaN,10.8,4.4,231.44,19 / 35,6516,2021-12-16 10:56:56:712
-0.9379,4.442,7.745,-0.5123,4.9958,8.4232,0.4493,0.2464,0.6541,-0.334,-0.076,-0.0102,13.99,-22.09,6.6,213.14,-30.63,3.48,5.0,45.251476,14.577138,68.7,NaN,13.59,4.1,238.42,21 / 35,7016,2021-12-16 10:56:57:212
-0.373,5.249,7.764,-0.6079,5.1059,8.3505,0.1284,0.1267,-1.0E-4,0.4758,0.0538,-0.0377,15.06,-21.71,6.54,215.3,-31.38,4.16,5.0,45.251476,14.577138,68.7,NaN,13.59,4.1,238.42,21 / 35,7517,2021-12-16 10:56:57:713
-0.378,5.012,8.157,-0.7075,5.1142,8.3376,-0.2644,0.366,-0.4033,0.0776,0.0353,-0.0148,14.16,-22.8,6.6,212.71,-31.43,4.85,5.0,45.251396,14.57709,68.5,NaN,17.22,3.0,239.66,23 / 35,8016,2021-12-16 10:56:58:212
-0.1931,5.2031,8.8151,-0.7575,5.2108,8.2731,-0.5263,0.0286,-0.6182,0.0111,-0.0272,0.051,14.94,-22.2,6.54,215.77,-31.98,5.26,5.0,45.251396,14.57709,68.5,NaN,17.22,3.0,239.66,23 / 35,8516,2021-12-16 10:56:58:712
-1.144,5.378,7.724,-0.7307,5.5239,8.0699,0.3274,0.1467,-0.1758,0.0477,0.0095,0.026,13.99,-21.96,6.0,214.74,-33.91,5.18,5.0,45.25136,14.577033,68.4,NaN,19.65,3.0,238.5,23 / 35,9016,2021-12-16 10:56:59:212
-0.789,6.017,8.253,-0.598,5.5176,8.0851,0.2073,-0.4457,-0.1066,0.0495,-0.0403,-0.0448,13.69,-22.56,6.06,213.4,-33.94,4.24,5.0,45.25136,14.577033,68.4,NaN,19.65,3.0,238.5,23 / 35,9516,2021-12-16 10:56:59:712
-0.607,4.703,8.1881,-0.4665,5.3645,8.196,0.1965,0.8917,-0.5948,0.0011,-0.0681,-0.0137,15.19,-21.71,5.51,215.81,-33.16,3.26,5.0,45.251324,14.576967,68.4,NaN,22.31,3.0,236.55,24 / 35,10017,2021-12-16 10:57:00:213
-0.39,4.722,8.315,-0.3342,4.7014,8.5997,-0.4715,0.2288,0.2788,0.0087,-0.1092,0.0132,14.51,-21.9,5.46,215.33,-28.65,2.23,5.0,45.251324,14.576967,68.4,NaN,22.31,3.0,236.55,24 / 35,10516,2021-12-16 10:57:00:712
-0.588,5.883,8.183,-0.2182,4.9831,8.4434,0.4941,-1.6408,1.1043,0.5244,0.0538,-0.0786,13.86,-21.6,5.51,212.5,-27.95,0.97,5.0,45.25129,14.57689,68.3,NaN,24.97,3.0,237.27,24 / 35,11016,2021-12-16 10:57:01:212
0.722,6.137,8.279,-0.3965,5.6444,8.0096,0.0653,0.3582,0.6903,0.0818,0.0781,-0.0604,13.91,-21.9,5.4,214.55,-34.72,2.3,5.0,45.25129,14.57689,68.3,NaN,24.97,3.0,237.27,24 / 35,11516,2021-12-16 10:57:01:712
-0.136,6.051,8.42,-0.4253,5.6864,7.9784,0.0111,0.0476,-1.3624,0.019,0.1447,-0.1013,13.8,-22.09,5.76,213.39,-35.61,0.45,5.0,45.251244,14.576805,68.2,NaN,27.52,3.0,235.9,23 / 35,12016,2021-12-16 10:57:02:212
-0.3319,5.244,8.174,-0.6319,5.3904,8.1679,-0.2656,0.1371,0.0049,-0.0342,-0.088,0.0422,13.74,-22.44,5.51,214.44,-33.64,4.44,5.0,45.251244,14.576805,68.2,NaN,27.52,3.0,235.9,23 / 35,12516,2021-12-16 10:57:02:712
-0.339,5.297,8.6501,-0.4355,5.2658,8.2615,-0.0898,-0.0223,-0.3843,-0.0093,-0.069,-0.0216,13.91,-22.61,6.3,212.84,-32.53,3.26,5.0,45.25119,14.576708,68.1,NaN,33.06,2.6,235.37,24 / 35,13016,2021-12-16 10:57:03:212
-0.469,4.947,8.358,-0.4624,5.134,8.3426,0.0219,-0.0732,0.0643,-0.103,-0.0338,-0.0716,14.51,-21.41,5.89,216.64,-31.85,3.09,5.0,45.25119,14.576708,68.1,NaN,33.06,2.6,235.37,24 / 35,13517,2021-12-16 10:57:03:713
-0.021,5.1221,7.908,-0.3954,4.9661,8.447,-0.2447,-0.0351,1.1208,-0.0099,7.0E-4,0.0019,14.4,-20.46,5.29,216.18,-30.42,2.68,5.0,45.251144,14.576607,68.0,NaN,35.44,2.4,238.0,23 / 35,14016,2021-12-16 10:57:04:212
-0.897,5.1671,9.407,-0.4028,4.9397,8.4621,0.2474,-0.1118,-1.2367,-0.0069,-0.0274,-0.0173,14.76,-21.19,5.46,216.89,-30.26,2.79,5.0,45.251144,14.576607,68.0,NaN,35.44,2.4,238.0,23 / 35,14516,2021-12-16 10:57:04:712
-0.761,5.0291,9.2651,-0.6216,4.9278,8.4558,0.7622,0.1563,-0.7458,0.0015,0.0439,-3.0E-4,14.76,-21.66,6.19,215.64,-30.17,4.2,5.0,45.25109,14.576492,67.8,NaN,37.25,2.3,235.64,21 / 35,15016,2021-12-16 10:57:05:212
-0.9469,4.533,9.708,-0.587,4.6139,8.6335,-0.4735,0.2112,1.4674,-0.179,-0.0265,0.0986,14.4,-21.49,5.51,214.73,-28.81,4.25,5.0,45.25109,14.576492,67.8,NaN,37.25,2.3,235.64,21 / 35,15516,2021-12-16 10:57:05:712
-0.3439,4.313,8.351,-0.4444,4.4569,8.724,-0.3401,0.0529,0.2134,0.0157,-0.0621,-0.0748,14.64,-21.06,5.7,215.97,-26.97,3.03,5.0,45.251034,14.57638,67.6,NaN,38.22,2.1,236.72,20 / 35,16017,2021-12-16 10:57:06:213
-0.035,3.939,8.459,-0.2026,4.287,8.8177,-0.2865,0.0356,0.0055,-0.0168,-0.0745,0.0513,14.89,-21.96,6.19,214.41,-25.93,1.96,5.0,45.251034,14.57638,67.6,NaN,38.22,2.1,236.72,20 / 35,16516,2021-12-16 10:57:06:712
-0.945,4.308,10.07,-0.6856,4.2825,8.7955,0.4778,-0.0837,-1.1953,-0.0894,0.1216,-0.0608,15.24,-21.36,5.51,216.02,-26.31,3.42,5.0,45.250973,14.576267,67.4,NaN,38.08,2.1,236.48,21 / 35,17016,2021-12-16 10:57:07:212
-0.789,4.04,8.2961,-0.7242,4.2825,8.7924,-0.149,0.2845,-0.3111,-0.0198,-0.0538,0.0191,15.0,-22.14,6.49,215.33,-25.95,5.04,5.0,45.250973,14.576267,67.4,NaN,38.08,2.1,236.48,21 / 35,17516,2021-12-16 10:57:07:712
-0.287,4.026,7.9301,-0.6188,4.2898,8.7969,-0.3483,0.0455,0.4586,-0.0147,0.0175,0.0428,15.24,-22.26,6.11,215.04,-25.94,4.02,5.0,45.250916,14.576157,67.2,NaN,37.39,2.0,235.42,21 / 35,18016,2021-12-16 10:57:08:212
-0.607,5.376,9.383,-0.4509,4.2695,8.817,-0.0018,-1.1054,0.0138,0.0023,-0.0388,0.0612,14.16,-23.29,6.36,211.85,-25.81,2.93,5.0,45.250916,14.576157,67.2,NaN,37.39,2.0,235.42,21 / 35,18517,2021-12-16 10:57:08:713
-0.488,5.2301,9.428,-0.3885,4.9094,8.4804,-0.0251,-0.3955,-0.539,0.0374,0.1266,-0.045,15.0,-23.1,8.59,212.61,-30.04,2.62,5.0,45.25087,14.576048,67.1,NaN,35.09,2.0,235.27,21 / 35,19016,2021-12-16 10:57:09:212
-0.378,5.297,8.789,-0.3168,5.023,8.4166,0.0788,-0.1367,-1.0091,0.0032,0.0864,0.3105,9.0,-20.51,8.21,203.15,-30.83,2.7,5.0,45.25087,14.576048,67.1,NaN,35.09,2.0,235.27,21 / 35,19516,2021-12-16 10:57:09:712
0.3821,4.995,7.9541,-0.3226,4.9928,8.4344,-0.3795,-0.0488,-0.1509,-0.0451,-0.0476,-0.0972,10.91,-21.6,6.6,206.84,-30.72,2.26,5.0,45.250813,14.575942,67.1,NaN,36.62,2.0,235.29,21 / 35,20016,2021-12-16 10:57:10:212
-0.555,5.0261,9.459,-0.3677,5.1215,8.3549,0.2544,0.1179,-1.1082,0.0516,-0.0975,0.0446,8.64,-18.06,3.96,208.01,-31.19,2.67,5.0,45.250813,14.575942,67.1,NaN,36.62,2.0,235.29,21 / 35,20516,2021-12-16 10:57:10:712
-0.189,5.4791,8.4251,-0.1948,5.0222,8.4208,0.5419,-0.4132,-1.0846,-0.043,0.2585,0.3847,5.04,-21.24,0.11,195.56,-30.97,1.27,5.0,45.25076,14.57583,67.1,NaN,38.95,2.0,237.03,21 / 35,21016,2021-12-16 10:57:11:212
0.093,5.4761,7.568,0.0017,5.1154,8.3668,-0.0671,-0.3637,0.8097,0.012,-0.0019,-0.0668,7.01,-28.44,-0.96,196.66,-31.4,-0.86,5.0,45.25076,14.57583,67.1,NaN,38.95,2.0,237.03,21 / 35,21516,2021-12-16 10:57:11:712
0.038,5.16,8.483,0.0119,5.1883,8.3218,0.5266,-0.5152,-0.3889,0.0374,0.015,0.1192,6.19,-25.86,2.1,194.56,-31.78,0.25,5.0,45.250706,14.57571,67.0,NaN,40.88,1.9,236.81,21 / 35,22016,2021-12-16 10:57:12:212
0.201,5.0861,8.439,-0.1325,5.2069,8.3091,0.544,-0.2941,-0.6406,-7.0E-4,-0.0945,-0.0964,7.91,-26.46,2.51,198.89,-32.09,1.06,5.0,45.250706,14.57571,67.0,NaN,40.88,1.9,236.81,21 / 35,22516,2021-12-16 10:57:12:712
0.323,3.8651,9.675,0.0285,5.1188,8.3647,0.5758,1.3198,-1.5768,-0.0169,-0.1061,-0.0594,6.19,-23.21,2.46,196.28,-32.11,-0.03,5.0,45.250645,14.575585,67.0,NaN,42.84,1.9,237.07,21 / 35,23016,2021-12-16 10:57:13:212
1.115,3.008,8.214,0.0596,4.3408,8.7934,-0.69,0.3502,0.5328,-0.04,-0.0808,0.0323,6.84,-26.21,1.56,196.14,-26.49,-0.16,5.0,45.250645,14.575585,67.0,NaN,42.84,1.9,237.07,21 / 35,23516,2021-12-16 10:57:13:712
0.591,5.763,6.6251,0.4284,5.3127,8.2318,-0.3807,0.1543,0.3189,-0.1878,-0.2031,-0.1181,7.74,-22.2,1.5,201.83,-32.14,-1.7,5.0,45.250584,14.575453,67.0,NaN,45.06,1.9,236.78,20 / 35,24017,2021-12-16 10:57:14:213
-0.4729,5.064,9.17,0.4106,5.1728,8.3213,-0.1691,0.2619,0.4971,0.0279,-0.1277,0.0615,8.46,-25.39,3.3,198.99,-31.77,-1.8,5.0,45.250584,14.575453,67.0,NaN,45.06,1.9,236.78,20 / 35,24516,2021-12-16 10:57:14:712
-0.059,4.796,8.574,0.2228,5.017,8.4232,0.0275,-0.023,-0.2552,-0.0159,-0.0854,-0.0858,6.49,-20.89,0.84,197.77,-30.77,-1.52,5.0,45.250523,14.575318,67.1,NaN,45.63,1.9,235.69,20 / 35,25017,2021-12-16 10:57:15:213
-0.481,4.823,8.274,-0.039,4.8788,8.5069,0.6028,-0.0377,-0.2521,0.0043,0.1145,-0.2267,9.41,-25.09,3.06,201.1,-29.83,-0.64,5.0,45.250523,14.575318,67.1,NaN,45.63,1.9,235.69,20 / 35,25516,2021-12-16 10:57:15:712
-0.8179,4.7321,10.029,-0.6565,4.7874,8.5335,-0.3058,-0.0848,0.4087,0.0436,-0.1961,-0.2603,10.61,-21.6,3.79,208.53,-29.22,4.4,5.0,45.250458,14.575183,67.2,NaN,47.83,1.9,234.08,20 / 35,26016,2021-12-16 10:57:16:212
-0.636,4.6001,8.937,-0.5028,4.9253,8.4651,-0.2514,0.2075,0.3764,-0.0186,0.2027,0.2916,6.84,-26.64,3.84,196.03,-30.15,3.4,5.0,45.250458,14.575183,67.2,NaN,47.83,1.9,234.08,20 / 35,26516,2021-12-16 10:57:16:712
-0.363,4.739,8.789,-0.7563,4.5606,8.6487,-0.1921,0.096,-0.8416,-0.1034,-0.0093,-0.2533,8.94,-22.91,4.5,202.71,-28.7,3.92,5.0,45.250385,14.575048,66.9,NaN,47.92,1.9,233.59,20 / 35,27016,2021-12-16 10:57:17:212
0.713,4.823,8.028,-0.4631,4.6768,8.6072,-0.7641,0.049,1.0135,0.067,0.0208,0.1684,9.49,-27.66,2.89,199.51,-27.92,3.58,5.0,45.250385,14.575048,66.9,NaN,47.92,1.9,233.59,20 / 35,27516,2021-12-16 10:57:17:712
-0.0881,4.8041,9.107,0.1751,4.7852,8.5581,0.3755,0.0427,-0.5115,0.0014,-0.0241,-0.0135,7.44,-23.21,0.54,198.69,-29.22,-1.1,5.0,45.25031,14.574917,66.6,NaN,46.5,2.0,231.88,20 / 35,28017,2021-12-16 10:57:18:213
-0.222,4.796,8.2721,-0.2502,4.8408,8.5249,0.216,-0.0847,-0.0709,-0.0173,0.2662,0.113,5.59,-25.44,1.91,194.89,-29.64,0.83,5.0,45.25031,14.574917,66.6,NaN,46.5,2.0,231.88,20 / 35,28516,2021-12-16 10:57:18:712
-0.7939,4.811,8.459,-0.4919,4.8768,8.4938,0.3173,0.0773,0.0318,0.0155,0.0814,-0.0718,7.61,-26.04,8.4,197.64,-29.84,2.77,5.0,45.250233,14.574792,66.4,NaN,46.37,2.0,229.04,22 / 35,29017,2021-12-16 10:57:19:213
-0.303,4.9091,8.892,-0.3506,4.8055,8.5414,-0.0862,-0.1079,-0.335,-0.0011,-0.1499,0.0129,6.96,-22.56,6.6,197.6,-29.27,3.26,5.0,45.250233,14.574792,66.4,NaN,46.37,2.0,229.04,22 / 35,29516,2021-12-16 10:57:19:712
0.3131,4.811,7.8671,-0.1321,4.887,8.5012,-0.4739,0.0813,0.6402,-0.0076,-0.0059,0.2064,2.7,-25.69,-4.69,188.18,-29.99,1.44,5.0,45.250153,14.574672,66.2,NaN,46.75,2.0,227.3,21 / 35,30016,2021-12-16 10:57:20:212
0.0551,5.136,8.25,-0.1731,4.9063,8.4893,0.4128,0.1055,-0.5854,-0.0194,0.0502,-0.0579,6.36,-32.94,7.5,190.64,-30.13,0.8,5.0,45.250153,14.574672,66.2,NaN,46.75,2.0,227.3,21 / 35,30516,2021-12-16 10:57:20:712
-0.2171,5.0381,8.37,-0.2632,4.9183,8.4801,0.0968,0.0978,0.0218,-0.0044,0.0324,-0.0554,6.0,-28.86,7.99,192.03,-30.11,1.36,5.0,45.250076,14.57455,66.1,NaN,47.08,2.0,228.19,24 / 35,31016,2021-12-16 10:57:21:212
0.086,4.883,8.511,-0.1344,4.8625,8.5152,0.3261,0.0808,-0.8145,0.0019,-0.0961,-0.0595,5.4,-27.6,7.74,190.39,-29.72,1.25,5.0,45.250076,14.57455,66.1,NaN,47.08,2.0,228.19,24 / 35,31516,2021-12-16 10:57:21:712
-0.447,4.971,9.0,-0.1088,4.9123,8.4869,0.3302,-0.0434,-0.5037,-0.0014,-0.0135,-0.0197,5.1,-27.49,6.11,190.91,-30.06,0.73,5.0,45.249996,14.574428,66.3,NaN,47.71,2.0,227.49,25 / 35,32016,2021-12-16 10:57:22:212
0.105,4.842,8.279,-0.3281,4.8133,8.5379,-0.3319,-0.2825,0.312,0.0047,-0.0245,-0.0518,4.99,-27.84,3.11,191.22,-29.39,2.2,5.0,45.249996,14.574428,66.3,NaN,47.71,2.0,227.49,25 / 35,32516,2021-12-16 10:57:22:712
-0.6049,5.076,9.2171,-0.1069,4.9672,8.4549,0.49,-0.0759,-0.7664,0.0715,-0.0076,-0.0173,4.91,-28.01,6.24,190.59,-30.43,0.72,5.0,45.249912,14.574302,66.2,NaN,49.37,2.0,226.2,26 / 35,33016,2021-12-16 10:57:23:212
-0.292,5.201,8.042,-0.3687,4.994,8.4317,-0.0846,0.0313,0.092,-0.0066,0.0367,0.0861,4.69,-26.59,7.14,191.23,-30.61,2.5,5.0,45.249912,14.574302,66.2,NaN,49.37,2.0,226.2,26 / 35,33516,2021-12-16 10:57:23:712
-0.61,5.009,9.213,-0.336,5.0427,8.4041,0.1669,-0.0357,-0.6541,-0.0036,0.0693,0.1449,3.0,-25.31,6.0,187.54,-30.94,2.29,5.0,45.249817,14.574178,65.9,NaN,50.19,2.0,224.2,26 / 35,34016,2021-12-16 10:57:24:212
0.0431,4.962,7.7051,-0.2674,5.0734,8.388,-0.3261,0.105,0.6984,0.0305,0.011,0.1062,3.79,-24.84,4.2,190.08,-31.03,2.32,5.0,45.249817,14.574178,65.9,NaN,50.19,2.0,224.2,26 / 35,34516,2021-12-16 10:57:24:712
-0.7301,4.7291,8.906,-0.2576,4.9652,8.4529,0.1647,0.021,0.4305,-0.0898,-0.0027,-0.1352,5.94,-27.11,5.64,193.26,-30.42,1.75,5.0,45.24972,14.574048,65.5,NaN,51.23,2.0,225.96,26 / 35,35017,2021-12-16 10:57:25:213
0.009,5.2661,7.499,-0.1387,4.9847,8.4441,0.2012,-0.3019,-0.6921,0.0877,-0.1202,0.0153,6.06,-26.64,6.6,193.03,-29.95,1.66,5.0,45.24972,14.574048,65.5,NaN,51.23,2.0,225.96,26 / 35,35516,2021-12-16 10:57:25:712
-0.2269,4.691,9.531,-0.1733,4.9485,8.4648,0.0458,0.244,0.1653,-0.0729,0.1084,0.1735,4.2,-24.84,4.2,189.84,-30.55,1.15,5.0,45.249634,14.573917,65.4,NaN,50.22,2.0,226.75,26 / 35,36017,2021-12-16 10:57:26:213
-0.009,4.607,8.4281,-0.16,4.6408,8.6376,0.0064,0.1746,-0.4282,-0.0132,-0.1182,-0.1541,5.94,-27.66,1.61,193.29,-28.24,1.06,5.0,45.249634,14.573917,65.4,NaN,50.22,2.0,226.75,26 / 35,36516,2021-12-16 10:57:26:712
-0.234,4.6841,8.3771,-0.2053,4.6224,8.6465,-0.005,-0.0951,-0.1628,0.012,0.0443,-0.0397,7.09,-30.3,5.59,191.23,-28.16,0.74,5.0,45.249542,14.573788,65.3,NaN,50.21,2.0,225.8,26 / 35,37016,2021-12-16 10:57:27:212
-0.09,4.6481,9.2561,-0.1355,4.6945,8.6089,-0.1577,-0.2165,0.4814,0.0212,-0.051,0.0356,6.66,-28.8,4.39,194.52,-28.49,1.16,5.0,45.249542,14.573788,65.3,NaN,50.21,2.0,225.8,26 / 35,37516,2021-12-16 10:57:27:712
-0.1241,4.823,7.7501,-0.058,4.7079,8.6025,0.0937,-0.0957,-0.5727,0.0234,-0.0329,-0.0117,6.9,-28.14,5.59,194.4,-28.69,0.39,5.0,45.249454,14.57366,65.2,NaN,50.15,2.0,225.87,26 / 35,38017,2021-12-16 10:57:28:213
-0.447,4.866,9.0671,-0.0844,4.7886,8.5576,-0.0083,-0.2954,-0.103,-0.0147,-0.0029,-0.0342,7.01,-28.26,5.51,194.45,-29.14,0.45,5.0,45.249454,14.57366,65.2,NaN,50.15,2.0,225.87,26 / 35,38516,2021-12-16 10:57:28:712
-0.112,4.686,7.779,-0.1812,4.7915,8.5545,-0.0112,-0.0484,-0.2013,-0.0018,0.0028,-0.0446,6.24,-25.61,2.04,196.05,-29.42,0.91,5.0,45.24937,14.573533,65.1,NaN,50.51,2.0,225.89,26 / 35,39016,2021-12-16 10:57:29:212
0.0551,4.586,8.9351,-0.0983,4.6904,8.6117,-0.2358,0.2717,0.5057,-0.0696,0.0103,0.0483,6.79,-29.59,6.79,193.47,-28.9,0.75,5.0,45.24937,14.573533,65.1,NaN,50.51,2.0,225.89,26 / 35,39516,2021-12-16 10:57:29:712
-0.244,4.241,8.6141,-0.0836,4.4556,8.7356,0.1432,0.056,-0.424,-0.0491,-0.0491,-0.2126,8.7,-27.71,6.9,197.89,-27.02,0.55,5.0,45.24928,14.573403,64.8,NaN,51.09,2.0,225.84,26 / 35,40016,2021-12-16 10:57:30:212
-0.505,4.3301,9.287,-0.313,4.332,8.7924,0.1,-0.069,0.7841,-0.0018,0.071,0.0814,6.06,-24.19,7.39,194.29,-26.22,2.04,5.0,45.24928,14.573403,64.8,NaN,51.09,2.0,225.84,26 / 35,40516,2021-12-16 10:57:30:712
0.093,4.172,9.404,0.0828,4.1137,8.9018,0.0293,-0.0088,-0.7767,-0.0617,-0.1763,0.1167,6.84,-26.34,7.74,194.88,-25.28,1.02,5.0,45.24919,14.573277,64.4,NaN,48.64,2.0,224.09,26 / 35,41017,2021-12-16 10:57:31:213
0.318,4.658,7.6691,-0.0365,4.4452,8.7412,-0.091,-0.1585,0.0787,-0.0466,0.1359,0.2118,3.3,-24.49,2.4,187.68,-27.11,0.11,5.0,45.24919,14.573277,64.4,NaN,48.64,2.0,224.09,26 / 35,41516,2021-12-16 10:57:31:712
-0.045,4.7291,9.533,0.0696,4.5436,8.6903,-0.0967,0.1064,0.7143,0.0381,-0.0143,0.0011,3.36,-28.2,7.61,185.89,-27.4,-0.38,5.0,45.249107,14.57316,64.3,NaN,47.06,2.0,224.73,26 / 35,42017,2021-12-16 10:57:32:213
-0.318,4.4441,9.572,-0.1258,4.4483,8.7389,0.31,-0.0747,-0.6995,-0.0799,0.0219,-0.1442,6.06,-25.86,5.51,193.13,-27.51,0.22,5.0,45.249107,14.57316,64.3,NaN,47.06,2.0,224.73,26 / 35,42516,2021-12-16 10:57:32:712
-0.143,4.643,8.8541,-0.2625,4.4036,8.7584,0.2003,-0.1448,-0.7421,0.0307,0.1598,0.3193,3.11,-25.61,8.81,186.85,-26.53,1.74,5.0,45.249023,14.573043,64.1,NaN,46.57,2.0,223.71,26 / 35,43016,2021-12-16 10:57:33:212
-0.2651,4.8011,8.1041,-0.2465,4.7999,8.5481,0.2304,-0.1866,-0.8119,0.1174,0.0769,0.0048,5.1,-27.54,4.14,190.89,-28.67,1.25,5.0,45.249023,14.573043,64.1,NaN,46.57,2.0,223.71,26 / 35,43516,2021-12-16 10:57:33:712
0.356,4.7771,7.109,-0.1372,4.8628,8.5149,-0.4399,0.0679,0.6696,-0.0021,-0.0491,-8.0E-4,4.26,-24.19,2.81,190.29,-29.73,0.92,5.0,45.248943,14.57293,63.7,NaN,46.23,1.9,224.48,26 / 35,44016,2021-12-16 10:57:34:212
-0.1241,4.433,8.2241,-0.242,4.6277,8.6427,-0.3583,0.2161,0.6665,-0.0532,0.0242,0.0628,6.9,-32.51,2.89,193.14,-28.46,1.62,5.0,45.248943,14.57293,63.7,NaN,46.23,1.9,224.48,26 / 35,44517,2021-12-16 10:57:34:713
0.3731,4.4561,8.277,-0.119,4.6191,8.6498,-0.3298,0.0782,-0.0788,0.0366,0.0,0.0155,6.84,-25.44,6.19,195.92,-28.1,0.79,5.0,45.248863,14.572817,63.5,NaN,45.88,1.9,224.94,26 / 35,45016,2021-12-16 10:57:35:212
0.09,4.871,7.6691,-0.0703,4.7307,8.5899,-0.4494,-0.2943,1.3706,-0.007,0.0129,0.0271,6.66,-28.09,8.34,193.99,-28.84,0.47,5.0,45.248863,14.572817,63.5,NaN,45.88,1.9,224.94,26 / 35,45516,2021-12-16 10:57:35:712
