sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (°/s);GYROSCOPE Y (°/s);GYROSCOPE Z (°/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.131;2.2301;8.729;-0.5136;2.3296;9.5121;-0.1503;0.4584;0.5782;1.55;-1.28;0.21;106.0;-18.66;-2.7;-24.9;82.33;-13.67;3.15;5.0;;;;NaN;;;;0 / 0;53035;2021-12-24 16:30:07:107
0.162;2.0051;10.749;0.251;2.0314;9.5907;-0.01;0.4467;0.3902;-6.0;-6.9;-2.68;99.0;-20.7;-1.69;-24.24;81.06;-12.27;-1.1;5.0;;;;NaN;;;;0 / 0;53536;2021-12-24 16:30:07:608
-0.021;1.833;9.6461;-0.1776;1.6659;9.6625;-0.68;-0.012;0.4391;-3.5;-0.28;12.41;96.0;-19.69;-0.49;-24.79;78.17;-10.15;1.43;5.0;;;;NaN;;;;0 / 0;54036;2021-12-24 16:30:08:108
0.141;1.505;9.959;0.0346;1.7829;9.6432;-0.0607;-0.0831;-0.6811;1.15;4.02;-6.32;100.0;-18.19;-1.99;-24.54;81.77;-10.47;-0.21;5.0;;;;NaN;;;;0 / 0;54536;2021-12-24 16:30:08:608
-0.0881;0.861;10.529;-0.4235;1.6366;9.6598;0.1118;0.3903;-0.4123;-6.8;3.6;-0.05;99.0;-17.64;0.19;-24.06;78.51;-9.61;2.51;5.0;;;;NaN;;;;0 / 0;55036;2021-12-24 16:30:09:108
-0.32;1.589;9.098;-0.3522;1.2947;9.7144;-0.1479;-0.1899;1.2971;3.99;-3.69;4.23;96.0;-18.06;-0.11;-24.0;81.35;-7.19;2.57;5.0;;;;NaN;;;;0 / 0;55536;2021-12-24 16:30:09:608
-0.129;1.35;10.809;-0.1678;1.3993;9.7049;0.4724;0.0645;-1.5319;-6.1;1.29;-3.69;98.0;-17.94;0.9;-24.36;76.3;-8.48;0.95;5.0;;;;NaN;;;;0 / 0;56036;2021-12-24 16:30:10:108
-0.418;1.553;9.77;-0.7227;1.5194;9.6612;-0.3243;-0.0212;-0.1072;4.83;4.35;0.24;97.0;-17.76;0.3;-24.41;79.95;-8.91;4.28;5.0;;;;NaN;;;;0 / 0;56536;2021-12-24 16:30:10:608
0.0161;1.496;11.0771;-0.214;1.4055;9.7031;-0.0777;-0.0247;-1.3294;-2.34;-4.73;3.76;96.0;-17.29;0.54;-24.41;75.98;-8.24;1.26;5.0;;;;NaN;;;;0 / 0;57036;2021-12-24 16:30:11:108
-0.926;2.168;9.299;-0.2866;1.553;9.6787;0.5851;-0.4628;0.8663;6.21;3.79;-2.16;98.0;-17.51;-1.2;-25.14;81.75;-8.59;1.24;5.0;;;;NaN;;;;0 / 0;57536;2021-12-24 16:30:11:608
0.162;1.484;10.953;-0.3354;1.7745;9.6389;-0.2945;0.3444;-0.9713;-6.96;-3.69;-2.98;99.0;-17.21;-0.24;-24.6;75.77;-10.79;2.2;5.0;;;;NaN;;;;0 / 0;58036;2021-12-24 16:30:12:108
-0.117;1.881;9.174;0.0032;1.6839;9.661;0.0748;-0.3973;1.2797;7.18;2.28;7.3;99.0;-17.34;-0.66;-24.24;80.15;-9.43;-0.06;5.0;;;;NaN;;;;0 / 0;58536;2021-12-24 16:30:12:608
-1.017;1.811;9.9;-0.4625;1.7938;9.6301;0.3819;0.0912;-0.2583;-1.24;7.66;-3.07;100.0;-16.01;-1.01;-24.79;78.66;-10.54;2.75;5.0;;;;NaN;;;;0 / 0;59036;2021-12-24 16:30:13:108
-0.2629;1.5;10.101;-0.5538;1.7552;9.6324;-0.2674;0.1292;1.2008;1.05;-5.83;5.87;99.0;-15.96;-0.54;-24.71;80.37;-10.05;4.04;5.0;;;;NaN;;;;0 / 0;59536;2021-12-24 16:30:13:608
-0.476;2.022;10.017;-0.1519;1.559;9.6807;0.2567;-0.2933;-0.0169;-5.55;-1.9;-5.45;99.0;-15.9;-0.96;-25.2;79.38;-9.44;0.88;5.0;;;;NaN;;;;0 / 0;60036;2021-12-24 16:30:14:108
0.299;1.041;11.601;-0.4632;1.943;9.6011;0.5359;0.1758;-2.2212;1.37;3.92;-2.8;99.0;-15.66;-1.2;-25.56;76.82;-11.38;2.48;5.0;;;;NaN;;;;0 / 0;60536;2021-12-24 16:30:14:608
-0.0619;1.4381;9.342;-0.3943;1.5149;9.6809;-0.3298;0.0832;0.3516;-1.06;-3.34;-0.05;98.0;-15.96;-1.09;-25.26;80.06;-9.17;2.83;5.0;;;;NaN;;;;0 / 0;61035;2021-12-24 16:30:15:107
0.0431;1.077;9.093;-0.2749;1.6937;9.6554;0.8964;0.1623;0.9053;-4.74;1.44;-4.76;99.0;-16.2;-1.2;-25.86;78.09;-10.15;1.55;5.0;;;;NaN;;;;0 / 0;61536;2021-12-24 16:30:15:608
-0.5209;1.1561;8.7341;-0.2092;1.1279;9.7393;-0.0862;-0.0431;0.5848;-3.91;-1.0;-9.47;99.0;-15.19;-1.8;-25.39;85.06;-7.76;1.34;5.0;;;;NaN;;;;0 / 0;62035;2021-12-24 16:30:16:107
0.138;0.761;10.5581;-0.3172;1.1586;9.7328;0.0877;0.0632;-0.8104;-2.0;-2.18;-9.05;99.0;-14.34;-2.46;-25.44;86.47;-6.78;1.87;5.0;;;;NaN;;;;0 / 0;62536;2021-12-24 16:30:16:608
-0.387;1.2491;8.928;0.0916;0.9278;9.7622;0.364;-0.0937;0.5004;-1.28;-8.0;-5.03;98.0;-14.4;-2.81;-25.5;91.97;-5.53;0.04;5.0;;;;NaN;;;;0 / 0;63036;2021-12-24 16:30:17:108
-0.308;0.9431;11.094;0.292;1.1316;9.7368;0.581;0.1788;-1.3484;-4.03;2.33;-7.01;99.0;-13.99;-3.06;-25.56;89.37;-6.81;-1.47;5.0;;;;NaN;;;;0 / 0;63536;2021-12-24 16:30:17:608
-1.098;1.467;8.609;-0.484;1.0786;9.7351;0.2208;-0.1437;-0.4847;7.01;12.37;2.78;99.0;-12.0;-4.74;-25.86;100.32;-5.87;2.14;5.0;;;;NaN;;;;0 / 0;64036;2021-12-24 16:30:18:108
-0.648;1.211;10.29;-0.7033;1.3035;9.6942;-0.0441;0.0911;-0.586;-2.78;-7.3;-12.84;101.0;-13.74;-5.4;-25.2;99.06;-7.86;4.48;5.0;;;;NaN;;;;0 / 0;64536;2021-12-24 16:30:18:608
-0.067;1.328;9.129;-0.1312;1.1785;9.7347;-0.2413;-0.4453;0.0397;3.59;-4.97;-0.26;99.0;-13.99;-6.41;-24.84;102.06;-6.62;1.38;5.0;;;;NaN;;;;0 / 0;65036;2021-12-24 16:30:19:108
-0.201;1.826;9.945;-0.2344;1.3812;9.7061;-0.0982;-0.4303;-0.4547;1.85;0.95;1.8;101.0;-14.21;-6.66;-24.49;104.11;-7.96;1.31;5.0;;;;NaN;;;;0 / 0;65536;2021-12-24 16:30:19:608
0.2081;1.9811;9.519;0.0315;1.992;9.6022;-0.3942;-0.0949;0.3902;8.23;0.35;-0.95;101.0;-14.64;-8.59;-24.49;107.65;-10.15;0.0;5.0;;;;NaN;;;;0 / 0;66036;2021-12-24 16:30:20:108
-0.296;1.883;10.026;0.1661;1.954;9.6086;0.2342;-0.13;-1.1924;1.69;-0.36;-7.91;100.0;-14.4;-9.54;-24.41;110.1;-11.49;-0.99;5.0;;;;NaN;;;;0 / 0;66536;2021-12-24 16:30:20:608
-0.533;2.51;9.675;-0.1086;1.8214;9.6354;0.3545;-0.3442;0.4825;0.01;-3.4;-4.44;101.0;-14.64;-10.01;-24.3;109.47;-10.68;0.78;5.0;;;;NaN;;;;0 / 0;67036;2021-12-24 16:30:21:108
-0.0881;1.814;9.981;-0.1533;2.0098;9.5973;0.1225;0.4416;0.1531;-2.91;-0.58;-3.57;103.0;-15.79;-10.14;-23.51;106.43;-12.04;0.89;5.0;;;;NaN;;;;0 / 0;67535;2021-12-24 16:30:21:607
-0.0311;1.929;9.2921;-0.1403;1.9294;9.6139;-0.0621;-0.1689;-0.1872;2.78;0.56;4.55;103.0;-15.79;-10.5;-23.59;107.81;-11.06;0.9;5.0;;;;NaN;;;;0 / 0;68036;2021-12-24 16:30:22:108
-0.4061;2.082;10.2371;-0.5617;1.9536;9.5937;-0.0714;-0.3755;-0.5126;0.8;5.78;1.43;104.0;-15.96;-11.29;-23.81;109.62;-11.49;3.35;5.0;;;;NaN;;;;0 / 0;68535;2021-12-24 16:30:22:607
-0.7939;2.058;10.158;-0.6284;2.0529;9.5687;-0.1114;0.0821;-0.0481;-0.5;-0.23;-0.66;106.0;-16.61;-11.4;-23.16;108.51;-12.08;3.76;5.0;;;;NaN;;;;0 / 0;69036;2021-12-24 16:30:23:108
-0.481;2.051;9.902;-0.6665;1.9883;9.5798;-0.068;-0.1096;0.5768;-0.15;0.52;3.61;104.0;-16.86;-10.56;-22.86;108.92;-11.7;3.96;5.0;;;;NaN;;;;0 / 0;69535;2021-12-24 16:30:23:607
-0.359;1.776;9.6551;-0.562;1.9831;9.5876;-0.1044;0.1919;0.433;0.82;0.04;-2.88;104.0;-16.91;-11.59;-23.21;111.79;-11.64;3.33;5.0;;;;NaN;;;;0 / 0;70036;2021-12-24 16:30:24:108
-0.421;2.1491;9.902;-0.5882;2.0233;9.5776;-0.1867;-0.1223;-0.3233;-2.35;2.77;2.97;104.0;-17.16;-10.74;-23.04;108.76;-11.91;3.51;5.0;;;;NaN;;;;0 / 0;70536;2021-12-24 16:30:24:608
-0.9041;2.058;9.756;-0.6183;2.052;9.5696;0.1272;-0.0502;0.8806;1.62;-0.41;-0.33;105.0;-17.16;-11.04;-23.21;108.53;-12.08;3.7;5.0;;;;NaN;;;;0 / 0;71036;2021-12-24 16:30:25:108
-0.083;1.857;8.873;-0.5131;1.9904;9.5888;-0.2524;0.1238;0.3802;-0.81;-7.38;0.98;104.0;-17.64;-10.99;-22.39;108.68;-11.73;3.52;5.0;;;;NaN;;;;0 / 0;71536;2021-12-24 16:30:25:608
0.1571;1.8431;10.014;-0.0849;1.9606;9.6083;-0.1254;0.1458;-0.4265;-2.68;0.57;3.4;104.0;-18.41;-10.14;-22.61;105.88;-11.66;0.52;5.0;;;;NaN;;;;0 / 0;72036;2021-12-24 16:30:26:108
0.174;1.869;9.366;0.0373;1.9278;9.6152;0.0031;0.1554;0.2884;1.5;0.63;6.52;104.0;-19.01;-9.71;-21.84;106.22;-11.25;-0.18;5.0;;;;NaN;;;;0 / 0;72536;2021-12-24 16:30:26:608
0.146;1.9721;9.89;0.0891;1.8784;9.6247;-0.0192;0.0571;-0.3461;-0.02;1.72;-3.41;102.0;-19.8;-10.44;-22.44;105.7;-11.04;-0.53;5.0;;;;NaN;;;;0 / 0;73036;2021-12-24 16:30:27:108
-0.617;1.622;9.576;-0.2513;1.8589;9.6256;0.4569;0.17;-0.4807;-1.2;9.28;-0.65;104.0;-19.39;-10.14;-22.09;106.36;-10.99;0.95;5.0;;;;NaN;;;;0 / 0;73536;2021-12-24 16:30:27:608
-0.6;1.931;9.186;-0.7148;1.7645;9.6201;0.0262;0.2023;-0.254;-0.65;3.4;3.64;104.0;-19.31;-9.54;-22.09;106.6;-10.4;4.07;5.0;;;;NaN;;;;0 / 0;74036;2021-12-24 16:30:28:108
-0.993;1.586;9.9041;-1.0477;1.7985;9.5832;0.2222;-0.1474;-0.166;-0.47;5.85;3.02;104.0;-19.39;-9.3;-22.14;103.77;-10.58;5.96;5.0;;;;NaN;;;;0 / 0;74536;2021-12-24 16:30:28:608
-1.0789;1.838;9.801;-1.2161;1.8034;9.5624;-0.1446;-0.0186;-0.2318;0.24;2.42;5.57;106.0;-19.61;-8.34;-22.09;100.84;-10.55;7.14;5.0;;;;NaN;;;;0 / 0;75036;2021-12-24 16:30:29:108
-1.251;1.9691;9.959;-1.1178;1.8014;9.5747;0.2306;-0.2144;-0.1638;-0.8;2.43;2.58;105.0;-19.2;-7.5;-22.74;100.71;-10.59;6.66;5.0;;;;NaN;;;;0 / 0;75536;2021-12-24 16:30:29:608
-2.218;1.7561;9.332;-1.7292;1.8563;9.4728;0.4092;0.0585;0.4153;-1.37;11.27;7.56;105.0;-19.01;-6.0;-23.1;95.51;-10.85;8.52;5.0;;;;NaN;;;;0 / 0;76035;2021-12-24 16:30:30:107
-1.689;1.701;9.651;-1.7817;1.6826;9.4955;-0.1434;-0.2453;0.4451;-1.6;-3.95;3.6;104.0;-18.3;-4.74;-23.7;93.75;-9.88;10.63;5.0;;;;NaN;;;;0 / 0;76536;2021-12-24 16:30:30:608
-1.776;1.8071;9.813;-1.8429;1.8647;9.4497;-0.1213;0.0945;0.5456;-0.68;4.22;5.08;105.0;-17.94;-3.54;-23.94;90.25;-10.94;10.85;5.0;;;;NaN;;;;0 / 0;77036;2021-12-24 16:30:31:108
-1.596;2.096;9.773;-1.7148;1.8498;9.4767;-0.2386;-0.2925;-0.6192;-0.32;-4.69;7.78;104.0;-18.24;-2.29;-23.46;85.69;-10.8;10.62;5.0;;;;NaN;;;;0 / 0;77536;2021-12-24 16:30:31:608
-1.5889;2.111;9.174;-1.5843;2.098;9.4477;-0.0177;0.0607;-0.2618;0.57;2.48;10.73;105.0;-18.11;-1.09;-23.81;81.12;-12.19;9.5;5.0;;;;NaN;;;;0 / 0;78035;2021-12-24 16:30:32:107
-1.3421;2.046;9.804;-1.6032;2.0126;9.4631;-0.2616;-0.034;-0.3281;-2.65;0.54;8.79;105.0;-17.51;0.79;-23.46;76.92;-11.84;9.62;5.0;;;;NaN;;;;0 / 0;78536;2021-12-24 16:30:32:608
-1.3421;2.115;10.0241;-1.485;1.9902;9.4871;-0.2781;0.1634;-1.009;-4.04;-0.15;5.46;105.0;-17.16;1.69;-23.94;73.0;-11.86;9.02;5.0;;;;NaN;;;;0 / 0;79036;2021-12-24 16:30:33:108
-0.708;1.9601;9.126;-1.1441;2.003;9.5315;-0.504;0.0144;0.6919;2.83;-4.91;11.93;103.0;-16.31;2.04;-25.31;72.65;-11.4;7.39;5.0;;;;NaN;;;;0 / 0;79536;2021-12-24 16:30:33:608
-0.4091;2.0681;9.605;-0.5868;1.8849;9.6059;-0.1182;-0.0525;-0.926;-3.82;-4.8;10.91;104.0;-15.9;2.76;-25.09;66.62;-11.77;4.59;5.0;;;;NaN;;;;0 / 0;80036;2021-12-24 16:30:34:108
0.014;1.893;9.8711;-0.3507;1.9965;9.5949;-0.2382;0.1563;-0.1443;0.58;-0.61;11.94;104.0;-14.04;2.89;-25.86;61.47;-11.75;2.09;5.0;;;;NaN;;;;0 / 0;80536;2021-12-24 16:30:34:608
-0.026;1.95;9.56;-0.0708;1.851;9.6301;-0.0639;-0.2694;0.3181;3.28;-0.31;3.69;104.0;-14.4;2.94;-25.39;61.98;-10.69;0.48;5.0;;;;NaN;;;;0 / 0;81036;2021-12-24 16:30:35:108
0.1571;1.596;9.536;0.0633;1.9138;9.6179;-0.1683;0.3066;-0.3114;-4.72;-3.77;-5.4;106.0;-13.74;2.46;-25.8;62.72;-11.54;-0.21;5.0;;;;NaN;;;;0 / 0;81536;2021-12-24 16:30:35:608
0.287;1.922;9.533;0.203;1.9119;9.6163;-0.0656;-0.1243;0.195;2.08;0.67;0.65;105.0;-14.16;2.64;-24.9;60.2;-10.85;-1.23;5.0;;;;NaN;;;;0 / 0;82036;2021-12-24 16:30:36:108
0.371;1.9001;10.539;0.0254;1.8014;9.6397;-0.3432;-0.0933;-0.8885;-0.56;1.62;0.38;105.0;-13.31;2.59;-25.91;59.13;-10.59;-0.15;5.0;;;;NaN;;;;0 / 0;82536;2021-12-24 16:30:36:608
0.761;1.922;9.167;0.2691;1.9103;9.615;-0.5563;-0.0529;-0.3408;0.35;-3.96;-7.75;106.0;-13.39;1.01;-25.91;63.51;-11.23;-1.6;5.0;;;;NaN;;;;0 / 0;83036;2021-12-24 16:30:37:108
0.5171;1.6391;9.792;0.4821;1.7987;9.6282;-0.0962;0.1087;-0.1377;-0.26;-0.08;-3.53;104.0;-13.5;0.9;-25.99;65.09;-10.56;-2.94;5.0;;;;NaN;;;;0 / 0;83535;2021-12-24 16:30:37:607
0.749;1.91;10.043;0.5968;1.8572;9.6107;-0.2584;0.002;-0.4579;1.21;-3.93;-8.41;106.0;-13.91;-0.71;-25.8;72.04;-10.77;-3.43;5.0;;;;NaN;;;;0 / 0;84036;2021-12-24 16:30:38:108
1.077;1.998;9.047;0.979;1.6857;9.611;-0.091;-0.2966;0.5653;-1.49;-4.25;-6.6;104.0;-14.29;-1.44;-24.6;72.77;-9.9;-5.82;5.0;;;;NaN;;;;0 / 0;84535;2021-12-24 16:30:38:607
0.7871;1.946;10.103;0.9176;2.0632;9.5432;0.0459;0.1427;-0.4542;-6.38;-1.77;-23.73;106.0;-15.11;-2.46;-25.5;73.05;-12.14;-5.49;5.0;;;;NaN;;;;0 / 0;85036;2021-12-24 16:30:39:108
1.146;2.288;9.083;0.9711;1.7849;9.5938;0.1477;-0.2487;1.1259;3.98;-2.01;-0.5;104.0;-15.11;-3.9;-25.5;85.69;-10.25;-5.66;5.0;;;;NaN;;;;0 / 0;85535;2021-12-24 16:30:39:607
0.7061;1.8431;10.134;0.8681;2.1656;9.5251;0.1517;0.3093;-0.6025;-5.71;1.84;-22.34;104.0;-15.6;-4.99;-24.49;85.35;-12.98;-5.94;5.0;;;;NaN;;;;0 / 0;86036;2021-12-24 16:30:40:108
0.7511;2.238;9.605;0.647;1.9193;9.5952;-0.1325;-0.1971;0.0241;2.51;-1.85;-5.51;104.0;-15.66;-6.41;-24.41;94.22;-11.13;-3.84;5.0;;;;NaN;;;;0 / 0;86535;2021-12-24 16:30:40:607
0.761;1.9481;9.191;0.8037;2.0497;9.5563;0.042;0.0527;-0.2368;-2.39;-5.97;-10.21;104.0;-16.56;-7.09;-24.11;95.92;-12.06;-4.81;5.0;;;;NaN;;;;0 / 0;87036;2021-12-24 16:30:41:108
1.2041;1.716;9.4421;0.9662;1.9005;9.5721;-0.149;0.1027;-1.2563;-2.73;-6.27;-12.5;103.0;-16.01;-8.21;-23.76;101.9;-11.29;-5.53;5.0;;;;NaN;;;;0 / 0;87536;2021-12-24 16:30:41:608
1.1801;1.898;8.7791;1.2892;1.6621;9.5784;-0.0852;-0.0349;1.2843;-2.32;-4.79;-8.48;103.0;-16.8;-8.76;-22.74;107.42;-10.25;-6.89;5.0;;;;NaN;;;;0 / 0;88036;2021-12-24 16:30:42:108
0.7301;1.859;10.532;1.1917;1.7929;9.5674;0.4289;-0.005;-0.4708;-1.12;11.75;-6.22;103.0;-15.41;-10.99;-23.34;118.14;-10.55;-7.85;5.0;;;;NaN;;;;0 / 0;88536;2021-12-24 16:30:42:608
0.89;1.85;9.26;0.5936;1.8967;9.6031;-0.4599;-0.0412;0.2796;4.36;2.31;-3.31;105.0;-15.0;-12.66;-22.99;118.85;-10.6;-3.86;5.0;;;;NaN;;;;0 / 0;89036;2021-12-24 16:30:43:108
1.065;2.0561;9.947;1.0801;1.8224;9.5751;0.0097;-0.1713;-0.666;-4.49;-5.44;-15.28;104.0;-15.19;-13.86;-22.39;127.02;-10.71;-6.44;5.0;;;;NaN;;;;0 / 0;89536;2021-12-24 16:30:43:608
0.354;2.0291;9.557;0.7249;1.9893;9.5754;0.2372;-0.0309;0.0823;2.52;5.66;-4.77;104.0;-15.0;-15.6;-22.14;130.07;-11.53;-4.73;5.0;;;;NaN;;;;0 / 0;90036;2021-12-24 16:30:44:108
0.351;2.0291;9.6221;0.3756;2.0238;9.5882;0.0293;0.0041;-0.0267;-1.93;1.56;-3.44;104.0;-14.51;-16.31;-21.96;127.9;-11.91;-2.24;5.0;;;;NaN;;;;0 / 0;90536;2021-12-24 16:30:44:608
0.1121;2.123;9.813;0.4317;2.0024;9.5903;0.2819;-0.313;0.0016;2.51;0.74;0.99;104.0;-15.3;-17.59;-21.49;133.37;-11.61;-2.55;5.0;;;;NaN;;;;0 / 0;91035;2021-12-24 16:30:45:107
-0.421;2.108;9.0071;0.035;2.2968;9.5338;0.4709;0.0903;0.2856;2.2;5.82;1.69;105.0;-14.64;-18.19;-21.79;129.92;-13.39;-0.52;5.0;;;;NaN;;;;0 / 0;91536;2021-12-24 16:30:45:608
-0.7751;2.441;9.4781;-0.5464;2.217;9.5371;0.0945;-0.1199;-0.5826;-1.26;4.3;-5.2;106.0;-14.81;-18.9;-21.36;130.88;-13.13;3.01;5.0;;;;NaN;;;;0 / 0;92036;2021-12-24 16:30:46:108
-0.675;2.357;9.7271;-0.6359;2.4165;9.483;0.1937;0.1268;0.0716;-0.01;-0.72;-1.68;107.0;-15.6;-18.84;-20.64;127.89;-14.27;3.84;5.0;;;;NaN;;;;0 / 0;92536;2021-12-24 16:30:46:608
-0.112;2.439;9.579;-0.2659;2.3185;9.5249;-0.2996;0.0232;1.2069;2.68;-4.6;3.96;106.0;-15.3;-18.71;-20.46;131.0;-13.39;2.31;5.0;;;;NaN;;;;0 / 0;93035;2021-12-24 16:30:47:107
-0.5959;2.19;10.527;-0.25;2.2478;9.5423;0.4037;-0.0405;-0.9181;-5.69;3.58;-1.2;106.0;-16.14;-19.01;-19.91;130.1;-13.59;1.32;5.0;;;;NaN;;;;0 / 0;93536;2021-12-24 16:30:47:608
-0.416;2.214;8.703;-0.3574;2.3636;9.5108;-0.3086;-0.0151;0.4722;6.71;-0.48;6.09;107.0;-17.16;-18.54;-19.69;128.68;-12.69;2.59;5.0;;;;NaN;;;;0 / 0;94035;2021-12-24 16:30:48:107
-0.3491;1.8311;9.878;-0.2931;2.0342;9.5889;0.318;0.3256;-0.8139;-7.37;-0.51;1.07;106.0;-18.9;-17.89;-19.09;125.17;-11.97;1.75;5.0;;;;NaN;;;;0 / 0;94536;2021-12-24 16:30:48:608
-0.213;2.4431;8.688;-0.1025;2.2093;9.554;0.137;0.3342;0.6166;4.5;1.74;14.28;106.0;-19.8;-16.91;-19.31;119.78;-12.4;0.9;5.0;;;;NaN;;;;0 / 0;95036;2021-12-24 16:30:49:108
-1.0789;2.039;9.452;-0.5713;2.1564;9.5496;0.3745;-0.2542;-0.8817;0.13;9.23;-3.34;106.0;-19.01;-17.7;-19.99;123.83;-12.7;2.8;5.0;;;;NaN;;;;0 / 0;95536;2021-12-24 16:30:49:608
-0.852;2.381;9.524;-0.9656;2.4028;9.4586;-0.1344;0.4586;-0.2045;2.51;3.21;7.2;106.0;-19.39;-16.26;-20.34;118.29;-13.8;5.64;5.0;;;;NaN;;;;0 / 0;96036;2021-12-24 16:30:50:108
-1.7419;2.4;9.7151;-1.2673;2.2227;9.467;0.3944;-0.1473;-0.2307;-0.3;4.32;7.01;106.0;-19.2;-15.24;-20.4;116.45;-13.1;7.62;5.0;;;;NaN;;;;0 / 0;96536;2021-12-24 16:30:50:608
-1.6181;2.1251;9.435;-1.5644;2.3795;9.3841;0.0795;0.156;-0.0251;-1.04;4.75;8.32;106.0;-19.86;-14.1;-20.34;112.63;-14.04;9.46;5.0;;;;NaN;;;;0 / 0;97036;2021-12-24 16:30:51:108
-1.881;2.36;8.5331;-1.6729;2.233;9.4014;-0.0763;-0.0935;0.1939;-2.03;1.49;2.28;106.0;-20.4;-12.84;-21.6;109.85;-13.24;10.04;5.0;;;;NaN;;;;0 / 0;97536;2021-12-24 16:30:51:608
-1.8619;2.25;8.9591;-1.7313;2.3308;9.367;-0.1981;0.2985;-0.658;-1.02;0.65;7.62;106.0;-19.61;-10.8;-21.6;105.21;-13.67;10.56;5.0;;;;NaN;;;;0 / 0;98036;2021-12-24 16:30:52:108
-1.819;2.372;9.174;-1.7694;2.1057;9.4131;0.3826;-0.523;0.4236;-2.32;3.09;7.21;106.0;-19.74;-9.96;-22.31;101.58;-12.63;10.53;5.0;;;;NaN;;;;0 / 0;98536;2021-12-24 16:30:52:608
-2.135;2.228;9.462;-1.9714;2.3723;9.3089;0.184;0.226;-0.9065;-0.73;2.11;3.79;106.0;-18.9;-8.51;-22.56;100.29;-14.0;11.96;5.0;;;;NaN;;;;0 / 0;99036;2021-12-24 16:30:53:108
-1.5701;2.405;8.9681;-1.7234;2.14;9.4139;-0.1168;-0.1694;0.2445;0.47;-2.08;9.2;105.0;-19.99;-7.31;-22.56;96.77;-12.56;11.46;5.0;;;;NaN;;;;0 / 0;99535;2021-12-24 16:30:53:607
-1.479;2.235;9.342;-1.5482;2.1979;9.431;-0.1317;0.1139;-0.3212;-4.84;-0.69;4.33;106.0;-19.26;-5.46;-23.16;93.44;-13.33;9.51;5.0;;;;NaN;;;;0 / 0;100036;2021-12-24 16:30:54:108
-2.142;2.123;9.083;-1.7448;2.2426;9.386;0.2561;0.0302;-0.6708;-0.21;5.39;6.71;106.0;-17.46;-4.56;-23.7;88.03;-13.11;10.05;5.0;;;;NaN;;;;0 / 0;100536;2021-12-24 16:30:54:608
-0.842;2.048;9.488;-1.537;2.1867;9.4354;-0.5088;0.331;-0.1991;-0.2;-8.63;7.3;106.0;-16.74;-3.84;-24.24;88.32;-12.74;10.51;5.0;;;;NaN;;;;0 / 0;101036;2021-12-24 16:30:55:108
0.083;2.0171;10.244;-0.5209;1.981;9.5903;-0.5209;-0.1029;-0.6113;-3.14;-11.27;5.95;106.0;-16.09;-2.94;-24.36;84.35;-11.8;3.85;5.0;;;;NaN;;;;0 / 0;101536;2021-12-24 16:30:55:608
0.3011;1.962;9.495;-0.0125;2.0952;9.5802;-0.2105;-0.0614;-0.1574;1.1;-2.95;0.9;106.0;-15.54;-3.84;-24.9;85.05;-12.29;0.26;5.0;;;;NaN;;;;0 / 0;102035;2021-12-24 16:30:56:107
0.059;2.199;9.591;0.1354;2.2038;9.5549;-0.0135;0.0444;-0.0049;2.13;-0.24;-2.45;106.0;-15.36;-4.61;-25.01;87.12;-12.86;-0.83;5.0;;;;NaN;;;;0 / 0;102536;2021-12-24 16:30:56:608
0.1961;2.384;9.0761;0.2092;2.2173;9.5504;0.0866;-0.1254;0.2068;0.68;-0.5;-3.84;106.0;-15.06;-4.99;-24.66;86.68;-13.02;-1.28;5.0;;;;NaN;;;;0 / 0;103036;2021-12-24 16:30:57:108
-0.0739;2.2421;10.7801;0.1901;2.2361;9.5464;0.2402;-0.0119;-1.2236;-4.79;1.45;-9.27;104.0;-13.8;-5.59;-25.26;90.34;-13.18;-1.14;5.0;;;;NaN;;;;0 / 0;103536;2021-12-24 16:30:57:608
0.332;2.58;9.3011;0.0175;2.401;9.5082;-0.2412;-0.2005;0.3825;7.85;-1.15;-0.26;106.0;-14.4;-7.44;-25.09;93.62;-13.69;-0.06;5.0;;;;NaN;;;;0 / 0;104036;2021-12-24 16:30:58:108
0.284;2.1731;10.125;0.2913;2.1914;9.5542;0.0325;0.0666;-1.0833;-7.8;-7.24;-18.77;106.0;-14.4;-7.2;-24.96;94.94;-12.91;-1.75;5.0;;;;NaN;;;;0 / 0;104536;2021-12-24 16:30:58:608
0.11;2.4311;9.1961;0.3598;2.3712;9.5089;0.2169;0.0661;0.5506;6.83;1.68;4.92;105.0;-14.29;-8.51;-24.6;101.8;-13.66;-2.26;5.0;;;;NaN;;;;0 / 0;105036;2021-12-24 16:30:59:108
