ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.9071,2.24,9.785,0.8376,2.2203,9.5152,-0.0628,-0.0054,-0.266,-0.0437,0.0106,0.0923,0.36,14.1,-19.56,354.6,-13.43,-4.95,5.0,45.38502,15.18498,412.3,NaN,95.36,1.6,92.73,21 / 39,701522,2021-12-17 08:28:12:883
0.584,2.151,9.287,0.737,2.2996,9.5047,0.165,0.0931,0.3654,0.0304,0.0469,-0.0601,0.41,13.61,-19.01,355.35,-13.56,-4.43,5.0,45.38502,15.18498,412.3,NaN,95.36,1.6,92.73,21 / 39,702022,2021-12-17 08:28:13:383
0.813,2.2421,9.471,0.6465,2.2829,9.5153,-0.1105,0.0957,0.3071,-0.0165,-0.0238,-0.0181,-0.24,14.21,-19.74,355.91,-13.56,-3.75,5.0,45.385014,15.185315,411.0,NaN,94.18,1.7,91.08,21 / 39,702521,2021-12-17 08:28:13:882
0.794,1.8641,9.287,0.6762,2.1777,9.5379,0.1395,-0.0049,-0.0538,-0.0311,0.0022,-0.08,-0.6,14.94,-19.2,358.82,-13.05,-4.19,5.0,45.385014,15.185315,411.0,NaN,94.18,1.7,91.08,21 / 39,703021,2021-12-17 08:28:14:382
0.938,1.922,9.632,0.7687,2.041,9.5611,-0.2801,0.0524,-0.409,-0.0441,-0.0151,0.1125,0.06,15.11,-20.1,355.38,-12.3,-4.38,5.0,45.385014,15.185652,409.5,NaN,95.48,1.7,89.51,20 / 39,703522,2021-12-17 08:28:14:883
0.6941,1.809,9.21,0.9318,1.9986,9.5555,-0.2691,-0.0473,-0.1851,0.008,-0.0109,-0.0682,-0.41,15.36,-19.91,354.07,-11.68,-5.58,5.0,45.385014,15.185652,409.5,NaN,95.48,1.7,89.51,20 / 39,704021,2021-12-17 08:28:15:382
0.7631,1.811,9.416,0.9407,1.9598,9.5627,0.0109,-0.1753,-0.3983,0.0301,0.0051,0.0939,0.11,15.3,-19.99,354.08,-11.55,-5.56,5.0,45.385017,15.18599,408.3,NaN,94.17,1.7,88.29,20 / 39,704521,2021-12-17 08:28:15:882
0.957,1.847,9.605,0.9634,1.9488,9.5627,0.0113,0.1192,-0.0417,-0.0282,-0.0074,-0.0528,-0.24,16.01,-19.99,354.16,-11.62,-5.78,5.0,45.385017,15.18599,408.3,NaN,94.17,1.7,88.29,20 / 39,705022,2021-12-17 08:28:16:383
1.034,2.0651,9.564,0.9276,2.0144,9.5526,0.1171,0.0762,-0.0768,0.0421,0.0375,0.0803,-0.41,16.01,-19.5,354.51,-11.72,-5.67,5.0,45.38503,15.186325,406.8,NaN,94.09,1.7,87.4,20 / 39,705521,2021-12-17 08:28:16:882
0.801,1.989,9.653,0.9213,1.9471,9.5672,-0.2364,-0.0687,-0.3621,-0.0115,0.0154,0.0974,-0.06,16.09,-19.91,354.42,-11.51,-5.5,5.0,45.38503,15.186325,406.8,NaN,94.09,1.7,87.4,20 / 39,706022,2021-12-17 08:28:17:383
0.708,2.159,9.5501,0.9544,1.9716,9.5589,-0.2019,-0.0195,-0.3019,0.0184,0.0041,-0.0161,-0.06,16.39,-20.21,354.18,-11.56,-5.75,5.0,45.385044,15.186655,405.9,NaN,92.36,1.7,85.89,21 / 39,706521,2021-12-17 08:28:17:882
0.7181,2.192,9.521,0.9533,2.1408,9.5225,-0.2044,0.0569,-0.1071,0.0228,-0.0077,0.0414,-0.41,16.5,-20.21,354.62,-12.49,-5.65,5.0,45.385044,15.186655,405.9,NaN,92.36,1.7,85.89,21 / 39,707021,2021-12-17 08:28:18:382
0.959,2.3051,9.7181,0.9888,2.1981,9.5058,-0.0603,-0.1666,-0.3125,0.0485,0.0034,0.0265,0.11,17.16,-19.5,354.61,-12.63,-5.91,5.0,45.385063,15.186982,405.3,NaN,93.16,1.7,83.67,21 / 39,707521,2021-12-17 08:28:18:882
0.591,2.19,9.335,0.8128,2.2783,9.5036,0.1722,-0.0337,-0.1279,-0.0133,0.0308,-0.0366,0.24,17.64,-20.51,355.17,-13.48,-5.17,5.0,45.385063,15.186982,405.3,NaN,93.16,1.7,83.67,21 / 39,708022,2021-12-17 08:28:19:383
0.777,2.171,9.213,0.7443,2.2927,9.5058,0.1446,0.0204,-0.2197,-0.015,0.0198,0.0861,0.66,16.99,-19.86,353.14,-13.53,-4.45,5.0,45.385098,15.187317,403.4,NaN,95.52,1.8,81.97,21 / 39,708521,2021-12-17 08:28:19:882
0.7421,2.001,9.146,0.8338,2.2747,9.5027,0.0942,0.1356,-0.1809,0.0017,-0.0221,-5.0E-4,0.41,17.94,-20.29,355.63,-13.38,-4.85,5.0,45.385098,15.187317,403.4,NaN,95.52,1.8,81.97,21 / 39,709021,2021-12-17 08:28:20:382
0.6701,2.271,9.4211,0.77,2.2379,9.5168,0.1448,-0.0057,0.0507,-0.0018,0.0056,-0.0689,0.19,17.81,-20.46,355.62,-13.23,-4.85,5.0,45.38513,15.187652,401.7,NaN,95.5,1.8,80.91,21 / 39,709522,2021-12-17 08:28:20:883
0.789,2.3171,9.308,0.7913,2.2384,9.5149,-0.3054,-0.1159,-0.2394,6.0E-4,-0.021,0.0725,0.84,18.3,-20.4,353.33,-13.27,-4.54,5.0,45.38513,15.187652,401.7,NaN,95.5,1.8,80.91,21 / 39,710022,2021-12-17 08:28:21:383
0.9521,2.408,9.536,0.9005,2.2862,9.4938,-0.01,-0.0324,-0.0807,0.0085,-0.0197,-0.0197,0.84,18.24,-20.46,352.57,-13.48,-5.42,5.0,45.385178,15.187988,400.3,NaN,95.92,1.9,79.72,20 / 39,710521,2021-12-17 08:28:21:882
0.9431,2.3981,9.4901,0.9928,2.2405,9.4955,-0.2472,0.021,-0.0783,0.0058,-0.0059,0.1283,1.44,18.66,-20.4,352.59,-13.25,-5.74,5.0,45.385178,15.187988,400.3,NaN,95.92,1.9,79.72,20 / 39,711021,2021-12-17 08:28:22:382
0.981,2.321,9.5021,0.9856,2.2619,9.4912,0.1181,-0.1064,-0.0302,-0.0164,0.0114,-0.0529,1.31,18.49,-20.34,351.96,-13.41,-6.11,5.0,45.385223,15.188322,399.1,NaN,95.79,1.9,78.17,20 / 38,711522,2021-12-17 08:28:22:883
0.8831,2.1491,9.366,0.9375,2.2825,9.4911,0.2293,0.0352,0.2157,-0.0168,7.0E-4,-0.0087,0.84,18.54,-20.81,352.52,-13.53,-5.66,5.0,45.385223,15.188322,399.1,NaN,95.79,1.9,78.17,20 / 38,712021,2021-12-17 08:28:23:382
0.866,2.2691,9.452,0.9726,2.2184,9.5028,0.114,-0.0431,0.0641,-0.0077,-0.0197,-0.0428,0.84,19.61,-20.21,352.82,-13.07,-5.81,5.0,45.385277,15.188653,397.5,NaN,96.42,1.9,77.64,21 / 39,712521,2021-12-17 08:28:23:882
0.9191,2.0051,9.9911,0.8744,2.138,9.5307,0.2045,0.0187,-0.1314,-0.0522,0.0237,-0.0249,0.66,19.91,-20.64,352.97,-12.95,-5.42,5.0,45.385277,15.188653,397.5,NaN,96.42,1.9,77.64,21 / 39,713021,2021-12-17 08:28:24:382
0.4901,2.0681,9.474,0.723,2.0661,9.5592,0.4233,0.0503,-0.1248,0.0125,0.0193,0.0389,1.31,19.69,-21.0,353.77,-12.12,-4.42,5.0,45.38533,15.18899,396.0,NaN,97.7,1.9,76.47,21 / 39,713521,2021-12-17 08:28:24:882
0.986,2.036,9.617,0.7525,2.0645,9.5573,0.0667,-0.1217,-0.0296,0.0212,-0.0029,0.0165,1.56,20.16,-21.06,351.39,-12.02,-4.43,5.0,45.38533,15.18899,396.0,NaN,97.7,1.9,76.47,21 / 39,714021,2021-12-17 08:28:25:382
0.9071,2.1011,9.77,0.7813,2.0495,9.5582,-0.1309,-0.0187,-0.0718,-0.0099,0.0022,-0.0117,1.8,19.99,-20.51,351.18,-12.12,-4.69,5.0,45.3854,15.189325,394.6,NaN,96.65,1.9,75.1,21 / 39,714522,2021-12-17 08:28:25:883
0.9641,1.9721,9.581,0.7827,2.0036,9.5678,-0.0618,0.1103,0.0472,-0.0095,0.0045,0.0472,2.4,20.89,-21.41,351.53,-11.82,-4.65,5.0,45.3854,15.189325,394.6,NaN,96.65,1.9,75.1,21 / 39,715021,2021-12-17 08:28:26:382
0.8561,1.934,9.758,0.8282,1.9657,9.5719,7.0E-4,-0.1019,-0.2328,-0.0169,1.0E-4,0.0294,2.16,20.81,-20.94,351.3,-11.65,-4.9,5.0,45.385468,15.189657,393.3,NaN,97.23,1.9,73.06,21 / 39,715521,2021-12-17 08:28:26:882
0.5021,1.8071,9.2891,0.7293,2.005,9.5718,0.131,-0.0833,-0.1405,0.0216,0.0455,-0.1149,2.29,20.89,-21.19,351.77,-11.8,-4.36,5.0,45.385468,15.189657,393.3,NaN,97.23,1.9,73.06,21 / 39,716022,2021-12-17 08:28:27:383
1.002,1.862,9.524,0.643,1.9962,9.5798,-0.2424,-0.0333,0.1545,-0.0124,-0.033,0.0527,2.4,21.54,-21.36,352.62,-11.83,-3.68,5.0,45.38554,15.189988,391.9,NaN,97.45,1.8,72.24,20 / 39,716521,2021-12-17 08:28:27:882
0.8111,2.034,9.6461,0.9335,1.9851,9.5582,-0.0608,-0.1124,-0.4528,0.0043,-0.0397,0.029,2.1,20.7,-21.6,350.73,-11.69,-5.43,5.0,45.38554,15.189988,391.9,NaN,97.45,1.8,72.24,20 / 39,717022,2021-12-17 08:28:28:383
0.789,1.821,9.351,0.8052,2.0893,9.5476,0.0289,0.2778,0.2041,-0.023,0.0154,0.0048,2.46,21.66,-21.84,351.34,-12.11,-5.16,5.0,45.385616,15.190318,390.6,NaN,97.69,1.8,70.29,20 / 39,717522,2021-12-17 08:28:28:883
0.84,2.108,10.0001,0.89,1.9184,9.5759,0.1,-0.002,-0.2307,-0.0088,-0.0232,0.0023,2.51,22.2,-22.01,348.99,-11.28,-5.31,5.0,45.385616,15.190318,390.6,NaN,97.69,1.8,70.29,20 / 39,718021,2021-12-17 08:28:29:382
0.6071,2.0651,9.4301,0.8047,2.0268,9.5611,0.2055,-0.0299,0.1358,0.0248,0.0287,0.0215,3.3,22.39,-22.14,349.26,-11.74,-5.04,5.0,45.385704,15.190642,389.2,NaN,96.68,1.8,68.88,20 / 39,718522,2021-12-17 08:28:29:883
0.6701,2.118,9.993,0.7591,1.9969,9.5711,-0.2352,-0.1006,-0.399,-0.0289,-0.0221,-0.0205,3.24,22.09,-21.96,349.67,-11.75,-4.53,5.0,45.385704,15.190642,389.2,NaN,96.68,1.8,68.88,20 / 39,719021,2021-12-17 08:28:30:382
0.6701,1.869,9.3731,0.735,2.0095,9.5704,-0.2048,0.1571,-0.0183,0.0124,0.0132,0.0129,3.11,22.86,-22.26,350.05,-11.68,-4.51,5.0,45.385796,15.190967,385.7,NaN,96.63,1.8,68.1,19 / 39,719522,2021-12-17 08:28:30:883
0.71,1.718,9.9071,0.7207,1.8254,9.6083,-0.2055,-0.1223,-0.4027,-0.0067,-0.0092,0.0193,3.19,22.8,-22.69,350.04,-10.73,-4.29,5.0,45.385796,15.190967,385.7,NaN,96.63,1.8,68.1,19 / 39,720021,2021-12-17 08:28:31:382
1.1051,2.9771,11.144,0.7118,1.7956,9.6146,-0.0237,-0.6833,-0.9003,-0.0067,0.021,-0.0025,3.79,23.04,-22.09,348.02,-10.59,-4.31,5.0,45.38589,15.191278,383.6,NaN,94.38,1.8,66.86,19 / 39,720522,2021-12-17 08:28:31:883
0.935,1.704,9.536,0.7963,1.856,9.5964,0.1562,0.0854,0.212,-0.0316,-0.0301,0.0243,2.7,23.7,-22.74,350.04,-10.91,-4.74,5.0,45.38589,15.191278,383.6,NaN,94.38,1.8,66.86,19 / 39,721021,2021-12-17 08:28:32:382
0.734,1.931,9.7751,0.825,1.7945,9.6057,-0.0194,-0.0851,-0.3508,0.0054,0.023,0.0032,3.9,23.7,-22.61,347.88,-10.54,-4.91,5.0,45.386,15.191585,381.5,NaN,95.46,1.8,64.1,19 / 39,721522,2021-12-17 08:28:32:883
1.0571,1.754,9.588,0.7467,1.8369,9.6041,0.3925,-0.0155,0.0426,-4.0E-4,0.0072,0.0029,3.54,23.81,-22.86,348.28,-10.8,-4.45,5.0,45.386,15.191585,381.5,NaN,95.46,1.8,64.1,19 / 39,722021,2021-12-17 08:28:33:382
1.1081,1.989,9.6701,0.8074,1.8518,9.5963,-0.0643,-0.055,-0.1967,0.0153,-0.015,0.0586,3.71,24.11,-22.31,348.19,-10.82,-4.67,5.0,45.38611,15.191887,379.8,NaN,94.88,1.9,62.86,20 / 39,722521,2021-12-17 08:28:33:882
0.897,2.171,9.428,0.8205,2.0041,9.5646,0.085,-0.2433,0.0712,0.0633,0.0103,0.0378,4.2,24.0,-22.44,348.1,-11.51,-4.9,5.0,45.38611,15.191887,379.8,NaN,94.88,1.9,62.86,20 / 39,723022,2021-12-17 08:28:34:383
0.959,2.25,9.5291,0.8433,2.1271,9.536,-0.1101,-0.1203,0.0154,-0.0085,-0.0021,0.0378,4.56,24.3,-22.86,346.12,-12.59,-5.03,5.0,45.386215,15.19218,378.1,NaN,94.41,1.8,62.13,20 / 39,723521,2021-12-17 08:28:34:882
0.95,2.4311,9.464,0.8459,2.2088,9.5171,-0.0939,-0.2156,0.0646,0.026,0.005,0.0047,4.44,24.6,-21.96,348.48,-12.85,-5.11,5.0,45.386215,15.19218,378.1,NaN,94.41,1.8,62.13,20 / 39,724021,2021-12-17 08:28:35:382
0.861,2.261,9.39,0.8377,2.2227,9.5146,-0.0203,-0.0383,0.1302,-0.0117,-0.0261,0.0237,4.31,24.71,-22.86,348.6,-13.19,-4.9,5.0,45.38633,15.19247,377.0,NaN,94.0,1.8,60.94,20 / 39,724522,2021-12-17 08:28:35:883
0.873,2.2661,9.426,0.8906,2.1936,9.5166,0.0462,-0.0946,0.1594,-0.0098,0.0087,0.0144,4.44,25.2,-22.86,348.22,-12.99,-5.37,5.0,45.38633,15.19247,377.0,NaN,94.0,1.8,60.94,20 / 39,725021,2021-12-17 08:28:36:382
0.8921,2.2781,9.543,0.8448,2.2547,9.5065,-0.0405,-0.0198,-0.0278,0.0048,0.0034,0.0012,4.61,24.66,-22.86,346.57,-13.25,-5.14,5.0,45.386448,15.192758,375.5,NaN,94.14,1.8,59.42,20 / 39,725521,2021-12-17 08:28:36:882
0.921,2.321,9.452,0.9015,2.2922,9.4923,0.2068,0.0721,0.2713,-0.0038,-0.0228,-0.0239,4.69,25.31,-22.5,346.46,-13.52,-5.43,5.0,45.386448,15.192758,375.5,NaN,94.14,1.8,59.42,20 / 39,726021,2021-12-17 08:28:37:382
0.9161,2.417,9.696,0.8853,2.2691,9.4994,0.2179,0.1307,0.0741,-0.0088,-0.0034,-0.0065,5.29,25.2,-23.1,346.4,-13.4,-5.39,5.0,45.386574,15.193042,375.3,NaN,94.51,1.8,57.83,21 / 39,726521,2021-12-17 08:28:37:882
1.175,2.537,10.311,0.8891,2.2374,9.5065,0.1672,0.1399,0.5035,0.0106,-0.0019,-0.0082,5.16,26.1,-23.34,346.83,-13.19,-5.34,5.0,45.386574,15.193042,375.3,NaN,94.51,1.8,57.83,21 / 39,727021,2021-12-17 08:28:38:382
0.914,2.367,9.687,0.8318,2.2238,9.5149,-0.1216,0.0173,-0.0193,-0.0091,0.0279,0.0054,5.04,25.61,-23.04,347.07,-13.11,-5.0,5.0,45.386703,15.193322,375.0,NaN,94.12,1.8,56.71,20 / 39,727522,2021-12-17 08:28:38:883
0.77,2.2061,9.332,0.8836,2.255,9.5029,-0.0153,0.0349,-0.0995,0.0077,0.0029,0.0186,5.59,26.04,-23.59,345.04,-13.26,-5.3,5.0,45.386703,15.193322,375.0,NaN,94.12,1.8,56.71,20 / 39,728021,2021-12-17 08:28:39:382
0.806,2.5301,9.6821,0.8006,2.2491,9.5116,-0.003,0.0154,-0.1997,0.0023,0.0149,-0.0318,5.34,26.16,-23.16,347.12,-13.22,-4.95,5.0,45.38684,15.193603,374.7,NaN,97.28,1.7,55.31,20 / 39,728521,2021-12-17 08:28:39:882
0.734,2.3501,9.555,0.6175,2.3078,9.5112,-0.0363,0.1013,0.1676,-0.0025,0.0129,0.0062,5.76,26.59,-23.29,346.6,-13.64,-3.82,5.0,45.38684,15.193603,374.7,NaN,97.28,1.7,55.31,20 / 39,729022,2021-12-17 08:28:40:383
0.8231,2.123,9.897,0.8054,2.1494,9.5342,-0.1015,-0.0909,-0.5029,-0.0366,-0.0314,0.0766,6.0,26.1,-23.4,345.55,-12.9,-4.59,5.0,45.386986,15.193885,374.1,NaN,97.68,1.7,53.76,19 / 39,729522,2021-12-17 08:28:40:883
0.8921,1.8761,9.3011,0.7971,2.0761,9.5512,0.0479,0.2101,0.4255,-0.0426,-0.0121,0.0368,6.49,26.29,-23.59,345.31,-12.38,-4.77,5.0,45.386986,15.193885,374.1,NaN,97.68,1.7,53.76,19 / 39,730021,2021-12-17 08:28:41:382
1.086,1.965,9.576,1.0337,1.9178,9.5616,-0.0342,-0.0407,-0.015,0.0142,-0.0436,-0.0054,5.94,27.66,-23.1,345.34,-11.24,-5.86,5.0,45.38713,15.194163,373.4,NaN,99.3,1.7,51.77,19 / 39,730522,2021-12-17 08:28:41:883
0.761,2.0771,9.926,0.937,1.9695,9.561,0.1604,-0.0977,-0.3526,0.0011,0.0697,-0.0165,6.36,27.19,-23.89,344.82,-11.58,-5.92,5.0,45.38713,15.194163,373.4,NaN,99.3,1.7,51.77,19 / 39,731022,2021-12-17 08:28:42:383
0.809,2.111,9.9,0.7488,1.9873,9.5739,-0.0562,-0.1068,-0.315,0.0179,0.0153,0.0162,7.14,27.49,-24.0,344.05,-11.56,-4.59,5.0,45.387287,15.194437,372.9,NaN,98.24,1.7,50.83,20 / 39,731521,2021-12-17 08:28:42:882
0.648,1.905,9.464,0.6972,2.0821,9.5577,0.0467,0.1685,0.1103,-0.0562,0.03,0.0278,7.01,27.9,-23.76,344.9,-12.26,-4.17,5.0,45.387287,15.194437,372.9,NaN,98.24,1.7,50.83,20 / 39,732021,2021-12-17 08:28:43:382
0.7871,1.943,9.363,0.788,1.9809,9.5721,0.0116,-0.1166,0.1877,0.044,-0.037,-0.0175,6.84,27.36,-23.94,343.98,-11.65,-4.71,5.0,45.387447,15.194707,371.9,NaN,98.2,1.8,49.83,20 / 39,732522,2021-12-17 08:28:43:883
0.8681,2.115,9.9,0.7918,1.9539,9.5774,0.0399,-0.0973,-0.0695,-0.0283,0.0018,-0.0022,7.5,28.44,-23.4,342.83,-11.67,-4.72,5.0,45.387447,15.194707,371.9,NaN,98.2,1.8,49.83,20 / 39,733022,2021-12-17 08:28:44:383
0.816,1.895,9.33,0.8109,2.017,9.5627,0.3386,0.1589,0.317,0.026,0.0176,0.0121,7.61,28.09,-24.06,342.61,-11.67,-4.99,5.0,45.38762,15.19497,371.7,NaN,99.34,1.8,48.05,20 / 39,733522,2021-12-17 08:28:44:883
0.5621,1.785,9.351,0.7713,1.8609,9.5975,0.2217,0.0711,0.2543,-0.0111,-0.0148,0.0318,8.21,28.01,-23.81,342.87,-11.03,-4.47,5.0,45.38762,15.19497,371.7,NaN,99.34,1.8,48.05,20 / 39,734021,2021-12-17 08:28:45:382
1.0841,2.2211,9.902,0.7557,1.8167,9.6072,-0.3231,-0.4003,-0.2951,0.0114,0.0128,0.0129,8.34,28.44,-24.06,342.75,-10.66,-4.56,5.0,45.38779,15.195227,371.1,NaN,98.04,1.7,47.1,20 / 39,734521,2021-12-17 08:28:45:882
0.7421,1.529,9.687,0.6843,1.8546,9.6053,-0.1329,0.0704,-0.106,-0.0503,0.0025,0.0166,8.04,28.2,-24.06,343.19,-11.23,-4.05,5.0,45.38779,15.195227,371.1,NaN,98.04,1.7,47.1,20 / 39,735021,2021-12-17 08:28:46:382
0.7421,1.85,9.5,0.7578,1.8399,9.6027,0.0359,0.2599,0.2455,0.0263,-0.0066,0.0558,8.51,28.2,-23.76,341.28,-10.63,-4.31,5.0,45.38796,15.195477,370.0,NaN,97.52,1.8,45.7,20 / 39,735522,2021-12-17 08:28:46:883
0.9431,1.941,9.969,0.7895,1.8265,9.6027,-0.1444,-0.1069,-0.3544,0.0105,-0.0084,0.007,8.81,28.69,-24.11,341.57,-10.73,-4.7,5.0,45.38796,15.195477,370.0,NaN,97.52,1.8,45.7,20 / 39,736021,2021-12-17 08:28:47:382
0.225,1.3061,9.311,0.7263,1.8347,9.6061,0.4965,0.5371,0.305,-0.0199,0.0595,-0.0128,9.19,28.99,-24.41,341.82,-10.78,-4.32,5.0,45.38813,15.19572,368.8,NaN,96.49,1.8,44.39,19 / 39,736521,2021-12-17 08:28:47:882
0.4571,1.551,9.098,0.6394,1.8377,9.6117,-0.0684,0.262,0.1856,0.0241,0.003,0.0287,9.66,28.74,-24.24,340.6,-10.8,-3.81,5.0,45.38813,15.19572,368.8,NaN,96.49,1.8,44.39,19 / 39,737021,2021-12-17 08:28:48:382
0.8591,1.941,9.9311,0.6988,1.8463,9.6059,0.0686,-0.0737,0.1662,0.0022,-0.0169,-0.0038,10.2,29.76,-24.84,340.89,-10.85,-4.16,5.0,45.38831,15.195952,367.8,NaN,95.98,1.8,42.77,20 / 39,737521,2021-12-17 08:28:48:882
0.708,1.8191,9.4181,0.817,1.8292,9.5999,0.3077,-0.0258,0.2561,-0.0117,-0.0267,0.0019,9.19,29.29,-24.0,341.46,-10.75,-4.86,5.0,45.38831,15.195952,367.8,NaN,95.98,1.8,42.77,20 / 39,738021,2021-12-17 08:28:49:382
0.8321,1.977,9.4781,0.8414,2.0665,9.5495,-0.0608,-0.0086,0.078,0.0374,-0.028,-0.0155,9.19,28.74,-24.3,341.61,-11.97,-4.93,5.0,45.388485,15.19617,366.6,NaN,93.86,1.7,41.51,20 / 39,738522,2021-12-17 08:28:49:883
0.995,2.0921,9.938,0.9939,2.1197,9.5231,-0.0876,-0.0153,-0.2701,-0.0038,-0.0045,0.0054,9.79,29.64,-24.0,340.05,-12.5,-5.93,5.0,45.388485,15.19617,366.6,NaN,93.86,1.7,41.51,20 / 39,739022,2021-12-17 08:28:50:383
0.6,2.1851,9.098,0.9195,2.2762,9.4944,-0.2383,0.2331,-0.1352,0.0414,0.0096,0.0055,9.84,29.1,-24.9,339.82,-13.15,-5.57,5.0,45.38866,15.196383,365.3,NaN,94.34,1.7,40.49,20 / 39,739521,2021-12-17 08:28:50:882
0.8591,2.405,9.821,0.959,2.2391,9.4993,0.1281,-0.0355,-0.3482,-0.0261,-0.0133,-0.0117,10.26,29.4,-24.49,339.72,-13.2,-5.76,5.0,45.38866,15.196383,365.3,NaN,94.34,1.7,40.49,20 / 39,740022,2021-12-17 08:28:51:383
0.852,2.2691,9.416,0.8025,2.3072,9.4975,0.0633,-0.023,0.4542,-0.0044,0.0249,0.0215,10.86,30.11,-24.66,339.42,-13.61,-4.83,5.0,45.38884,15.196592,364.8,NaN,94.4,1.7,39.72,21 / 39,740522,2021-12-17 08:28:51:883
0.8111,2.228,9.5141,0.807,2.2521,9.5104,0.2622,-0.0361,0.4528,0.023,-0.0103,0.0267,11.04,30.0,-24.66,339.4,-13.18,-4.75,5.0,45.38884,15.196592,364.8,NaN,94.4,1.7,39.72,21 / 39,741022,2021-12-17 08:28:52:383
1.1291,2.187,9.9761,0.882,2.2552,9.503,-0.2098,0.0721,-0.4686,-0.0071,-0.0214,0.0767,11.46,29.94,-24.9,339.24,-13.36,-5.06,5.0,45.38903,15.1968,363.8,NaN,97.54,1.7,37.64,21 / 39,741521,2021-12-17 08:28:52:882
1.323,2.24,9.4451,1.1419,2.2504,9.4764,0.0473,0.1856,0.4165,0.0173,-0.0494,7.0E-4,10.86,29.4,-25.39,337.68,-13.16,-6.59,5.0,45.38903,15.1968,363.8,NaN,97.54,1.7,37.64,21 / 39,742022,2021-12-17 08:28:53:383
1.278,2.4791,10.2611,1.3086,2.2174,9.4626,0.0443,-0.271,-0.7916,-0.0305,-0.004,-0.026,10.69,30.19,-24.36,337.6,-13.21,-7.76,5.0,45.38923,15.197007,362.8,NaN,97.63,1.7,36.43,21 / 39,742521,2021-12-17 08:28:53:882
1.452,2.214,9.399,1.3334,2.2031,9.4625,0.0701,0.2173,0.5505,0.0408,-0.0146,-0.0194,11.04,29.89,-24.41,337.38,-12.83,-8.03,5.0,45.38923,15.197007,362.8,NaN,97.63,1.7,36.43,21 / 39,743021,2021-12-17 08:28:54:382
1.3661,2.0891,9.732,1.3847,2.1479,9.4678,-0.0863,0.064,-0.3797,-0.0474,0.0102,0.0326,11.21,29.46,-24.71,336.53,-12.93,-8.36,5.0,45.389423,15.197213,361.3,NaN,97.21,1.7,36.34,21 / 39,743522,2021-12-17 08:28:54:883
1.244,1.965,9.086,1.3178,2.0333,9.5026,0.296,0.2744,0.4407,0.0191,0.0032,-0.0172,10.69,30.24,-24.36,337.24,-12.0,-8.04,5.0,45.389423,15.197213,361.3,NaN,97.21,1.7,36.34,21 / 39,744021,2021-12-17 08:28:55:382
1.811,1.9001,9.474,1.3942,1.8758,9.5241,-0.3706,-0.2657,-0.4968,0.0146,-0.0536,0.0157,10.99,30.54,-24.66,337.74,-11.33,-7.85,5.0,45.389626,15.197423,360.0,NaN,98.13,1.7,36.06,20 / 39,744522,2021-12-17 08:28:55:883
1.4,1.886,9.3851,1.5312,1.9218,9.4938,0.2775,0.1796,0.3925,-0.0298,0.0131,0.0711,12.11,29.94,-24.9,334.96,-11.3,-9.16,5.0,45.389626,15.197423,360.0,NaN,98.13,1.7,36.06,20 / 39,745022,2021-12-17 08:28:56:383
1.304,2.154,7.314,1.4909,1.896,9.5054,-0.3834,-0.5494,-1.6578,0.0407,-0.0069,0.0281,11.89,30.19,-25.14,335.08,-11.15,-8.91,5.0,45.389824,15.19763,358.7,NaN,98.69,1.7,35.88,19 / 39,745521,2021-12-17 08:28:56:882
0.7031,1.563,9.0401,1.0145,1.9268,9.5618,0.2459,-0.5226,1.7216,0.1272,0.1438,-0.0892,13.31,29.59,-24.54,335.42,-11.33,-6.06,5.0,45.389824,15.19763,358.7,NaN,98.69,1.7,35.88,19 / 39,746022,2021-12-17 08:28:57:383
0.909,2.075,9.878,0.9452,2.0257,9.5485,-0.0012,-0.1996,-0.526,-0.0485,0.0285,0.0393,13.86,30.06,-25.26,334.39,-11.92,-5.65,5.0,45.390022,15.197835,357.4,NaN,98.99,1.7,35.66,20 / 39,746522,2021-12-17 08:28:57:883
0.737,2.0321,9.143,0.7751,2.0754,9.5531,0.0533,-0.0246,-0.0544,0.0473,0.0518,-0.0095,13.69,29.4,-24.84,334.04,-11.78,-5.09,5.0,45.390022,15.197835,357.4,NaN,98.99,1.7,35.66,20 / 39,747022,2021-12-17 08:28:58:383
1.151,2.283,9.6461,0.7621,1.9978,9.5707,-0.2897,-0.2345,-0.1848,0.0029,-0.0502,-0.0015,13.8,29.89,-25.44,335.02,-11.75,-4.55,5.0,45.39023,15.198037,356.2,NaN,99.29,1.8,34.92,19 / 39,747522,2021-12-17 08:28:58:883
