sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
7.2379;0.4765;6.2562;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.99;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482309;2021-12-12 13:58:49:264
7.676;0.4046;6.4598;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.99;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482811;2021-12-12 13:58:49:766
7.676;0.4046;6.4598;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.99;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482812;2021-12-12 13:58:49:767
7.676;0.4046;6.4598;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.99;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482813;2021-12-12 13:58:49:768
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482813;2021-12-12 13:58:49:768
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482824;2021-12-12 13:58:49:779
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482824;2021-12-12 13:58:49:779
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482825;2021-12-12 13:58:49:780
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482825;2021-12-12 13:58:49:780
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482825;2021-12-12 13:58:49:780
7.6377;0.1939;5.9258;7.5553;0.6236;6.2209;-0.2384;-0.377;0.4376;-0.0566;-0.0489;-0.0178;131.0;-13.86;-6.36;5.28;113.27;-3.72;-50.39;0.0;1001.97;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;482826;2021-12-12 13:58:49:781
6.2419;2.3895;6.874;6.2674;1.9195;7.2942;-0.0256;0.47;-0.4202;0.0705;0.0092;0.0299;118.0;-14.28;-2.82;4.38;97.9;-10.37;-41.45;0.0;1001.85;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483169;2021-12-12 13:58:50:124
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483930;2021-12-12 13:58:50:885
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483931;2021-12-12 13:58:50:886
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483932;2021-12-12 13:58:50:887
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483932;2021-12-12 13:58:50:887
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483933;2021-12-12 13:58:50:888
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483934;2021-12-12 13:58:50:889
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483962;2021-12-12 13:58:50:917
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483962;2021-12-12 13:58:50:917
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483963;2021-12-12 13:58:50:918
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483963;2021-12-12 13:58:50:918
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483963;2021-12-12 13:58:50:918
6.1892;2.4757;7.1852;6.2164;2.0106;7.3133;-0.0272;0.4651;-0.128;0.0625;-0.0012;0.036;118.0;-13.26;-3.24;4.26;98.44;-11.64;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483963;2021-12-12 13:58:50:918
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483982;2021-12-12 13:58:50:937
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483987;2021-12-12 13:58:50:942
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483987;2021-12-12 13:58:50:942
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483988;2021-12-12 13:58:50:943
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483988;2021-12-12 13:58:50:943
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483988;2021-12-12 13:58:50:943
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483989;2021-12-12 13:58:50:944
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483989;2021-12-12 13:58:50:944
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483990;2021-12-12 13:58:50:945
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483990;2021-12-12 13:58:50:945
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483991;2021-12-12 13:58:50:946
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483991;2021-12-12 13:58:50:946
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483991;2021-12-12 13:58:50:946
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483992;2021-12-12 13:58:50:947
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483992;2021-12-12 13:58:50:947
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483992;2021-12-12 13:58:50:947
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483992;2021-12-12 13:58:50:947
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483993;2021-12-12 13:58:50:948
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483993;2021-12-12 13:58:50:948
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483993;2021-12-12 13:58:50:948
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483994;2021-12-12 13:58:50:949
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483994;2021-12-12 13:58:50:949
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483994;2021-12-12 13:58:50:949
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483995;2021-12-12 13:58:50:950
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483995;2021-12-12 13:58:50:950
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483995;2021-12-12 13:58:50:950
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483996;2021-12-12 13:58:50:951
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483996;2021-12-12 13:58:50:951
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483996;2021-12-12 13:58:50:951
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483997;2021-12-12 13:58:50:952
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483997;2021-12-12 13:58:50:952
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483997;2021-12-12 13:58:50:952
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483997;2021-12-12 13:58:50:952
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483998;2021-12-12 13:58:50:953
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483998;2021-12-12 13:58:50:953
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483998;2021-12-12 13:58:50:953
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483999;2021-12-12 13:58:50:954
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483999;2021-12-12 13:58:50:954
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;483999;2021-12-12 13:58:50:954
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484000;2021-12-12 13:58:50:955
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;1001.87;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484000;2021-12-12 13:58:50:955
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484000;2021-12-12 13:58:50:955
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484001;2021-12-12 13:58:50:956
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484001;2021-12-12 13:58:50:956
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484001;2021-12-12 13:58:50:956
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484003;2021-12-12 13:58:50:958
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484004;2021-12-12 13:58:50:959
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484004;2021-12-12 13:58:50:959
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484004;2021-12-12 13:58:50:959
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484005;2021-12-12 13:58:50:960
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484005;2021-12-12 13:58:50:960
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484005;2021-12-12 13:58:50:960
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484005;2021-12-12 13:58:50:960
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484005;2021-12-12 13:58:50:960
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484005;2021-12-12 13:58:50:960
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484006;2021-12-12 13:58:50:961
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484006;2021-12-12 13:58:50:961
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484006;2021-12-12 13:58:50:961
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484006;2021-12-12 13:58:50:961
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484006;2021-12-12 13:58:50:961
6.9027;0.9386;6.941;6.8447;0.9666;6.956;0.058;-0.0281;-0.015;0.0357;-0.0104;-0.0269;118.0;17.4;-18.0;-11.52;229.02;-11.83;-40.37;0.0;995.06;45.242695;14.562792;268.28;NaN;;39.13;25.806452;52.92;21 / 22;484007;2021-12-12 13:58:50:962
