sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);ATMOSPHERIC PRESSURE (hPa);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.5906;8.3177;10.4989;-2.7706;0.5714;9.3898;0.18;7.7464;1.1091;-0.3012;-0.3318;0.3375;1083.0;31.44;4.5;-14.46;283.71;-3.34;16.44;3.1;999.52;45.07495;14.670279;367.04;NaN;;0.04;12.903226;37.01;0 / 0;14;2021-12-12 13:50:46:969
-1.4461;4.5132;6.0551;-2.4346;0.4844;9.4873;1.022;4.1485;-2.0555;0.5961;-0.0881;-0.1054;1065.0;33.12;6.72;-14.82;286.03;-2.83;14.39;3.1;999.49;45.07495;14.670279;367.04;NaN;;0.04;12.903226;37.01;0 / 8;513;2021-12-12 13:50:47:468
-2.4086;5.6457;7.2187;-2.8904;0.6648;9.3474;2.2415;4.9833;-3.1678;0.0152;-0.0508;0.1115;1112.0;33.42;6.3;-12.54;284.05;-3.06;15.15;3.1;999.49;45.07495;14.670279;367.04;NaN;;0.04;12.903226;37.01;0 / 8;1014;2021-12-12 13:50:47:969
-2.3488;5.8708;9.0863;-3.0201;0.8104;9.2947;1.1311;4.4498;-0.5748;0.1991;-0.2652;-0.1359;1107.0;33.36;6.06;-12.12;285.67;-4.74;18.0;3.1;999.45;45.07495;14.670279;367.04;NaN;;0.04;12.903226;37.01;0 / 8;1514;2021-12-12 13:50:48:469
-0.2299;5.2459;8.0232;-2.0726;0.8616;9.5463;-0.4102;5.7322;1.1681;-0.1992;-0.2035;0.2208;1172.0;33.18;5.1;-13.68;283.07;-5.04;12.25;3.1;999.43;45.07495;14.670279;367.04;NaN;;0.04;12.903226;37.01;0 / 8;2013;2021-12-12 13:50:48:968
-2.9904;-0.6201;18.5892;-2.4765;-0.8948;9.4465;-0.2171;4.2635;1.1673;-2.6286;2.951;-0.8433;1008.0;33.78;7.44;-15.18;279.49;5.24;14.69;3.1;999.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;2513;2021-12-12 13:50:49:468
6.0288;1.743;7.5061;3.0959;-2.2493;9.0292;0.9289;3.6979;-0.6516;-0.545;-0.2121;-0.8188;1210.0;10.14;6.9;-28.8;273.84;13.26;-18.93;3.1;999.33;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;3013;2021-12-12 13:50:49:968
0.0886;3.4142;8.1956;3.7869;0.09;9.0456;-3.6983;3.3242;-0.8499;0.4953;0.1972;-2.4279;165.0;15.36;22.8;-26.46;310.9;7.34;-21.84;3.1;999.22;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;3513;2021-12-12 13:50:50:468
7.8077;5.4829;2.6385;7.7792;3.0491;5.1339;1.3879;6.4341;-3.3825;-0.7612;-0.3831;0.4762;2977.0;-13.26;1.8;-30.42;300.22;-18.11;-56.58;0.0;999.31;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;4014;2021-12-12 13:50:50:969
5.7199;6.5938;4.1924;9.0276;3.1276;2.2114;-3.1813;3.355;-6.3556;2.4666;-2.0105;2.5684;566.0;-14.28;2.58;-28.08;308.0;-26.06;-61.42;0.0;999.19;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;4514;2021-12-12 13:50:51:469
9.85;4.0846;-2.2363;9.7413;-0.3008;-1.0894;-0.9975;3.7264;-0.3116;0.1789;-0.1479;-0.076;60.0;-13.68;11.1;-20.04;297.5;2.53;-89.67;0.0;999.11;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;5013;2021-12-12 13:50:51:968
8.7439;2.1716;-3.5363;9.6592;0.1024;-1.6907;0.2508;2.2161;-1.6641;0.2009;0.0598;-0.1493;15.0;-15.96;5.76;-20.1;284.64;-0.06;-102.61;0.0;999.24;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;5514;2021-12-12 13:50:52:469
9.0408;3.1509;-3.3735;9.7306;0.316;-1.1773;-0.4267;2.7289;-1.1938;0.0054;-0.0508;-0.0259;18.0;-13.5;6.96;-20.82;288.14;-1.64;-96.21;0.0;999.1;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;6014;2021-12-12 13:50:52:969
8.4494;2.5547;-2.2171;9.7096;0.3192;-1.3382;-1.2796;1.9123;-1.3229;0.003;-0.0038;-0.0211;20.0;-13.2;7.02;-21.24;287.97;-1.87;-97.85;0.0;999.09;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;6513;2021-12-12 13:50:53:468
9.5556;3.2538;-3.0407;9.683;0.5844;-1.438;-1.7413;2.1655;-1.0603;0.0231;0.108;0.1298;20.0;-13.74;6.36;-21.36;286.2;-3.42;-98.45;0.0;999.06;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;7014;2021-12-12 13:50:53:969
9.3449;2.696;-2.423;9.698;0.6078;-1.3229;-1.458;2.1454;-1.0871;0.014;0.0408;0.0321;19.0;-12.84;6.6;-20.4;289.32;-3.05;-97.37;0.0;999.0;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;7514;2021-12-12 13:50:54:469
8.9929;1.8077;-3.4118;9.6631;0.6684;-1.5323;-0.7242;1.5455;-1.2678;0.0213;-0.0508;0.142;20.0;-12.84;7.38;-21.72;288.14;-4.44;-98.08;0.0;998.92;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;8013;2021-12-12 13:50:54:968
8.5643;2.4302;-1.937;9.7102;0.8789;-1.0535;0.9678;1.5602;-0.8606;0.0451;0.0219;-0.0455;21.0;-13.02;7.74;-21.06;291.89;-5.01;-95.72;0.0;998.89;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;8514;2021-12-12 13:50:55:469
10.5779;2.854;-1.7526;9.7257;0.9584;-0.8137;-2.4674;0.7102;0.2041;0.039;0.053;0.1708;25.0;-11.16;6.6;-21.6;288.99;-5.61;-94.78;0.0;998.86;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;9013;2021-12-12 13:50:55:968
9.6729;3.3424;-1.3432;9.7222;1.0888;-0.6806;0.0579;2.1947;-0.1779;0.0421;-0.1919;0.0333;25.0;-11.4;6.18;-21.3;287.91;-6.37;-94.0;0.0;998.82;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;9514;2021-12-12 13:50:56:469
8.8684;3.0024;-0.7734;9.7295;1.063;-0.6143;-0.8634;1.9419;-0.1927;0.0696;0.053;0.0107;29.0;-11.1;6.72;-21.96;289.45;-6.22;-93.61;0.0;998.72;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;10014;2021-12-12 13:50:56:969
7.3289;2.5451;0.3544;9.7321;1.1855;0.2245;-0.0763;2.2039;0.3116;0.1349;0.221;-0.0589;26.0;-9.96;7.2;-23.04;289.41;-6.95;-90.48;0.0;998.69;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;10513;2021-12-12 13:50:57:468
9.0049;3.1676;0.0694;9.7248;1.2281;0.2994;-0.8916;1.9536;1.0528;0.1319;0.0616;0.0406;30.0;-9.66;6.72;-23.76;289.24;-7.17;-88.41;0.0;998.67;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;11013;2021-12-12 13:50:57:968
9.5986;3.1485;1.7718;9.6724;1.457;0.7013;-0.3821;2.005;0.8662;0.1569;0.1783;0.0437;30.0;-9.06;4.74;-24.48;285.32;-8.35;-87.0;0.0;998.62;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;11513;2021-12-12 13:50:58:468
9.5125;3.4956;1.5108;9.648;1.5687;0.791;-0.6233;1.3574;1.0836;0.1575;0.1428;0.0614;30.0;-8.4;3.42;-25.38;280.65;-9.2;-85.31;0.0;998.58;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;12014;2021-12-12 13:50:58:969
9.5939;3.1916;1.7981;9.6114;1.5795;1.1384;0.3061;1.6386;0.791;0.1575;0.1202;-0.0235;36.0;-8.04;2.16;-27.0;278.28;-9.27;-83.25;0.0;998.54;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;12513;2021-12-12 13:50:59:468
10.2188;3.1724;1.0032;9.5758;1.7657;1.1648;-0.0108;1.2238;-0.0742;0.1172;-0.0484;-0.0705;34.0;-8.34;1.92;-27.12;278.77;-10.37;-83.06;0.0;998.48;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;13013;2021-12-12 13:50:59:968
8.1142;3.158;1.9442;9.6149;1.7425;0.8292;-0.7375;0.8952;-0.2173;0.2571;-0.7533;0.5073;31.0;-7.62;0.06;-27.78;275.06;-11.93;-82.76;0.0;998.46;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;13514;2021-12-12 13:51:00:469
8.6002;2.6696;0.2035;9.5991;1.9841;0.3008;-0.9838;0.6202;-0.1371;0.1856;-0.0917;0.186;32.0;-9.48;-1.02;-27.24;272.52;-12.42;-87.88;0.0;998.44;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;14014;2021-12-12 13:51:00:969
8.8349;2.9809;-1.4845;9.6304;1.8492;-0.0764;-1.1271;0.3886;-0.9582;0.0128;-0.0978;0.0614;30.0;-11.28;-0.54;-29.1;272.29;-11.28;-90.12;0.0;998.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;14514;2021-12-12 13:51:01:469
9.5508;2.8492;-3.1437;9.594;1.8878;-0.7489;-0.4643;0.7905;-1.8961;-0.0092;-0.0752;0.0376;30.0;-12.3;0.6;-27.42;275.9;-11.1;-94.46;0.0;998.4;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;15014;2021-12-12 13:51:01:969
8.9187;2.6433;-1.858;9.6244;1.8245;-0.4615;-0.5132;0.6584;-0.8002;-0.0019;0.1019;-0.0095;29.0;-11.28;0.42;-28.98;273.46;-10.72;-92.75;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;15514;2021-12-12 13:51:02:469
7.6928;1.8532;-0.5698;9.6272;1.8593;-0.1741;-1.4374;0.6397;-1.9097;0.0739;-0.0361;-0.1164;31.0;-9.66;0.78;-29.34;275.44;-10.93;-91.04;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;16013;2021-12-12 13:51:02:968
10.5324;3.2897;-4.8915;9.6729;1.5622;-0.405;-2.5742;-0.057;-2.0325;0.0665;0.3786;0.241;29.0;-10.38;0.24;-28.74;273.07;-10.96;-93.3;0.0;998.36;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;16513;2021-12-12 13:51:03:468
8.7199;1.8436;-3.0431;9.6031;1.8482;-0.7318;-0.1946;0.5589;-1.2259;0.0225;-0.03;0.0736;31.0;-10.86;-0.66;-28.68;271.43;-11.06;-93.93;0.0;998.32;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;17014;2021-12-12 13:51:03:969
9.3616;2.5667;-1.7622;9.604;1.9185;-0.5033;-0.0648;1.0351;-1.3763;0.0048;-0.1033;0.0083;30.0;-10.26;-1.26;-29.64;271.39;-11.53;-92.66;0.0;998.35;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;17513;2021-12-12 13:51:04:468
10.1158;2.2746;-1.3623;9.6168;1.882;-0.3816;0.3074;0.8794;-0.9813;0.006;0.105;-0.1707;25.0;-9.3;-0.9;-30.78;270.93;-11.06;-92.27;0.0;998.34;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;18013;2021-12-12 13:51:04:968
10.3361;2.3416;-1.5754;9.5918;1.9704;-0.5344;-1.024;0.6238;-0.8348;-0.0172;0.0311;0.0046;27.0;-7.86;-1.32;-29.46;270.59;-11.59;-93.19;0.0;998.33;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;18514;2021-12-12 13:51:05:469
8.9546;2.3368;-0.6441;9.5273;2.1243;-0.9419;-2.2456;-0.6171;-0.9848;-0.03;-0.1883;0.2532;26.0;-8.04;-1.02;-28.08;270.3;-12.51;-95.65;0.0;998.35;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;19013;2021-12-12 13:51:05:968
10.1182;2.8085;-1.7287;9.4785;2.3081;-1.0006;1.496;0.8072;-0.6546;-0.0184;-0.2451;-0.1212;23.0;-8.94;-1.14;-29.46;270.93;-12.85;-94.79;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;19514;2021-12-12 13:51:06:469
7.451;2.3201;-0.8428;9.5627;1.9938;-0.8663;0.3364;0.288;-0.494;-0.0318;0.1764;-0.098;26.0;-10.14;-0.36;-29.7;272.7;-11.26;-94.84;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;20014;2021-12-12 13:51:06:969
10.1661;2.8827;-2.3105;9.4738;2.3034;-1.0542;2.4914;0.6464;-0.7387;0.0085;-0.2805;-0.0376;25.0;-9.78;-1.2;-29.52;271.29;-13.15;-95.04;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;20776;2021-12-12 13:51:07:731
10.1661;2.8827;-2.3105;9.4738;2.3034;-1.0542;2.4914;0.6464;-0.7387;0.0085;-0.2805;-0.0376;25.0;-9.78;-1.2;-29.52;271.29;-13.15;-95.04;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;20777;2021-12-12 13:51:07:732
9.3856;2.4805;-1.1995;9.4857;2.1568;-1.2413;-0.1001;0.3237;0.0418;0.0048;-0.1901;-3.0E-4;26.0;-9.24;-0.66;-29.58;270.44;-12.57;-96.46;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21035;2021-12-12 13:51:07:990
9.6992;2.3871;-2.4877;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21931;2021-12-12 13:51:08:886
9.6992;2.3871;-2.4877;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21932;2021-12-12 13:51:08:887
9.6992;2.3871;-2.4877;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21933;2021-12-12 13:51:08:888
9.6992;2.3871;-2.4877;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21934;2021-12-12 13:51:08:889
9.6992;2.3871;-2.4877;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21935;2021-12-12 13:51:08:890
9.6992;2.3871;-2.4877;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21936;2021-12-12 13:51:08:891
9.7279;2.3727;-1.7526;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21937;2021-12-12 13:51:08:892
9.7279;2.3727;-1.7526;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21961;2021-12-12 13:51:08:916
9.7279;2.3727;-1.7526;9.4242;2.2548;-1.507;0.275;0.1323;-0.9807;-0.008;-0.0551;-0.0107;26.0;-9.24;-0.54;-29.46;270.09;-13.41;-98.91;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;21961;2021-12-12 13:51:08:916
8.0256;1.7382;-2.2123;9.3815;2.0217;-2.0176;0.0903;-0.0584;-0.1876;0.0671;0.0347;0.0015;27.0;-9.96;-0.72;-27.18;269.75;-12.53;-102.48;0.0;998.33;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;22311;2021-12-12 13:51:09:266
9.7878;2.5762;-1.4916;9.3668;2.038;-2.0687;0.1433;0.6819;0.9362;0.0525;0.1233;0.048;27.0;-10.44;-1.32;-28.38;269.6;-11.99;-102.45;0.0;998.31;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;23118;2021-12-12 13:51:10:073
9.7878;2.5762;-1.4916;9.3668;2.038;-2.0687;0.1433;0.6819;0.9362;0.0525;0.1233;0.048;27.0;-10.44;-1.32;-28.38;269.6;-11.99;-102.45;0.0;998.31;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;23119;2021-12-12 13:51:10:074
9.7878;2.5762;-1.4916;9.3668;2.038;-2.0687;0.1433;0.6819;0.9362;0.0525;0.1233;0.048;27.0;-10.44;-1.32;-28.38;269.6;-11.99;-102.45;0.0;998.31;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;23120;2021-12-12 13:51:10:075
9.5388;2.933;0.6656;9.5873;2.0288;-0.3698;-0.0485;0.9041;1.0354;0.1154;-0.2493;-0.0663;26.0;-6.24;-4.38;-30.6;264.65;-11.94;-92.21;0.0;998.34;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;23619;2021-12-12 13:51:10:574
9.4933;3.1461;1.2067;9.5521;2.2196;0.036;-0.0588;0.9264;1.1707;0.1246;0.0188;-0.0748;24.0;-4.86;-6.72;-31.2;259.46;-12.58;-90.22;0.0;998.36;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;24118;2021-12-12 13:51:11:073
9.4382;2.9306;0.8236;9.5313;2.2998;-0.1864;0.5486;0.5997;0.3014;0.0763;-0.0209;-0.0516;24.0;-6.72;-7.86;-32.16;258.94;-13.56;-91.12;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;24618;2021-12-12 13:51:11:573
8.7319;2.3057;-0.1317;9.524;2.3195;-0.2882;0.0339;0.7165;0.2642;0.0653;-0.0227;-0.0333;23.0;-7.38;-7.8;-31.74;258.9;-13.61;-91.38;0.0;998.38;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;25118;2021-12-12 13:51:12:073
10.5468;2.7534;-1.2594;9.4646;2.2152;-1.298;-0.2658;0.3611;0.5606;0.0231;0.1386;-0.1787;25.0;-9.78;-8.34;-31.08;258.81;-13.36;-96.7;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;25618;2021-12-12 13:51:12:573
10.0799;2.9378;-1.4988;9.4481;2.3197;-1.2339;-0.2876;0.1919;0.1134;-0.0239;0.232;-0.0192;24.0;-9.12;-7.98;-31.02;258.19;-14.22;-98.45;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;26209;2021-12-12 13:51:13:164
8.4542;2.162;-0.7757;9.4114;2.5305;-1.0918;1.1737;0.0625;0.1867;0.0091;-0.1382;0.0767;23.0;-8.16;-9.6;-30.72;254.78;-14.71;-97.2;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;26618;2021-12-12 13:51:13:573
9.352;2.3584;-1.6712;9.3853;2.398;-1.5282;0.8933;0.0753;-0.5907;0.0213;-0.0074;-0.0693;25.0;-10.38;-8.22;-30.6;258.43;-13.79;-99.13;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;27217;2021-12-12 13:51:14:172
8.5595;1.5826;-1.8556;9.4034;2.1703;-1.7422;-0.4441;-0.0872;-0.5348;-0.0031;-0.1094;0.026;24.0;-9.78;-8.46;-29.34;257.64;-13.35;-99.69;0.0;998.36;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;27618;2021-12-12 13:51:14:573
9.0456;2.4517;-2.2243;9.383;2.1801;-1.8374;1.2164;-0.0229;0.4081;-0.0288;-0.1736;3.0E-4;23.0;-9.48;-8.04;-29.52;257.25;-13.2;-100.74;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;28118;2021-12-12 13:51:15:073
7.8867;1.5395;-3.1221;9.3626;2.174;-1.9457;-0.9946;-0.0598;-0.1685;-0.0612;-0.0459;0.1011;21.0;-11.1;-8.88;-30.42;256.21;-13.19;-102.32;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;28618;2021-12-12 13:51:15:573
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29209;2021-12-12 13:51:16:164
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29211;2021-12-12 13:51:16:166
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29212;2021-12-12 13:51:16:167
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29214;2021-12-12 13:51:16:169
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29215;2021-12-12 13:51:16:170
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29216;2021-12-12 13:51:16:171
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29216;2021-12-12 13:51:16:171
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29216;2021-12-12 13:51:16:171
8.6697;2.071;-2.0064;9.3498;2.1451;-2.0369;-0.7185;-0.3039;-0.3597;0.0109;0.0335;0.015;23.0;-11.16;-8.52;-30.3;256.24;-12.81;-101.74;0.0;998.39;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29217;2021-12-12 13:51:16:172
8.8301;2.0327;-0.2227;9.5305;1.9366;-1.2602;0.1423;0.0171;0.4366;0.0341;0.0488;0.0162;13.0;-8.88;-9.96;-31.44;254.51;-11.39;-97.53;0.0;998.36;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;29654;2021-12-12 13:51:16:609
9.9961;2.3464;-0.1053;9.5549;1.9832;-0.9702;0.2281;0.5667;0.6062;0.0745;0.1422;0.0095;15.0;-7.5;-10.02;-32.88;254.76;-11.51;-96.41;0.0;998.37;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;30351;2021-12-12 13:51:17:306
8.5859;1.9872;0.9266;9.5767;2.0424;-0.5337;-0.3181;0.3471;1.1347;0.1093;0.1105;0.1084;23.0;-6.96;-11.16;-32.4;253.25;-12.18;-94.02;0.0;998.41;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;30624;2021-12-12 13:51:17:579
9.4263;2.3895;0.1939;9.5783;2.0961;-0.1809;0.1712;0.3581;0.4108;0.0629;0.0091;0.0376;26.0;-5.82;-11.7;-32.52;252.34;-12.29;-90.63;0.0;998.48;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;31123;2021-12-12 13:51:18:078
9.6178;2.3799;0.3472;9.5356;2.2692;0.3036;0.4222;0.149;0.1968;0.0433;-0.1272;0.0132;24.0;-6.24;-13.02;-32.28;250.68;-12.78;-88.39;0.0;998.52;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;31624;2021-12-12 13:51:18:579
9.3113;2.0088;0.2131;9.5527;2.214;0.1217;-0.2892;-0.2818;-0.4593;0.0323;-0.0899;-0.0376;24.0;-7.08;-12.3;-32.58;253.13;-13.17;-89.09;0.0;998.52;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;32239;2021-12-12 13:51:19:194
9.3113;2.0088;0.2131;9.5527;2.214;0.1217;-0.2892;-0.2818;-0.4593;0.0323;-0.0899;-0.0376;24.0;-7.08;-12.3;-32.58;253.13;-13.17;-89.09;0.0;998.52;45.0893;14.611173;764.2;NaN;;52.84;154.8387;341.58;8 / 9;32240;2021-12-12 13:51:19:195
