sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);LIGHT (lux);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.411;7.508;6.182;-0.7468;7.3954;6.3969;-0.5908;0.5092;0.4341;-0.0202;-0.2633;-0.2222;47.0;-3.06;-0.54;3.11;140.23;-49.12;6.58;2.0;64.531;45.33361;14.45947;369.68;NaN;67.39;10.322581;128.74;23 / 39;181047;2021-12-16 10:31:36:651
-1.081;7.341;5.591;-0.6185;7.4687;6.3251;0.3793;0.1114;0.7022;-0.043;0.2211;0.0734;17.0;-5.94;1.09;5.16;136.19;-49.66;4.76;2.0;65.003;45.33351;14.459675;372.9;NaN;67.92;11.612903;127.16;23 / 40;181548;2021-12-16 10:31:37:152
-0.119;7.841;6.5201;-0.7611;7.1842;6.6316;-0.6483;-0.6507;0.125;-0.0066;0.0025;-0.0286;19.0;-5.94;-4.91;-0.66;115.97;-47.84;6.3;2.0;64.816;45.33351;14.459675;372.9;NaN;67.92;11.612903;127.16;23 / 40;182047;2021-12-16 10:31:37:651
-0.7061;7.4651;6.395;-0.6779;7.0878;6.7435;0.1938;-0.2672;1.2681;-0.1624;0.389;0.3996;25.0;-5.51;-1.61;0.0;107.03;-46.89;6.04;2.0;63.366;45.333416;14.45989;376.45;NaN;70.11;12.903226;125.39;23 / 40;182547;2021-12-16 10:31:38:151
-1.081;7.5041;4.667;-0.8547;7.4355;6.3367;-0.3507;-0.1783;0.5072;-0.1466;0.2965;0.0565;7.0;-7.2;-0.41;-1.39;88.88;-50.05;6.67;2.0;65.511;45.333416;14.45989;376.45;NaN;70.11;12.903226;125.39;23 / 40;183048;2021-12-16 10:31:38:652
-1.8401;7.439;7.326;-0.8403;7.3945;6.3864;1.015;-0.1849;-1.0016;0.008;-0.8981;-0.7633;12.0;-6.49;-0.11;1.56;110.39;-49.37;7.65;2.0;64.283;45.333336;14.460112;380.0;NaN;70.13;13.870968;123.13;19 / 40;183547;2021-12-16 10:31:39:151
-1.268;6.96;7.595;-0.4882;7.2219;6.6163;0.4369;0.2386;-0.5935;0.0612;0.4942;0.5266;0.0;-7.2;-1.01;-2.89;80.95;-47.43;4.22;2.0;61.75;45.333336;14.460112;380.0;NaN;70.13;13.870968;123.13;19 / 40;184047;2021-12-16 10:31:39:651
-0.143;7.4531;7.4891;-0.6737;7.0574;6.7757;-0.5278;-0.382;-0.7123;0.0771;-0.0289;0.0411;0.0;-7.61;0.79;-0.71;84.04;-46.03;5.68;2.0;61.531;45.33324;14.460318;383.23;NaN;70.09;15.806452;123.21;12 / 40;184548;2021-12-16 10:31:40:152
-0.45;7.7621;6.237;-0.5851;7.2705;6.555;-0.1314;-0.4632;0.3127;0.1469;-0.2694;-0.2185;3.0;-9.3;1.44;1.01;94.26;-47.85;5.1;2.0;61.582;45.33324;14.460318;383.23;NaN;70.09;15.806452;123.21;12 / 40;185048;2021-12-16 10:31:40:652
-0.248;7.556;6.587;-0.4189;7.4947;6.3107;-0.1687;-0.0494;-0.2695;0.023;0.096;0.1244;3.0;-11.46;2.64;-0.19;82.84;-49.84;3.8;2.0;62.179;45.333145;14.460527;386.77;NaN;70.07;17.741936;123.17;6 / 40;185548;2021-12-16 10:31:41:152
-0.2891;7.446;6.101;-0.4774;7.2192;6.6201;-0.1819;-0.2705;-0.9796;-0.1792;0.9255;0.8366;4.0;-4.09;2.59;-4.2;41.96;-48.65;4.16;2.0;62.329;45.333145;14.460527;386.77;NaN;70.07;17.741936;123.17;6 / 40;186047;2021-12-16 10:31:41:651
-0.2599;7.365;6.089;-0.5541;7.2955;6.5299;0.0916;-0.2761;-0.6911;-0.0481;0.1268;0.0716;0.0;-5.04;2.16;-3.6;52.95;-47.82;4.57;2.0;63.188;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;4 / 40;186547;2021-12-16 10:31:42:151
-1.0549;7.0871;6.795;-0.5373;7.3494;6.4706;0.4383;0.2887;-0.5146;-0.0487;-0.2923;-0.3696;0.0;-5.16;3.36;-1.5;64.11;-49.14;3.98;2.0;64.252;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;4 / 40;187047;2021-12-16 10:31:42:651
-0.1481;7.604;7.4291;-0.401;7.1663;6.6823;-0.3014;-0.2218;0.4292;0.1103;-0.3849;-0.1132;5.0;-7.2;1.69;-2.34;69.01;-46.27;5.84;2.0;62.279;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;187547;2021-12-16 10:31:43:151
-0.3941;7.472;7.542;-0.3832;7.2742;6.5658;0.1119;0.109;-0.4361;-0.0802;0.0804;0.0941;0.0;-8.81;2.76;-2.94;67.24;-48.07;3.34;2.0;62.361;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;188047;2021-12-16 10:31:43:651
0.438;7.01;8.018;0.0353;7.0543;6.8122;-0.7467;0.0383;-0.4867;0.0012;-0.0802;0.082;0.0;-10.44;3.06;-3.06;67.35;-45.97;0.47;2.0;62.698;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;188547;2021-12-16 10:31:44:151
0.605;7.592;5.8571;0.2175;6.9977;6.8669;-0.849;-1.0648;-0.718;0.2489;-0.1005;0.076;0.0;-10.86;2.7;-4.26;65.25;-44.36;-0.77;2.0;62.061;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;189047;2021-12-16 10:31:44:651
-4.7029;2.802;9.641;-3.9842;4.979;7.4502;0.5205;2.0817;-1.9977;-0.2322;0.7301;-0.9053;6.0;-0.9;-0.9;-10.01;47.91;-33.94;21.56;2.0;62.225;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;189547;2021-12-16 10:31:45:151
-1.852;4.607;9.7511;-2.269;4.3878;8.4717;-0.3543;-0.2198;-1.2449;0.315;-0.5395;-0.089;16.0;-39.54;30.49;13.5;64.63;-25.61;17.26;2.0;61.752;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;190047;2021-12-16 10:31:45:651
-0.952;6.12;7.0751;-1.6044;5.3672;8.0492;-0.5291;-0.5853;0.8953;0.5815;-0.7239;-0.4575;0.0;-30.0;13.69;8.51;80.86;-29.89;13.14;2.0;62.976;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;190547;2021-12-16 10:31:46:151
-0.7151;5.589;8.3171;-1.0588;5.8146;7.8255;-0.2782;0.2116;-0.4595;-0.0661;-0.1742;0.0747;0.0;-29.21;13.69;10.86;84.75;-36.37;7.71;2.0;62.936;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;191048;2021-12-16 10:31:46:652
4.121;7.458;6.527;-0.3903;5.9018;7.8222;-4.2784;-1.3776;1.1742;0.3563;-0.2797;0.0598;0.0;-29.94;18.96;14.46;78.68;-37.0;2.86;2.0;62.24;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;191548;2021-12-16 10:31:47:152
3.47;0.914;6.63;2.3827;2.6556;9.1346;-0.7853;1.2928;2.5541;-0.9593;0.0138;2.3735;69.0;-5.29;-4.56;-4.14;131.8;-15.71;-14.62;2.0;61.401;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;192047;2021-12-16 10:31:47:651
0.8951;0.521;9.792;1.176;0.7957;9.7033;0.1312;0.3903;-0.47;-0.348;-0.0099;-1.6416;0.0;-3.3;-6.71;-16.09;169.46;-4.65;-6.91;2.0;63.192;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;192548;2021-12-16 10:31:48:152
1.496;0.3941;9.1961;0.7591;0.241;9.7743;-0.0377;0.428;-0.0063;-0.0634;0.0249;-0.3884;14.0;-2.59;-7.14;-16.99;165.97;-1.6;-4.6;2.0;62.307;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;193047;2021-12-16 10:31:48:651
1.0601;0.3611;10.733;1.0953;0.4757;9.7337;-0.0575;-0.5121;0.1215;0.1184;-0.0173;0.0223;97.0;-2.34;-5.46;-15.96;176.46;-1.44;-6.12;2.0;62.347;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;193547;2021-12-16 10:31:49:151
0.864;0.263;10.3691;0.9446;0.4597;9.7502;0.0558;0.0859;-0.9056;-0.1621;0.0077;-0.5995;42.0;2.16;-5.21;-14.7;219.98;-3.19;-5.77;2.0;63.786;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;194047;2021-12-16 10:31:49:651
1.031;1.17;9.258;0.9024;0.4185;9.7561;-0.5516;0.2403;-0.8668;0.0619;-0.0334;0.6065;0.0;-0.11;-5.46;-15.11;197.41;-2.43;-5.23;2.0;62.621;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;194547;2021-12-16 10:31:50:151
1.194;0.009;10.424;0.8844;0.2488;9.7635;0.4236;0.3962;0.0428;-0.0852;0.1184;0.6864;0.0;-3.36;-6.3;-14.59;165.0;-2.34;-5.91;2.0;62.597;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;195047;2021-12-16 10:31:50:651
0.7391;-0.313;10.488;0.7373;0.1788;9.7773;-0.2411;0.1938;-0.465;0.0646;0.008;0.9906;86.0;-3.11;-2.64;-15.24;145.28;-1.05;-4.23;2.0;62.796;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;195547;2021-12-16 10:31:51:151
0.402;0.521;9.4811;0.8714;0.0717;9.7676;0.3817;0.2527;-0.1187;0.0129;-0.0382;-0.4994;91.0;-2.21;-5.29;-14.51;172.4;-0.08;-4.57;2.0;63.234;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;196048;2021-12-16 10:31:51:652
1.086;-0.155;10.338;0.7253;0.1284;9.7789;-0.1855;-0.1653;1.1405;-0.0209;-0.0804;0.0259;3.0;-2.21;-1.86;-14.7;153.84;-0.75;-4.24;2.0;62.062;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;196548;2021-12-16 10:31:52:152
0.813;0.2561;9.696;0.7197;0.0325;9.7802;0.2531;-0.2467;-0.4076;-0.044;3.0E-4;-0.3882;0.0;-2.7;-3.6;-13.2;152.75;-0.19;-4.21;2.0;62.468;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;197047;2021-12-16 10:31:52:651
1.3571;1.613;9.225;0.8731;0.1479;9.7666;-0.1093;-1.2585;0.5151;0.0611;-0.0704;-0.4844;105.0;-0.9;-2.34;-14.64;190.84;-0.86;-5.11;2.0;62.579;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;197547;2021-12-16 10:31:53:151
0.359;1.8551;9.734;1.2109;1.6026;9.5987;0.8009;-0.1681;-0.2695;-0.4026;-0.7168;-5.7364;37.0;-0.19;-2.1;-14.59;268.04;-7.4;-7.96;2.0;63.246;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;198047;2021-12-16 10:31:53:651
-0.153;2.106;9.8921;0.1472;2.1786;9.5605;0.3971;-0.1586;0.203;0.0138;-0.5494;-3.5684;0.0;0.84;-2.21;-16.01;310.54;-12.13;-2.27;2.0;62.804;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;198547;2021-12-16 10:31:54:151
-0.1691;1.857;10.326;0.0311;2.2279;9.5502;0.2421;0.324;-0.2645;-0.1024;-0.4377;-2.0347;0.0;0.36;-2.64;-14.46;350.01;-13.13;-0.19;2.0;63.175;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;199047;2021-12-16 10:31:54:651
0.6551;2.2931;9.687;0.5385;1.8426;9.6169;-0.4032;0.1798;-0.4533;-0.3318;-1.1652;-4.8775;11.0;-2.94;-2.4;-14.4;72.01;-11.35;-2.02;0.0;61.904;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;199548;2021-12-16 10:31:55:152
0.332;1.9361;9.936;0.491;2.1748;9.5498;0.108;0.2915;-0.3142;-0.0621;0.0164;-0.2031;29.0;-1.69;-2.64;-17.04;48.28;-12.92;-3.34;0.0;62.348;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;200048;2021-12-16 10:31:55:652
0.134;1.713;9.7661;0.1344;1.9169;9.6165;0.1578;-0.0075;0.2464;0.0256;0.2405;1.0194;0.0;-3.71;-1.61;-16.44;72.41;-11.27;-1.0;0.0;62.272;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;200547;2021-12-16 10:31:56:151
0.6821;2.0531;9.507;0.3886;2.072;9.5774;-0.2211;0.2967;0.1268;0.0831;0.1471;1.3119;0.0;-3.84;-1.74;-17.94;60.09;-12.2;-2.32;2.0;62.422;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;201047;2021-12-16 10:31:56:651
0.378;2.451;9.596;0.5554;2.0936;9.5644;0.3885;-0.409;0.6319;0.0095;-0.0763;-0.1671;0.0;-5.76;-0.54;-16.74;61.47;-12.33;-3.32;2.0;61.027;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;201547;2021-12-16 10:31:57:151
0.684;2.226;9.2051;0.5115;2.2569;9.5297;-0.3627;0.2377;-0.3466;-0.0632;-0.1067;-0.0925;34.0;-5.1;0.6;-17.16;39.56;-13.31;-3.07;2.0;62.423;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;202047;2021-12-16 10:31:57:651
0.411;2.202;10.089;0.5228;2.0759;9.5701;-0.109;-0.102;0.499;0.1169;0.4081;2.0578;16.0;-1.31;0.41;-19.99;358.53;-12.4;-3.18;2.0;62.195;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;202548;2021-12-16 10:31:58:152
1.2011;2.1491;9.821;0.5278;2.1637;9.5504;-0.4869;0.1346;-0.6535;-0.0238;-0.1111;-0.0859;59.0;-3.0;0.79;-17.89;22.71;-12.8;-2.89;2.0;62.259;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;203047;2021-12-16 10:31:58:651
0.909;1.7351;10.149;0.7884;2.1882;9.5268;-0.2198;0.4979;-0.3803;0.1019;0.1403;0.5468;10.0;-1.86;1.31;-16.44;8.19;-12.59;-4.83;2.0;62.346;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;203548;2021-12-16 10:31:59:152
1.2371;1.8041;9.756;0.9908;1.8028;9.5885;-0.2605;-0.0859;-0.6503;0.1353;0.254;1.6742;0.0;1.56;-1.09;-15.11;296.0;-10.59;-5.9;2.0;62.168;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;204047;2021-12-16 10:31:59:651
0.974;1.811;9.227;1.0283;1.9991;9.5455;0.0259;0.2879;-0.2112;-0.5643;-0.887;-4.3505;17.0;-4.26;1.69;-14.1;25.72;-12.24;-6.43;2.0;62.115;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;204547;2021-12-16 10:32:00:151
1.232;1.1441;9.921;1.2162;1.6407;9.5916;0.1034;0.5953;-0.3281;0.082;0.2045;1.404;60.0;1.2;2.34;-17.34;328.4;-10.29;-6.95;2.0;63.118;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;205048;2021-12-16 10:32:00:652
0.9671;1.524;9.0191;1.2523;1.2906;9.6403;-0.1654;-0.0757;-0.0021;0.0089;-0.0062;0.0982;14.0;1.5;0.96;-16.56;307.21;-7.5;-7.35;2.0;62.642;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;205547;2021-12-16 10:32:01:151
1.299;0.9761;10.242;1.2106;1.4266;9.6265;0.0818;0.1241;0.3208;-0.3065;-0.2247;-1.5894;0.0;-1.31;2.89;-14.29;351.38;-8.74;-7.24;2.0;62.065;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;206047;2021-12-16 10:32:01:651
1.079;1.44;8.825;1.2149;1.1957;9.6574;-0.2826;0.2666;-0.5576;0.2387;0.2236;1.7766;0.0;3.84;0.3;-15.11;286.65;-6.98;-7.18;2.0;62.099;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;206547;2021-12-16 10:32:02:151
1.079;1.548;10.089;1.3873;1.3585;9.6125;0.0099;-0.3607;0.3669;-0.129;-0.2226;-1.496;49.0;0.36;1.5;-17.1;330.61;-7.96;-8.21;2.0;61.765;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;207047;2021-12-16 10:32:02:651
1.3091;1.926;9.122;1.3259;1.5077;9.5989;-0.3576;0.1608;-0.7925;0.0403;0.0179;0.3083;15.0;-0.71;0.66;-16.31;340.82;-8.84;-7.86;2.0;64.273;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;207547;2021-12-16 10:32:03:151
1.974;0.7871;10.532;1.3469;1.5145;9.5949;-0.0567;0.2436;-0.7715;-0.0393;0.038;0.3189;10.0;0.36;1.44;-18.54;325.85;-8.88;-7.99;2.0;62.393;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;208047;2021-12-16 10:32:03:651
1.316;1.172;9.912;1.448;1.2386;9.6197;0.339;-0.0684;0.8334;0.1565;0.1711;1.0812;80.0;-0.6;-0.96;-17.34;306.32;-7.29;-8.69;2.0;62.577;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;208547;2021-12-16 10:32:04:151
1.706;1.3901;8.796;1.3949;1.3524;9.6123;-0.7177;0.5065;-0.4664;0.0664;0.0402;0.4593;20.0;0.3;0.49;-18.6;312.87;-7.73;-8.24;2.0;62.401;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;209047;2021-12-16 10:32:04:651
1.838;1.2251;10.508;1.4602;1.3367;9.6048;-0.1369;0.2693;0.0488;-0.0043;0.0622;-0.4388;0.0;1.91;-0.41;-17.76;296.99;-7.83;-8.64;2.0;62.321;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;209547;2021-12-16 10:32:05:151
1.251;1.01;8.6141;1.1542;1.1317;9.6725;-0.0495;0.267;0.0489;0.0412;0.1753;1.3254;19.0;16.26;8.29;-6.54;297.03;-6.63;-6.8;2.0;62.612;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;210047;2021-12-16 10:32:05:651
1.457;1.632;8.822;1.141;1.1674;9.6698;0.0136;-0.1288;-0.8844;0.0617;-0.0151;-0.2489;58.0;15.96;8.89;-5.64;295.26;-5.78;-7.0;2.0;64.277;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;210548;2021-12-16 10:32:06:152
1.127;1.043;9.782;1.0137;1.2319;9.676;0.0864;-0.0238;0.9322;-0.0059;-0.0216;-0.1529;51.0;15.79;9.19;-8.51;300.29;-7.17;-5.96;2.0;63.545;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;211047;2021-12-16 10:32:06:651
0.4061;1.4501;8.727;1.03;1.2112;9.6769;-0.1419;-0.0983;0.034;-0.0412;-0.0143;-0.1962;0.0;12.84;9.06;-9.11;305.45;-7.26;-6.1;2.0;62.331;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;211547;2021-12-16 10:32:07:151
1.697;0.6071;10.1681;1.134;0.9053;9.6987;-0.5875;0.3837;-0.6391;-0.1705;-0.0738;-0.1497;0.0;13.31;10.99;-8.59;309.82;-5.3;-6.67;2.0;63.27;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;212047;2021-12-16 10:32:07:651
1.347;1.299;10.388;1.4518;1.0098;9.6459;0.3304;-0.4628;0.6158;0.0865;0.0681;0.1434;53.0;16.56;11.4;-10.26;302.39;-5.28;-8.76;2.0;63.036;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;212547;2021-12-16 10:32:08:151
1.2731;1.6301;9.1481;1.3187;1.0832;9.657;-0.3044;-0.4308;-0.8555;0.0241;-0.0719;0.0938;21.0;16.31;10.8;-9.54;304.54;-6.36;-7.36;2.0;62.728;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;213047;2021-12-16 10:32:08:651
2.0081;1.1531;10.0601;1.2777;1.4381;9.6161;-0.4438;0.1434;-0.2714;0.029;0.0056;0.0873;14.0;16.86;9.19;-8.94;298.69;-8.27;-7.55;2.0;62.896;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;213547;2021-12-16 10:32:09:151
0.507;1.598;9.083;1.3547;1.6419;9.5728;0.8189;0.0474;0.987;0.0077;0.1529;-0.1578;7.0;16.14;10.09;-9.3;302.36;-9.46;-9.08;2.0;64.676;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;214048;2021-12-16 10:32:09:652
1.148;1.46;9.0281;1.076;1.6165;9.6125;0.1337;0.0805;0.3391;0.0336;-0.0062;0.0285;18.0;14.51;9.84;-7.39;304.39;-9.49;-6.39;2.0;65.054;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;214547;2021-12-16 10:32:10:151
0.8231;1.443;8.772;1.1817;1.5363;9.6132;0.2579;0.0956;0.0684;0.0316;-0.059;-0.1266;23.0;13.01;9.71;-8.81;308.22;-9.01;-7.01;2.0;66.421;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;215047;2021-12-16 10:32:10:651
1.194;1.407;9.617;0.8664;1.2831;9.6837;-0.697;-0.0744;-0.8453;-0.065;0.1477;0.2258;42.0;12.06;8.64;-4.74;307.27;-7.52;-5.11;2.0;65.437;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;215547;2021-12-16 10:32:11:151
0.789;0.89;9.3731;1.0704;1.0631;9.6899;-0.1211;0.6077;-0.6424;-0.0687;-0.0252;0.1313;45.0;16.8;10.91;-9.71;303.28;-6.22;-6.3;2.0;62.672;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;216047;2021-12-16 10:32:11:651
1.194;1.0841;9.3011;1.0061;1.1548;9.6863;-0.3957;0.4472;-0.5494;0.122;0.0039;0.0655;3.0;15.41;9.96;-8.46;303.98;-6.02;-5.96;2.0;62.982;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;216547;2021-12-16 10:32:12:151
0.797;0.9431;9.6431;1.0412;0.8558;9.7136;-0.1712;0.5607;-0.7621;-0.0797;0.0142;0.1786;49.0;15.54;9.41;-9.6;299.98;-5.82;-6.1;2.0;63.063;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;217047;2021-12-16 10:32:12:651
1.3691;0.6311;9.7871;1.1719;0.6346;9.7157;-0.1922;0.0148;-0.0639;-0.0588;-0.0344;-0.1159;129.0;14.94;11.76;-7.26;308.11;-3.95;-6.73;2.0;62.8;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;217547;2021-12-16 10:32:13:151
1.694;0.0881;10.2251;1.2977;0.5963;9.7021;-0.4014;0.5312;-0.5128;0.0157;-0.0421;0.1151;82.0;16.14;10.61;-9.54;303.81;-3.66;-7.33;2.0;62.779;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;218047;2021-12-16 10:32:13:651
1.701;0.308;9.9881;1.2745;0.2793;9.7195;-0.4349;-0.0204;-0.2616;-0.0536;-0.0131;-0.0399;114.0;15.79;11.59;-8.7;305.71;-1.79;-7.09;2.0;63.809;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;218548;2021-12-16 10:32:14:152
1.436;0.5861;10.194;1.3849;0.2603;9.7049;-0.0514;-0.3271;-0.4822;0.0362;-0.0312;-0.0027;109.0;16.01;10.69;-7.99;303.33;-1.59;-8.05;2.0;62.491;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;219048;2021-12-16 10:32:14:652
1.479;0.995;9.593;1.4414;0.3711;9.693;-0.0301;-0.6214;0.1043;-0.0444;-0.0118;-0.2368;124.0;14.94;11.4;-7.74;305.03;-2.36;-8.47;2.0;62.757;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;219547;2021-12-16 10:32:15:151
0.1481;0.8441;10.541;1.2396;0.7133;9.7018;1.1152;-0.1139;-0.8285;0.0059;0.0857;0.2449;3.0;14.46;10.44;-12.6;304.71;-4.38;-7.66;2.0;62.66;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;220047;2021-12-16 10:32:15:651
1.505;0.6791;10.184;1.35;0.9873;9.663;-0.3903;0.4438;-0.7994;-0.2995;-0.1545;-1.7215;31.0;-1.61;10.69;-18.96;357.12;-5.78;-7.95;2.0;62.204;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;220547;2021-12-16 10:32:16:151
1.5191;0.54;9.7541;1.5137;0.7222;9.6622;-0.7218;0.5332;-0.3486;-0.1842;-0.1089;-0.4473;20.0;-3.6;11.46;-17.04;6.15;-4.22;-8.9;2.0;63.15;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;221047;2021-12-16 10:32:16:651
1.598;0.782;9.44;1.4214;0.5295;9.6886;0.1094;-0.0698;-0.1466;-0.0029;0.0315;0.0128;117.0;-3.3;10.01;-18.54;0.55;-3.09;-8.66;2.0;61.779;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;221547;2021-12-16 10:32:17:151
1.79;0.117;10.07;1.7396;0.4687;9.6397;-0.0373;-0.2159;-0.6175;0.0;-0.0209;0.0157;201.0;-1.01;14.76;-16.2;353.61;-2.78;-9.89;2.0;62.125;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;222047;2021-12-16 10:32:17:651
1.292;0.5171;10.0961;1.737;0.4856;9.6394;0.1101;0.0193;0.1963;-0.056;-0.0476;0.132;466.0;-2.7;11.76;-18.19;359.2;-3.22;-10.03;2.0;63.363;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;222548;2021-12-16 10:32:18:152
1.488;0.684;10.115;1.5305;0.7007;9.6611;0.254;-0.5706;0.795;0.0855;0.016;-0.0568;5150.0;-4.44;14.21;-18.54;3.35;-3.62;-9.26;2.0;61.915;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;223048;2021-12-16 10:32:18:652
1.7441;0.89;9.366;1.7432;0.8527;9.6127;-0.1944;0.5713;-0.3992;0.0309;0.0395;0.572;539.0;-1.56;12.06;-19.61;353.58;-5.25;-10.14;2.0;62.152;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;223547;2021-12-16 10:32:19:151
1.3901;0.785;8.8031;1.8048;0.5768;9.6219;-0.463;0.2434;0.9619;-0.1305;-0.0873;-0.0587;574.0;-3.0;14.16;-17.34;359.91;-3.94;-10.09;2.0;60.821;45.333054;14.460732;390.0;NaN;69.43;20.0;122.84;0 / 39;224047;2021-12-16 10:32:19:651
